Location,Latitude,Longitude,Neighborhood,Community,Ward,Emergency,Day,Tow_Zone,Date,Time
606 3RD ST N,44.9862594604,-93.2772521973,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
606 51ST AVE N,45.0473670959,-93.2877426147,Lind - Bohanon,Camden,4,Yardville,2,1,02/26/2018,00:00
606 DELAWARE ST SE,44.9726676941,-93.23020935059999,University of Minnesota,University,2,Yardville,1,4,02/25/2018,00:00
606 ERIE ST SE,44.969909668,-93.224357605,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
606 QUEEN AVE N,44.9717025757,-93.30966949459999,Bryn - Mawr,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
606 TAYLOR ST NE,44.9954376221,-93.2435302734,Beltrami,Northeast,3,Yardville,2,2,02/26/2018,00:00
607 14TH ST E,44.968894,-93.267142,Elliot Park,Central,7,Yardville,3,3,02/27/2018,00:00
607 33RD ST W,44.9428787231,-93.2873764038,Lyndale,Powderhorn,8,Yardville,3,5,02/27/2018,00:00
607 BUCHANAN ST NE,44.995380401599995,-93.2396774292,Beltrami,Northeast,3,Yardville,3,2,02/27/2018,00:00
607 OAK ST SE,44.9703559875,-93.2266998291,Prospect Park - East River Road,University,2,Yardville,1,4,02/25/2018,00:00
608 12TH AVE SE,44.984053,-93.236584,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
608 13TH AVE SE,44.9835090637,-93.23531341549999,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
608 22ND ST W,44.960739135699995,-93.286895752,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
608 37TH ST W,44.9359359741,-93.2879562378,King Field,Southwest,8,Yardville,2,5,02/26/2018,00:00
608 3RD ST N,44.986377716099994,-93.2774047852,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
608 51ST AVE N,45.0474052429,-93.28714752200001,Lind - Bohanon,Camden,4,Yardville,2,1,02/26/2018,00:00
608 6TH AVE SE,44.987154,-93.244825,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
608 DELAWARE ST SE,44.9725151062,-93.22988891600001,University of Minnesota,University,2,Yardville,1,4,02/25/2018,00:00
608 ERIE ST SE,44.9698524475,-93.22434997559999,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
608 ONTARIO ST SE,44.969833374,-93.2256774902,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
608 RIDGEWOOD AVE S,44.9633216858,-93.2874145508,Steven's Square - Loring Heights,Central,7,Yardville,2,3,02/26/2018,00:00
608 VAN BUREN ST NE,44.9954414368,-93.2486343384,St. Anthony East,Northeast,3,Yardville,2,2,02/26/2018,00:00
609 37TH AVE N,45.0216522217,-93.2872009277,McKinley,Camden,4,Yardville,3,1,02/27/2018,00:00
609 OAK ST SE,44.970039367700004,-93.226890564,Prospect Park - East River Road,University,2,Yardville,1,4,02/25/2018,00:00
610 11TH AVE SE,44.9844398499,-93.2379226685,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
610 15TH ST W,44.968109130900004,-93.26695251459999,Elliot Park,Central,7,Yardville,1,3,02/25/2018,00:00
610 32ND ST W,44.9449195862,-93.2872467041,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
610 4TH AVE SE,44.9889030457,-93.2475814819,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
610 51ST AVE N,45.0474662781,-93.28784179690001,Lind - Bohanon,Camden,4,Yardville,2,1,02/26/2018,00:00
610 DELAWARE ST SE,44.9725837708,-93.22973632809999,University of Minnesota,University,2,Yardville,1,4,02/25/2018,00:00
610 ERIE ST SE,44.969787597700005,-93.2243347168,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
610 ONTARIO ST SE,44.9697608948,-93.2257385254,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
611 14TH ST E,44.9688568115,-93.2675552368,Elliot Park,Central,7,Yardville,3,3,02/27/2018,00:00
611 19TH ST E,44.963968,-93.267157,Ventura Village,Phillips,6,Yardville,3,3,02/27/2018,00:00
611 22ND AVE N,45.0014686584,-93.2876052856,Hawthorne,Near North,5,Yardville,3,1,02/27/2018,00:00
611 OAK ST SE,44.9699516296,-93.2266769409,Prospect Park - East River Road,University,2,Yardville,1,4,02/25/2018,00:00
612 18TH ST E,44.9652175903,-93.266746521,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
612 22ND ST W,44.963203430200004,-93.2861099243,Steven's Square - Loring Heights,Central,7,Yardville,2,3,02/26/2018,00:00
612 32ND ST W,44.9447593689,-93.2872390747,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
612 DELAWARE ST SE,44.9725837708,-93.22973632809999,University of Minnesota,University,2,Yardville,1,4,02/25/2018,00:00
612 ONTARIO ST SE,44.9696502686,-93.225730896,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
612 VAN BUREN ST NE,44.995624542200005,-93.24857330319999,St. Anthony East,Northeast,3,Yardville,2,2,02/26/2018,00:00
613 19TH ST E,44.963932,-93.26694300000001,Ventura Village,Phillips,6,Yardville,3,3,02/27/2018,00:00
613 ERIE ST SE,44.969808,-93.224281,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
613 UNIVERSITY AVE SE,44.983417511000006,-93.2467956543,Marcy Holmes,University,3,Yardville,1,4,02/25/2018,00:00
614 18TH ST E,44.965209960900005,-93.2666244507,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
614 32ND ST E,44.9449577332,-93.26686096190001,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
614 4TH AVE SE,44.9886856079,-93.2476348877,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
614 ONTARIO ST SE,44.9695587158,-93.22576141360001,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
615 19TH ST E,44.963941,-93.26682,Ventura Village,Phillips,6,Yardville,3,3,02/27/2018,00:00
615 1ST ST N,44.988891601599995,-93.274055481,North Loop,Central,3,Yardville,1,1,02/25/2018,00:00
615 27TH ST E,44.9537582397,-93.2669372559,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
615 BUCHANAN ST NE,44.9956092834,-93.2396697998,Beltrami,Northeast,3,Yardville,3,2,02/27/2018,00:00
616 12TH AVE SE,44.984015,-93.236166,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
616 18TH ST E,44.9652328491,-93.266456604,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
616 32ND ST E,44.9450187683,-93.2667312622,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
616 53RD ST W,44.906562805200004,-93.2874984741,Tangletown,Southwest,11,Yardville,2,5,02/26/2018,00:00
616 SHERIDAN AVE N,44.985168457,-93.31237792969999,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
617 19TH ST E,44.963947,-93.26673000000001,Ventura Village,Phillips,6,Yardville,3,3,02/27/2018,00:00
617 ERIE ST SE,44.969426,-93.224305,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
617 OAK ST SE,44.969455718999995,-93.2266921997,Prospect Park - East River Road,University,2,Yardville,1,4,02/25/2018,00:00
617 UNIVERSITY AVE SE,44.9836235046,-93.2468032837,Marcy Holmes,University,3,Yardville,1,4,02/25/2018,00:00
618 18TH ST E,44.965221405,-93.2663192749,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
618 27TH ST E,44.953739166300004,-93.2667694092,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
618 32ND ST E,44.945022583000004,-93.2666473389,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
618 37TH ST E,44.93594360350001,-93.2665100098,Central,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
618 7TH AVE SE,44.986797332799995,-93.2434387207,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
618 BUCHANAN ST NE,44.9956016541,-93.2397003174,Beltrami,Northeast,3,Yardville,2,2,02/26/2018,00:00
618 RUSSELL AVE N,44.985118866,-93.3111114502,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
620 15TH ST W,44.9680938721,-93.2665481567,Elliot Park,Central,7,Yardville,1,3,02/25/2018,00:00
620 18TH ST E,44.9652252197,-93.26612854,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
620 25TH AVE N,45.0047836304,-93.28746032709999,Hawthorne,Near North,5,Yardville,2,1,02/26/2018,00:00
620 31ST AVE N,45.0119132996,-93.2872467041,Hawthorne,Near North,5,Yardville,2,1,02/26/2018,00:00
620 32ND ST W,44.9446868896,-93.2877197266,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
620 33RD ST W,44.9430656433,-93.28834533690001,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
620 5TH ST SE,44.9853,-93.245632,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
620 6TH ST NE,44.995555877700006,-93.2595672607,St. Anthony West,Northeast,3,Yardville,2,2,02/26/2018,00:00
621 24TH AVE N,45.003467559799994,-93.28672790530001,Hawthorne,Near North,5,Yardville,3,1,02/27/2018,00:00
621 37TH AVE N,45.0219268799,-93.2875823975,McKinley,Camden,4,Yardville,3,1,02/27/2018,00:00
621 5TH ST N,44.984951019300006,-93.28015136719999,North Loop,Central,5,Yardville,1,1,02/25/2018,00:00
621 ERIE ST SE,44.969467,-93.224255,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
622 THOMAS AVE N,44.9850311279,-93.3134002686,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
623 ONTARIO ST SE,44.969316,-93.225669,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
624 33RD ST E,44.9432220459,-93.26605987549999,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
624 34TH ST E,44.941349029499996,-93.266242981,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
624 5TH AVE SE,44.987501,-93.24608,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
624 5TH ST SE,44.985461,-93.244991,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
624 ERIE ST SE,44.9693145752,-93.22436523440001,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
624 ONTARIO ST SE,44.9692840576,-93.2257156372,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
625 ERIE ST SE,44.969351,-93.224273,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
625 ERIE ST SE,44.969245,-93.224296,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
625 ONTARIO ST SE,44.969252000000004,-93.225659,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
626 12TH AVE SE,44.984196999999995,-93.236468,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
626 16TH ST E,44.9671897888,-93.2664489746,Elliot Park,Central,6,Yardville,2,3,02/26/2018,00:00
626 18TH ST E,44.9652175903,-93.26586914059999,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
626 5TH AVE SE,44.98752,-93.246064,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
626 ERIE ST SE,44.9692344666,-93.22437286379999,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
627 19TH ST E,44.96393,-93.265603,Ventura Village,Phillips,6,Yardville,3,3,02/27/2018,00:00
628 7TH AVE SE,44.987045288100006,-93.24374389649999,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
628 8TH AVE SE,44.986579,-93.241916,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
628 ONTARIO ST SE,44.9690055847,-93.22570800780001,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
629 15TH ST W,44.9680786133,-93.2661209106,Elliot Park,Central,6,Yardville,1,3,02/25/2018,00:00
629 OAK ST SE,44.969127655,-93.2267913818,Prospect Park - East River Road,University,2,Yardville,1,4,02/25/2018,00:00
629 ONTARIO ST SE,44.969032,-93.225674,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
631 ERIE ST SE,44.969035999999996,-93.224239,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
632 ONTARIO ST SE,44.968914032,-93.2257232666,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
633 ONTARIO ST SE,44.968941,-93.225662,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
634 18TH AVE NE,45.006130218500005,-93.2572784424,Logan Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
634 ADAMS ST NE,44.9960823059,-93.25626373290001,St. Anthony East,Northeast,3,Yardville,2,2,02/26/2018,00:00
635 37TH ST E,44.9360694885,-93.2654724121,Central,Powderhorn,8,Yardville,3,5,02/27/2018,00:00
635 ONTARIO ST SE,44.968843,-93.225679,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
637 ERIE ST SE,44.968958,-93.224252,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
637 ONTARIO ST SE,44.96875,-93.225675,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
638 ADAMS ST NE,44.996154785200005,-93.2562713623,St. Anthony East,Northeast,3,Yardville,2,2,02/26/2018,00:00
639 ONTARIO ST SE,44.96866,-93.225655,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
641 5TH ST N,44.985160827600005,-93.28043365479999,North Loop,Central,5,Yardville,1,1,02/25/2018,00:00
641 ERIE ST SE,44.968784,-93.22427900000001,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
641 ONTARIO ST SE,44.968586,-93.225674,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
642 17TH AVE NE,45.0052070618,-93.25637817379999,Logan Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
645 ONTARIO ST SE,44.968459,-93.22565300000001,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
647 ONTARIO ST SE,44.968394,-93.225664,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
648 17TH AVE NE,45.0053024292,-93.25559997559999,Logan Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
650 5TH ST N,44.9856948853,-93.2809677124,North Loop,Central,5,Yardville,1,1,02/25/2018,00:00
651 ERIE ST SE,44.96842,-93.22430899999999,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
651 ONTARIO ST SE,44.968325,-93.225674,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
651 ONTARIO ST SE,44.968265,-93.225612,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
652 ONTARIO ST SE,44.968405,-93.226007,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
653 ONTARIO ST SE,44.968222999999995,-93.22564799999999,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
655 ONTARIO ST SE,44.968184,-93.225664,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
3506 EMERSON AVE S,44.9393157959,-93.2945632935,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3506 QUEEN AVE N,45.0188980103,-93.3093566895,Cleveland,Camden,4,Yardville,2,1,02/26/2018,00:00
3507 MADISON PL NE,45.0317077637,-93.25576019290001,Columbia Park,Northeast,1,Yardville,3,2,02/27/2018,00:00
3508 14TH AVE S,44.9391593933,-93.2549972534,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3508 34TH AVE S,44.9393844604,-93.22305297850001,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3508 47TH AVE S,44.9394187927,-93.2063980103,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3508 ALDRICH AVE S,44.939163208000004,-93.28968811040001,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3508 HOLMES AVE,44.9392127991,-93.29964447020001,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3508 PILLSBURY AVE,44.9391975403,-93.28143310549999,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3509 IRVING AVE N,45.0189437866,-93.29940032959999,Folwell,Camden,4,Yardville,3,1,02/27/2018,00:00
3510 12TH AVE S,44.9391288757,-93.2575454712,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3510 47TH AVE S,44.9392433167,-93.2063980103,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3510 DUPONT AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3512 11TH AVE S,44.9389953613,-93.2587585449,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3512 15TH AVE S,44.938976287799996,-93.25373077389999,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3512 16TH AVE S,44.939193725600006,-93.2512054443,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3512 CLINTON AVE S,44.938945770299995,-93.2714538574,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3512 HOLMES AVE,44.939239502,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3512 MORGAN AVE N,45.018917083699996,-93.3048934937,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3514 47TH AVE S,44.9392738342,-93.2063980103,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3514 6TH ST N,45.0189323425,-93.2864761353,McKinley,Camden,4,Yardville,2,1,02/26/2018,00:00
3514 DUPONT AVE N,45.019031524700004,-93.2930221558,McKinley,Camden,4,Yardville,2,1,02/26/2018,00:00
3514 HOLMES AVE,44.939014434799994,-93.2996673584,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3514 KNOX AVE N,45.0190734863,-93.3018951416,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3514 OAKLAND AVE S,44.9389724731,-93.2663192749,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3514 PIERCE ST NE,45.0318031311,-93.2407989502,Waite Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
3516 33RD AVE S,44.939052581800006,-93.2244644165,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3516 33RD AVE S,44.939052581800006,-93.2244644165,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3516 41ST ST E,44.928833007799994,-93.21983337399999,Hiawatha,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3516 5TH AVE S,44.9388885498,-93.2688598633,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3516 COLFAX AVE S,44.9387321472,-93.2920455933,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3516 COLUMBUS AVE S,44.9389190674,-93.2638626099,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3516 PILLSBURY AVE,44.9390106201,-93.2814407349,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3518 HOLMES AVE,44.9388618469,-93.29968261719999,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3518 MORGAN AVE N,45.0191383362,-93.3047561646,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3518 OAKLAND AVE S,44.938903808599996,-93.2663269043,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3520 ALDRICH AVE S,44.93866348270001,-93.2893676758,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3524 5TH AVE S,44.9386940002,-93.268913269,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3524 COLUMBUS AVE S,44.938495636000006,-93.2637634277,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3524 ELLIOT AVE,44.9386444092,-93.2613067627,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3526 BRYANT AVE N,45.0194244385,-93.2905349731,McKinley,Camden,4,Yardville,2,1,02/26/2018,00:00
3526 ELLIOT AVE,44.938632965100005,-93.2613067627,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3526 EMERSON AVE N,45.0193595886,-93.29439544680001,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3526 MORGAN AVE N,45.019439697299994,-93.3044815063,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3526 UPTON AVE N,45.0192642212,-93.3143844604,Cleveland,Camden,4,Yardville,2,1,02/26/2018,00:00
3528 5TH AVE S,44.9386138916,-93.26890563959999,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3528 COLFAX AVE S,44.9385185242,-93.29188537600001,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3528 COLUMBUS AVE S,44.938468933100005,-93.26377105709999,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3528 UPTON AVE N,45.0194358826,-93.3146820068,Cleveland,Camden,4,Yardville,2,1,02/26/2018,00:00
3530 41ST ST E,44.929023742700004,-93.2207794189,Hiawatha,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3530 ELLIOT AVE,44.9384727478,-93.2612991333,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3532 14TH AVE S,44.9385185242,-93.2550201416,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3532 COLUMBUS AVE S,44.938293457,-93.26377868649999,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3532 HUMBOLDT AVE S,44.93835830689999,-93.3012084961,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3532 MORGAN AVE N,45.019477844200004,-93.3045196533,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3534 KNOX AVE N,45.019512176499994,-93.3019561768,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3536 10TH AVE S,44.938388824499995,-93.26006317139999,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3536 11TH AVE S,44.9383049011,-93.2587661743,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3536 39TH AVE S,44.9384498596,-93.2162094116,Howe,Longfellow,12,Yardville,2,6,02/26/2018,00:00
3536 5TH AVE S,44.9383773804,-93.2688903809,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3536 CLINTON AVE S,44.93828964229999,-93.27146911620001,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3536 COLUMBUS AVE S,44.9382019043,-93.2638015747,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3536 HARRIET AVE S,44.9384040833,-93.28567504879999,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3536 HUMBOLDT AVE S,44.938396453900005,-93.30116271969999,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3536 KNOX AVE N,45.019657135,-93.3019714355,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3537 DUPONT AVE N,45.0195426941,-93.2930374146,McKinley,Camden,4,Yardville,3,1,02/27/2018,00:00
3538 14TH AVE S,44.9381980896,-93.255027771,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3538 ELLIOT AVE,44.9381980896,-93.2612762451,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3538 KNOX AVE N,45.0195159912,-93.30187988280001,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
3540 11TH AVE S,44.938293457,-93.2587585449,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3540 15TH AVE S,44.9380722046,-93.25372314450001,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3540 5TH AVE S,44.9382286072,-93.2688903809,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3540 COLFAX AVE S,44.9381523132,-93.2919692993,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3540 DUPONT AVE N,45.0198554993,-93.2930603027,McKinley,Camden,4,Yardville,2,1,02/26/2018,00:00
3540 DUPONT AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
