Location,Latitude,Longitude,Neighborhood,Community,Ward,Emergency,Day,Tow_Zone,Date,Time
2925 11TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2925 13TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2925 30TH AVE S,44.949069976800004,-93.2284698486,Longfellow,Longfellow,2,Xerxes,3,4,02/25/2018,00:00
2925 3RD AVE S,44.94933700560001,-93.27286529540001,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2925 5TH AVE S,44.949298858599995,-93.2690887451,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2925 GRAND AVE S,44.9490852356,-93.2841339111,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2925 HARRIET AVE S,44.949634552,-93.2854385376,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2926 RUSSELL AVE N,45.010723113999994,-93.3107452393,Jordan,Near North,4,Xerxes,2,1,02/24/2018,00:00
2927 11TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2927 13TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2927 3RD AVE S,44.948818206800006,-93.27325439450001,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2927 3RD AVE S,44.949340820299994,-93.27278137209998,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2927 DUPONT AVE N,45.010406494099996,-93.2930526733,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2927 GRAND AVE S,44.9487876892,-93.2842407227,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2927 KNOX AVE N,45.010375976599995,-93.3019866943,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2928 11TH AVE S,44.949226379399995,-93.2588729858,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2928 12TH AVE S,44.9491539001,-93.25757598879999,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2928 14TH AVE S,44.9487457275,-93.2552566528,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2928 29TH AVE S,44.949180603,-93.2300491333,Longfellow,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
2928 30TH AVE S,44.9490089417,-93.2283859253,Longfellow,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
2928 33RD AVE S,44.948997497600004,-93.2243270874,Longfellow,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
2928 COLUMBUS AVE S,44.949157714799995,-93.2639007568,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2928 HARRIET AVE S,44.9496994019,-93.28567504879999,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2928 HARRIET AVE S,44.9494857788,-93.2855987549,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2928 LINCOLN ST NE,45.02129745479999,-93.2384185791,Audubon Park,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2929 3RD AVE S,44.949256897,-93.27317810059999,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2929 3RD AVE S,44.9492645264,-93.27286529540001,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2929 6TH ST N,45.010444641099994,-93.2864685059,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2929 BRYANT AVE N,45.0103187561,-93.29056549069999,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2929 COLUMBUS AVE S,44.949268341099994,-93.2638626099,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2929 DREW AVE S,44.948783874499995,-93.3262023926,Cedar - Isles - Dean,Calhoun Isle,7,Xerxes,3,3,02/25/2018,00:00
2929 GRAND AVE S,44.9486999512,-93.2843093872,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2929 KNOX AVE N,45.0103874207,-93.3019638062,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2930 33RD AVE S,44.9489135742,-93.224357605,Longfellow,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
2930 3RD AVE S,44.94921875,-93.2732162476,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2930 ALDRICH AVE N,45.010456085200005,-93.2892684937,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2930 COLUMBUS AVE S,44.9491539001,-93.26398468020001,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2930 EWING AVE S,44.9492492676,-93.3272857666,Cedar - Isles - Dean,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
2930 HARRIET AVE S,44.949447631800005,-93.2856369019,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2930 PILLSBURY AVE,44.9493637085,-93.2813034058,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2931 3RD AVE S,44.949069976800004,-93.2733764648,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2931 6TH ST N,45.0104904175,-93.2864761353,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2931 ALDRICH AVE S,44.949481964099995,-93.28941345209999,Lowry Hill East,Calhoun Isle,10,Xerxes,3,3,02/25/2018,00:00
2931 ALDRICH AVE S,44.949478149399994,-93.28956604,Lowry Hill East,Calhoun Isle,10,Xerxes,3,3,02/25/2018,00:00
2931 ALDRICH AVE S,44.9544792175,-93.2892532349,Lowry Hill East,Calhoun Isle,10,Xerxes,3,3,02/25/2018,00:00
2931 KNOX AVE N,45.0105361938,-93.3019790649,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2932 11TH AVE S,44.9493255615,-93.25922393799999,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2932 3RD AVE S,44.9494018555,-93.27325439450001,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2932 ALDRICH AVE N,45.010444641099994,-93.28924560549999,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2932 EWING AVE S,44.949180603,-93.32733154299999,Cedar - Isles - Dean,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
2932 OAKLAND AVE S,44.9488296509,-93.266456604,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2932 PILLSBURY AVE,44.9493331909,-93.2813186646,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2933 11TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2933 3RD AVE S,44.94921875,-93.2732162476,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2933 CLINTON AVE S,44.9495429993,-93.2721176147,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2933 COLFAX AVE N,45.0105323792,-93.2918395996,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2933 HARRIET AVE S,44.94933700560001,-93.28567504879999,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2933 ULYSSES ST NE,45.021404266400005,-93.23580932620001,Audubon Park,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2934 11TH AVE S,44.949157714799995,-93.2587966919,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2934 EWING AVE S,44.9491119385,-93.3273468018,Cedar - Isles - Dean,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
2934 GIRARD AVE N,45.010662078900005,-93.2968292236,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
2934 PILLSBURY AVE,44.949272155799996,-93.2815170288,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2934 RUSSELL AVE N,45.010799408000004,-93.3105926514,Jordan,Near North,4,Xerxes,2,1,02/24/2018,00:00
2935 ALDRICH AVE S,44.9544830322,-93.2890930176,Lowry Hill East,Calhoun Isle,10,Xerxes,3,3,02/25/2018,00:00
2935 DREW AVE S,44.948719024700004,-93.3262329102,Cedar - Isles - Dean,Calhoun Isle,7,Xerxes,3,3,02/25/2018,00:00
2935 DUPONT AVE N,45.0106086731,-93.2930526733,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2936 12TH AVE S,44.9491157532,-93.2576980591,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2936 33RD AVE S,44.9486885071,-93.224357605,Longfellow,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
2936 OAKLAND AVE S,44.949020385699995,-93.2661819458,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2936 PILLSBURY AVE,44.9492301941,-93.2815170288,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2937 ALDRICH AVE S,44.949157714799995,-93.2893676758,Lowry Hill East,Calhoun Isle,10,Xerxes,3,3,02/25/2018,00:00
2937 ALDRICH AVE S,44.94933700560001,-93.28941345209999,Lowry Hill East,Calhoun Isle,10,Xerxes,3,3,02/25/2018,00:00
2937 ALDRICH AVE S,44.9544067383,-93.28916931149999,Lowry Hill East,Calhoun Isle,10,Xerxes,3,3,02/25/2018,00:00
2937 DREW AVE S,44.9485969543,-93.3262329102,Cedar - Isles - Dean,Calhoun Isle,7,Xerxes,3,3,02/25/2018,00:00
2938 11TH AVE S,44.9490394592,-93.2586212158,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2938 34TH AVE S,44.948719024700004,-93.2229614258,Longfellow,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
2938 EWING AVE S,44.9489822388,-93.32740783690001,Cedar - Isles - Dean,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
2938 PILLSBURY AVE,44.9492149353,-93.281463623,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2939 11TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2939 5TH AVE S,44.94933700560001,-93.26912689209999,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2939 ALDRICH AVE N,45.0107192993,-93.2893295288,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2939 BRYANT AVE N,45.010650634799994,-93.2905883789,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2939 CLEVELAND ST NE,45.021465301499994,-93.23071289059999,Waite Park,Northeast,1,Xerxes,3,2,02/25/2018,00:00
2939 OAKLAND AVE S,44.948642730699994,-93.2665786743,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2939 RUSSELL AVE N,45.0107879639,-93.3109893799,Jordan,Near North,4,Xerxes,3,1,02/25/2018,00:00
2940 12TH AVE S,44.948890686000006,-93.2566375732,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
2940 3RD AVE S,44.949268341099994,-93.27278137209998,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2940 HARRIET AVE S,44.949409484899995,-93.2855987549,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2940 HARRIET AVE S,44.949256897,-93.28583526610001,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2940 OAKLAND AVE S,44.94871521,-93.2665786743,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2940 PILLSBURY AVE,44.9491882324,-93.2815551758,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2941 11TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2941 39TH AVE S,44.948890686000006,-93.21661376950001,Cooper,Longfellow,2,Xerxes,3,4,02/25/2018,00:00
2941 39TH AVE S,44.94896698,-93.21653747559999,Cooper,Longfellow,2,Xerxes,3,4,02/25/2018,00:00
2941 ALDRICH AVE S,44.9489364624,-93.2893676758,Lowry Hill East,Calhoun Isle,10,Xerxes,3,3,02/25/2018,00:00
2941 ALDRICH AVE S,44.9489364624,-93.2893676758,Lowry Hill East,Calhoun Isle,10,Xerxes,3,3,02/25/2018,00:00
2941 ALDRICH AVE S,44.949089050299996,-93.2891387939,Lowry Hill East,Calhoun Isle,10,Xerxes,3,3,02/25/2018,00:00
2941 BRYANT AVE N,45.0107040405,-93.2905731201,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2941 CLINTON AVE S,44.953804016099994,-93.2729492188,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2941 HARRIET AVE S,44.949054718,-93.2853622437,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2942 3RD AVE S,44.9493942261,-93.2734146118,Phillips West,Phillips,6,Xerxes,2,3,02/24/2018,00:00
2942 COLFAX AVE N,45.0107841492,-93.2917861938,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2942 DUPONT AVE N,45.010890960699996,-93.2930603027,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
2942 EWING AVE S,44.948890686000006,-93.3274383545,Cedar - Isles - Dean,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
2943 11TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2943 37TH ST E,44.948719024700004,-93.21885681149999,Longfellow,Longfellow,2,Xerxes,3,4,02/25/2018,00:00
2943 39TH AVE S,44.9489631653,-93.21661376950001,Cooper,Longfellow,2,Xerxes,3,4,02/25/2018,00:00
2943 5TH AVE S,44.948440551800005,-93.2686843872,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
2943 BRYANT AVE N,45.01086044310001,-93.2905883789,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2943 COLFAX AVE N,45.010791778599994,-93.2918014526,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2944 38TH AVE S,44.9488449097,-93.2178878784,Longfellow,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
2944 EWING AVE S,44.94882202149999,-93.3274307251,Cedar - Isles - Dean,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
2944 GRAND AVE S,44.949211120600005,-93.284324646,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2944 HARRIET AVE S,44.947929382299996,-93.2864608765,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
2944 HARRIET AVE S,44.9491233826,-93.2854385376,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2944 PILLSBURY AVE,44.949199676499994,-93.28137207030001,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2945 5TH AVE S,44.9482154846,-93.2687759399,Central,Powderhorn,9,Xerxes,3,5,02/25/2018,00:00
2945 ALDRICH AVE S,44.948791503900004,-93.2894515991,Lowry Hill East,Calhoun Isle,10,Xerxes,3,3,02/25/2018,00:00
2945 RUSSELL AVE N,45.0108680725,-93.310760498,Jordan,Near North,4,Xerxes,3,1,02/25/2018,00:00
2946 38TH AVE S,44.9487533569,-93.2178573608,Longfellow,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
2946 41ST AVE S,44.948669433599996,-93.21405029299999,Cooper,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
2946 PILLSBURY AVE,44.9489631653,-93.2812271118,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2946 THOMAS AVE N,45.011004,-93.313012,Jordan,Near North,4,Xerxes,2,1,02/24/2018,00:00
2947 ALDRICH AVE S,44.948574066199996,-93.2893676758,Lowry Hill East,Calhoun Isle,10,Xerxes,3,3,02/25/2018,00:00
2947 ALDRICH AVE S,44.948719024700004,-93.2893676758,Lowry Hill East,Calhoun Isle,10,Xerxes,3,3,02/25/2018,00:00
2947 GIRARD AVE N,45.0110931396,-93.2968978882,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2947 RUSSELL AVE N,45.0108795166,-93.31044769290001,Jordan,Near North,4,Xerxes,3,1,02/25/2018,00:00
2948 41ST AVE S,44.948612213100006,-93.2140579224,Cooper,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
2948 EWING AVE S,44.9487571716,-93.3274536133,Cedar - Isles - Dean,Calhoun Isle,7,Xerxes,2,3,02/24/2018,00:00
2948 GIRARD AVE N,45.0110664368,-93.2968444824,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
2948 PILLSBURY AVE,44.9488983154,-93.2812576294,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2949 11TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2949 39TH AVE S,44.94882202149999,-93.21653747559999,Cooper,Longfellow,2,Xerxes,3,4,02/25/2018,00:00
2949 40TH AVE S,44.9482383728,-93.21524047850001,Cooper,Longfellow,2,Xerxes,3,6,02/25/2018,00:00
2949 RUSSELL AVE N,45.0107269287,-93.31066894530001,Jordan,Near North,4,Xerxes,3,1,02/25/2018,00:00
295 ULYSSES ST NE,45.0220375061,-93.2358551025,Audubon Park,Northeast,1,Xerxes,2,2,02/24/2018,00:00
2950 PILLSBURY AVE,44.949062347399995,-93.2814178467,Whittier,Powderhorn,10,Xerxes,2,3,02/24/2018,00:00
2951 11TH AVE S,44.975395202600005,-93.2790298462,Downtown West,Central,7,Xerxes,3,3,02/25/2018,00:00
2951 ALDRICH AVE S,44.94842910770001,-93.2893676758,Lowry Hill East,Calhoun Isle,10,Xerxes,3,3,02/25/2018,00:00
2951 COLFAX AVE N,45.0110588074,-93.2918243408,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2951 GIRARD AVE N,45.0111618042,-93.29685974120001,Jordan,Near North,5,Xerxes,3,1,02/25/2018,00:00
2951 HARRIET AVE S,44.9484100342,-93.2849655151,Whittier,Powderhorn,10,Xerxes,3,3,02/25/2018,00:00
2951 RUSSELL AVE N,45.0107154846,-93.31098175049999,Jordan,Near North,4,Xerxes,3,1,02/25/2018,00:00
2953 RUSSELL AVE N,45.0116462708,-93.31156158450001,Jordan,Near North,4,Xerxes,3,1,02/25/2018,00:00
2955 COLFAX AVE N,45.011219024700004,-93.2917938232,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
2958 QUEEN AVE N,45.011405944799996,-93.3098754883,Jordan,Near North,4,Xerxes,2,1,02/24/2018,00:00
3 UNIVERSITY AVE NE,44.988124847399995,-93.25643920899999,Nicollet Island - East Bank,University,3,Xerxes,1,2,02/23/2018,00:00
3 UNIVERSITY AVE NE,44.98816299439999,-93.25645446780001,Nicollet Island - East Bank,University,3,Xerxes,1,2,02/23/2018,00:00
30 27TH AVE SE,44.9657783508,-93.2198181152,Prospect Park - East River Road,University,2,Xerxes,1,4,02/23/2018,00:00
30 32ND ST E,44.944980621300004,-93.2772750854,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
30 32ND ST W,44.944770813000005,-93.279800415,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
30 62ND ST W,44.890674591099994,-93.27925872799999,Windom,Southwest,11,Xerxes,2,5,02/24/2018,00:00
300 19TH ST E,44.9639816284,-93.27249908450001,Steven's Square - Loring Heights,Central,6,Xerxes,2,3,02/24/2018,00:00
300 3RD AVE SE,44.985786438000005,-93.2520446777,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
300 CLIFTON AVE,44.965900421099995,-93.28358459469999,Loring Park,Central,7,Xerxes,2,3,02/24/2018,00:00
300 KNOX AVE N,44.9809646606,-93.3019638062,Harrison,Near North,5,Xerxes,2,3,02/24/2018,00:00
3000 17TH AVE S,44.9481964111,-93.2500305176,Powderhorn Park,Powderhorn,9,Xerxes,2,6,02/24/2018,00:00
3000 PLEASANT AVE,44.9481010437,-93.28302764889999,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
3001 6TH ST N,45.010898590100005,-93.2864761353,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
3001 PILLSBURY AVE,44.948261261000006,-93.2814407349,Lyndale,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
3002 58TH ST W,44.8980140686,-93.3178634644,Armatage,Southwest,13,Xerxes,2,5,02/24/2018,00:00
3002 COLFAX AVE S,44.9482040405,-93.2920455933,South Uptown,Calhoun Isle,10,Xerxes,2,5,02/24/2018,00:00
3002 PLEASANT AVE,44.9481315613,-93.2830657959,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
3002 QUEEN AVE N,45.0120010376,-93.30947113040001,Jordan,Near North,5,Xerxes,2,1,02/24/2018,00:00
3003 OAKLAND AVE S,44.9481430054,-93.2664642334,Central,Powderhorn,9,Xerxes,3,5,02/25/2018,00:00
3004 17TH AVE S,44.9481315613,-93.25003814700001,Powderhorn Park,Powderhorn,9,Xerxes,2,6,02/24/2018,00:00
3004 30TH AVE S,44.948112487799996,-93.2284622192,Longfellow,Longfellow,2,Xerxes,2,6,02/24/2018,00:00
3004 COLFAX AVE S,44.9482040405,-93.2920455933,South Uptown,Calhoun Isle,10,Xerxes,2,5,02/24/2018,00:00
3004 GARFIELD ST NE,45.0231933594,-93.2333145142,Waite Park,Northeast,1,Xerxes,2,2,02/24/2018,00:00
3004 PLEASANT AVE,44.9480247498,-93.28302764889999,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
3005 20TH AVE S,44.948051452600005,-93.24378967290001,Corcoran,Powderhorn,9,Xerxes,3,6,02/25/2018,00:00
3005 ALDRICH AVE S,44.948009491,-93.2893981934,South Uptown,Calhoun Isle,10,Xerxes,3,5,02/25/2018,00:00
3005 DUPONT AVE N,45.011516571,-93.2930984497,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
3005 HARRIET AVE S,44.9480705261,-93.2855987549,Lyndale,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
3005 PILLSBURY AVE,44.9481582642,-93.2813034058,Lyndale,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
3006 18TH AVE S,44.9481430054,-93.24872589110001,Powderhorn Park,Powderhorn,9,Xerxes,2,6,02/24/2018,00:00
3006 37TH AVE S,44.9482803345,-93.21900939940001,Longfellow,Longfellow,2,Xerxes,2,6,02/24/2018,00:00
3006 4TH ST N,45.011039733900006,-93.284942627,Hawthorne,Near North,5,Xerxes,2,1,02/24/2018,00:00
3006 52ND AVE N,45.0494880676,-93.31867980959998,Shingle Creek,Camden,4,Xerxes,2,1,02/24/2018,00:00
3006 57TH ST W,44.8998069763,-93.31796264649999,Armatage,Southwest,13,Xerxes,2,5,02/24/2018,00:00
3006 ALDRICH AVE S,44.9484672546,-93.29047393799999,Lowry Hill East,Calhoun Isle,10,Xerxes,2,3,02/24/2018,00:00
3006 COLFAX AVE S,44.9484176636,-93.2922821045,Lowry Hill East,Calhoun Isle,10,Xerxes,2,3,02/24/2018,00:00
3006 JAMES AVE S,44.948020935100004,-93.30352783200001,ECCO,Calhoun Isle,10,Xerxes,2,5,02/24/2018,00:00
3006 KNOX AVE S,44.9482574463,-93.3047714233,ECCO,Calhoun Isle,10,Xerxes,2,5,02/24/2018,00:00
3006 THOMAS AVE N,45.011732,-93.313096,Jordan,Near North,4,Xerxes,2,1,02/24/2018,00:00
3007 18TH AVE S,44.948097229,-93.2486877441,Powderhorn Park,Powderhorn,9,Xerxes,3,6,02/25/2018,00:00
3007 19TH AVE S,44.947933197,-93.24543762209998,Corcoran,Powderhorn,9,Xerxes,3,6,02/25/2018,00:00
3007 20TH AVE S,44.9479675293,-93.24417877200001,Corcoran,Powderhorn,9,Xerxes,3,6,02/25/2018,00:00
3007 DUPONT AVE N,45.0115814209,-93.2931060791,Hawthorne,Near North,5,Xerxes,3,1,02/25/2018,00:00
3007 OAKLAND AVE S,44.948120117200006,-93.2664642334,Central,Powderhorn,9,Xerxes,3,5,02/25/2018,00:00
3007 PLEASANT AVE,44.947944641099994,-93.2833938599,Lyndale,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
3007 THOMAS AVE N,45.0116729736,-93.3132247925,Jordan,Near North,4,Xerxes,3,1,02/25/2018,00:00
3008 12TH AVE S,44.9478607178,-93.257598877,Powderhorn Park,Powderhorn,9,Xerxes,2,6,02/24/2018,00:00
3008 13TH AVE S,44.9480705261,-93.25637817379999,Powderhorn Park,Powderhorn,9,Xerxes,2,6,02/24/2018,00:00
3008 18TH AVE S,44.9480667114,-93.24871063229999,Powderhorn Park,Powderhorn,9,Xerxes,2,6,02/24/2018,00:00
3008 37TH AVE S,44.947944641099994,-93.21920776370001,Longfellow,Longfellow,2,Xerxes,2,6,02/24/2018,00:00
3008 58TH ST W,44.898002624499995,-93.3178863525,Armatage,Southwest,13,Xerxes,2,5,02/24/2018,00:00
3008 ALDRICH AVE S,44.9479179382,-93.2893676758,South Uptown,Calhoun Isle,10,Xerxes,2,5,02/24/2018,00:00
3008 COLFAX AVE S,44.947841644300006,-93.2920455933,South Uptown,Calhoun Isle,10,Xerxes,2,5,02/24/2018,00:00
3008 GARFIELD AVE S,44.9479484558,-93.2868423462,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
3008 JAMES AVE S,44.948097229,-93.3033676147,ECCO,Calhoun Isle,10,Xerxes,2,5,02/24/2018,00:00
3009 19TH AVE S,44.9477310181,-93.2448120117,Corcoran,Powderhorn,9,Xerxes,3,6,02/25/2018,00:00
3009 20TH AVE S,44.9478988647,-93.24410247799999,Corcoran,Powderhorn,9,Xerxes,3,6,02/25/2018,00:00
3009 30TH AVE N,45.011388000000004,-93.318375,Willard - Hay,Near North,4,Xerxes,3,1,02/25/2018,00:00
3009 5TH AVE S,44.9478492737,-93.2690582275,Central,Powderhorn,9,Xerxes,3,5,02/25/2018,00:00
3009 ALDRICH AVE S,44.94805526729999,-93.2894058228,South Uptown,Calhoun Isle,10,Xerxes,3,5,02/25/2018,00:00
3009 JAMES AVE S,44.948043823199995,-93.30339050290002,ECCO,Calhoun Isle,10,Xerxes,3,5,02/25/2018,00:00
3009 LONGFELLOW AVE S,44.947906494099996,-93.246383667,Corcoran,Powderhorn,9,Xerxes,3,6,02/25/2018,00:00
3009 OAKLAND AVE S,44.9481163025,-93.26647949219999,Central,Powderhorn,9,Xerxes,3,5,02/25/2018,00:00
3009 PILLSBURY AVE,44.9480895996,-93.2813949585,Lyndale,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
3009 PLEASANT AVE,44.9482002258,-93.2832794189,Lyndale,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
301 18TH ST E,44.965179443400004,-93.2726593018,Steven's Square - Loring Heights,Central,6,Xerxes,3,3,02/25/2018,00:00
301 29TH ST E,44.9500846863,-93.27270507809999,Phillips West,Phillips,6,Xerxes,3,3,02/25/2018,00:00
301 34TH ST E,44.941192,-93.27271800000001,Central,Powderhorn,9,Xerxes,3,5,02/25/2018,00:00
3010 17TH AVE S,44.9479980469,-93.2500762939,Powderhorn Park,Powderhorn,9,Xerxes,2,6,02/24/2018,00:00
3010 20TH AVE S,44.9481277466,-93.24378967290001,Corcoran,Powderhorn,9,Xerxes,2,6,02/24/2018,00:00
3010 58TH ST W,44.8980331421,-93.3179855347,Armatage,Southwest,13,Xerxes,2,5,02/24/2018,00:00
3010 ALDRICH AVE S,44.9480667114,-93.2892150879,South Uptown,Calhoun Isle,10,Xerxes,2,5,02/24/2018,00:00
3010 JAMES AVE S,44.947734832799995,-93.3033676147,ECCO,Calhoun Isle,10,Xerxes,2,5,02/24/2018,00:00
