Location,Latitude,Longitude,Emergency,Day,Ward,Neighborhood,Community,Tow_Zone,Date,Time
"1300 LASALLE AVE ,Minneapolis,MN",44.970601,-93.279336,Xerxes,1,7,Loring Park,Central,3,02/24/2018,00:55
"728 15TH ST E,Minneapolis,MN",44.968344,-93.263456,Xerxes,1,7,Elliot Park,Central,3,02/24/2018,00:56
"1300 LASALLE AVE ,Minneapolis,MN",44.970601,-93.279336,Xerxes,1,7,Loring Park,Central,3,02/24/2018,00:56
"1300 LASALLE AVE,Minneapolis,MN",44.970601,-93.279336,Xerxes,1,7,Loring Park,Central,3,02/24/2018,00:59
"2205 pleasant ave ,Minneapolis,MN",44.9607,-93.28248599999999,Xerxes,3,10,Whittier,Powderhorn,3,02/25/2018,13:15
"1313 25th st e,Minneapolis,MN",44.957347,-93.256073,Xerxes,3,9,Midtown Phillips,Phillips,3,02/25/2018,13:49
"2125 13th ave s,Minneapolis,MN",44.961090999999996,-93.25587,Xerxes,3,6,Ventura Village,Phillips,3,02/25/2018,13:51
"2811 11TH AVE S,Minneapolis,MN",44.951495,-93.25855899999999,Xerxes,3,9,Midtown Phillips,Phillips,3,02/25/2018,14:05
"2819 11TH AVE S,Minneapolis,MN",44.951259,-93.258539,Xerxes,3,9,Midtown Phillips,Phillips,3,02/25/2018,14:07
"2441 13th ave s,Minneapolis,MN",44.957709,-93.25589000000001,Xerxes,3,9,Midtown Phillips,Phillips,3,02/25/2018,14:15
"617 14th st e,Minneapolis,MN",44.968671,-93.266774,Xerxes,3,7,Elliot Park,Central,3,02/25/2018,14:40
"2609 13th ave s,Minneapolis,MN",44.955119,-93.256027,Xerxes,3,9,Midtown Phillips,Phillips,3,02/25/2018,14:57
"613 14th st e,Minneapolis,MN",44.968671,-93.266853,Xerxes,3,7,Elliot Park,Central,3,02/25/2018,15:02
"1007 17TH ST E,Minneapolis,MN",44.966376000000004,-93.259573,Xerxes,3,6,Elliot Park,Central,3,02/25/2018,15:10
"1015 17TH ST E,Minneapolis,MN",44.966378999999996,-93.259452,Xerxes,3,6,Elliot Park,Central,3,02/25/2018,15:13
"1817 14th ave s,Minneapolis,MN",44.964558000000004,-93.25514,Xerxes,3,6,Ventura Village,Phillips,3,02/25/2018,15:19
"825 Lyndale Pl,Minneapolis,MN",44.983462,-93.288678,Xerxes,3,5,Sumner - Glenwood,Near North,3,02/25/2018,08:55
"205 14th st w,Minneapolis,MN",44.968649,-93.281252,Xerxes,3,7,Loring Park,Central,3,02/25/2018,09:15
"121 14th st w,Minneapolis,MN",44.968790000000006,-93.279441,Xerxes,3,7,Loring Park,Central,3,02/25/2018,09:38
"229 14TH ST W,Minneapolis,MN",44.968647999999995,-93.281402,Xerxes,3,7,Loring Park,Central,3,02/25/2018,09:39
"1421 spruce pl,Minneapolis,MN",44.968247999999996,-93.280458,Xerxes,3,7,Loring Park,Central,3,02/25/2018,10:02
"1403 spruce place ,Minneapolis,MN",44.968733,-93.28055400000001,Xerxes,3,7,Loring Park,Central,3,02/25/2018,10:10
"1413 spruce pl,Minneapolis,MN",44.968464000000004,-93.280558,Xerxes,3,7,Loring Park,Central,3,02/25/2018,10:26
"1409 Spruce place ,Minneapolis,MN",44.968571999999995,-93.280556,Xerxes,3,7,Loring Park,Central,3,02/25/2018,10:27
"1775 colfax s,Minneapolis,MN",44.966072,-93.291533,Xerxes,3,7,Lowry Hill,Calhoun Isle,3,02/25/2018,10:48
"405 oak grove st,Minneapolis,MN",44.967397,-93.284807,Xerxes,3,7,Loring Park,Central,3,02/25/2018,10:50
"1805 Dupont South,Minneapolis,MN",44.965111,-93.293068,Xerxes,3,7,Lowry Hill,Calhoun Isle,3,02/25/2018,11:03
"27 oak grove st ,Minneapolis,MN",44.966374,-93.278834,Xerxes,3,7,Loring Park,Central,3,02/25/2018,11:14
"25 oak Grove St ,Minneapolis,MN",44.966374,-93.27882,Xerxes,3,7,Loring Park,Central,3,02/25/2018,11:16
"13 oak grove st,Minneapolis,MN",44.966374,-93.278738,Xerxes,3,7,Loring Park,Central,3,02/25/2018,11:19
"2001 Emerson s,Minneapolis,MN",44.962485,-93.294024,Xerxes,3,7,Lowry Hill,Calhoun Isle,3,02/25/2018,11:20
"221 Clifton av s,Minneapolis,MN",44.966132,-93.284012,Xerxes,3,7,Loring Park,Central,3,02/25/2018,11:40
"245 Clifton Ave ,Minneapolis,MN",44.965578,-93.283348,Xerxes,3,7,Loring Park,Central,3,02/25/2018,11:45
"2005 emerson s,Minneapolis,MN",44.962477,-93.294186,Xerxes,3,7,Lowry Hill,Calhoun Isle,3,02/25/2018,11:49
"2113 Pillsbury ave ,Minneapolis,MN",44.961451000000004,-93.28126800000001,Xerxes,2,10,Whittier,Powderhorn,3,02/25/2018,12:02
"231 ridgewood av s,Minneapolis,MN",44.963873,-93.281599,Xerxes,2,7,Steven's Square - Loring Heights,Central,3,02/25/2018,12:20
"2019 Pleasant Ave South,Minneapolis,MN",44.961921000000004,-93.282922,Xerxes,2,10,Whittier,Powderhorn,3,02/25/2018,12:25
"219 Clifton Ave ,Minneapolis,MN",44.966132,-93.28401,Xerxes,2,7,Loring Park,Central,3,02/25/2018,12:35
"2115 Pillsbury ave ,Minneapolis,MN",44.961443,-93.28080200000001,Xerxes,2,10,Whittier,Powderhorn,3,02/25/2018,12:45
"2011 pillsbury ave s,Minneapolis,MN",44.962223,-93.280911,Xerxes,2,10,Whittier,Powderhorn,3,02/25/2018,12:57
"3400 Johnson St NE,Minneapolis,MN",45.029602000000004,-93.237431,Xerxes,1,1,Waite Park,Northeast,2,02/23/2018,21:30
"3200 JOHNSON ST NE,Minneapolis,MN",45.02601,-93.23736,Xerxes,1,1,Waite Park,Northeast,2,02/23/2018,21:56
"2200 JOHNSON ST NE,Minneapolis,MN",45.009758000000005,-93.237397,Xerxes,1,1,Windom Park,Northeast,2,02/23/2018,22:21
"20TH & CENTRAL AVE NE,Minneapolis,MN",45.00889,-93.24736800000001,Xerxes,1,1,Holland,Northeast,2,02/23/2018,22:33
"500 13th Ave NE,Minneapolis,MN",45.000913,-93.260258,Xerxes,1,3,Sheridan,Northeast,2,02/23/2018,23:04
"1850 Central,Minneapolis,MN",45.00773,-93.247602,Xerxes,1,1,Logan Park,Northeast,2,02/23/2018,23:07
"500 13th Ave NE,Minneapolis,MN",45.000913,-93.260258,Xerxes,1,3,Sheridan,Northeast,2,02/23/2018,23:09
"500 13TH AVE NE,Minneapolis,MN",45.000913,-93.260258,Xerxes,1,3,Sheridan,Northeast,2,02/23/2018,23:12
"616 13TH AVE NE,Minneapolis,MN",45.000679999999996,-93.257747,Xerxes,1,3,Sheridan,Northeast,2,02/23/2018,23:14
"550 Central Ave NE,Minneapolis,MN",44.99173,-93.250978,Xerxes,1,3,Nicollet Island - East Bank,University,2,02/23/2018,23:38
"27 UNIVERSITYave ne,Minneapolis,MN",44.988852,-93.256361,Xerxes,1,3,Nicollet Island - East Bank,University,2,02/23/2018,23:42
"13th Ave NE & 6th St NE,Minneapolis,MN",45.000907,-93.258899,Xerxes,1,3,Sheridan,Northeast,2,02/23/2018,23:44
"329 13th Ave NE,Minneapolis,MN",45.000904999999996,-93.26314,Xerxes,1,3,Sheridan,Northeast,2,02/23/2018,23:45
"500 13th Ave NE,Minneapolis,MN",45.000913,-93.260258,Xerxes,1,3,Sheridan,Northeast,2,02/23/2018,23:49
"500 13th Ave NE,Minneapolis,MN",45.000913,-93.260258,Xerxes,1,3,Sheridan,Northeast,2,02/23/2018,23:59
"1206 Main st ne,Minneapolis,MN",45.000027,-93.26800899999999,Xerxes,2,3,Sheridan,Northeast,2,02/24/2018,13:03
"17 13th Ave NE,Minneapolis,MN",44.999284,-93.272352,Xerxes,1,3,Sheridan,Northeast,2,02/24/2018,01:05
"1210 Main st ne,Minneapolis,MN",45.000161,-93.26801,Xerxes,2,3,Sheridan,Northeast,2,02/24/2018,13:05
"616 13th Ave NE,Minneapolis,MN",45.000679999999996,-93.257747,Xerxes,1,3,Sheridan,Northeast,2,02/24/2018,01:08
"96 6th st se,Minneapolis,MN",44.989517,-93.251956,Xerxes,2,3,Marcy Holmes,University,2,02/24/2018,13:08
"100 13th Ave NE,Minneapolis,MN",45.000106,-93.269988,Xerxes,1,3,Sheridan,Northeast,2,02/24/2018,01:09
"1134 Jefferson st ne,Minneapolis,MN",44.999769,-93.255289,Xerxes,2,1,Logan Park,Northeast,2,02/24/2018,13:28
"748 Polk st ne,Minneapolis,MN",44.998298,-93.244813,Xerxes,2,3,Beltrami,Northeast,2,02/24/2018,13:30
"1518 main st ne,Minneapolis,MN",45.003492,-93.26795200000001,Xerxes,2,3,Sheridan,Northeast,2,02/24/2018,13:32
"742 polk st ne,Minneapolis,MN",44.998128,-93.24481,Xerxes,2,3,Beltrami,Northeast,2,02/24/2018,13:33
"600-799 MAIN ST NE,Minneapolis,MN",44.993558,-93.263816,Xerxes,1,3,St. Anthony West,Northeast,2,02/24/2018,01:34
"1704 Adams st ne,Minneapolis,MN",45.005318,-93.25628499999999,Xerxes,2,1,Logan Park,Northeast,2,02/24/2018,13:35
"1730 adams st ne,Minneapolis,MN",45.00569,-93.25627800000001,Xerxes,2,1,Logan Park,Northeast,2,02/24/2018,13:38
"124 13TH AVE NE,Minneapolis,MN",45.000281,-93.268715,Xerxes,1,3,Sheridan,Northeast,2,02/24/2018,01:42
"2200 2nd St NE,Minneapolis,MN",45.010090999999996,-93.266185,Xerxes,1,3,Bottineau,Northeast,2,02/24/2018,01:46
"1100 18TH AVE NE,Minneapolis,MN",45.005948,-93.243338,Xerxes,1,1,Northeast Park,Northeast,2,02/24/2018,01:51
"200 13TH AVE NE,Minneapolis,MN",45.000911,-93.26615600000001,Xerxes,1,3,Sheridan,Northeast,2,02/24/2018,01:56
"1112 Cemetery St ne,Minneapolis,MN",44.997803000000005,-93.244817,Xerxes,2,3,Beltrami,Northeast,2,02/24/2018,14:00
"604 taylor st ne,Minneapolis,MN",44.995407,-93.243826,Xerxes,2,3,Beltrami,Northeast,2,02/24/2018,14:05
"622 15th ave ne,Minneapolis,MN",45.003229,-93.257411,Xerxes,2,1,Logan Park,Northeast,2,02/24/2018,14:29
"668 15th ave ne,Minneapolis,MN",45.002858,-93.253919,Xerxes,2,1,Logan Park,Northeast,2,02/24/2018,14:31
"2218 Madison st ne,Minneapolis,MN",45.010601,-93.25460600000001,Xerxes,2,1,Holland,Northeast,2,02/24/2018,14:32
"674 15th ave ne,Minneapolis,MN",45.002905,-93.25361,Xerxes,2,1,Logan Park,Northeast,2,02/24/2018,14:33
"624 15th ave ne,Minneapolis,MN",45.003228,-93.257312,Xerxes,2,1,Logan Park,Northeast,2,02/24/2018,14:49
"826 20th ave ne,Minneapolis,MN",45.008697999999995,-93.249691,Xerxes,2,1,Holland,Northeast,2,02/24/2018,14:52
"828 20th ave ne,Minneapolis,MN",45.008722,-93.249488,Xerxes,2,1,Holland,Northeast,2,02/24/2018,14:53
"1316 buchanan st ne,Minneapolis,MN",45.000985,-93.240055,Xerxes,2,1,Northeast Park,Northeast,2,02/24/2018,14:57
"910 spring st ne,Minneapolis,MN",44.995096999999994,-93.248364,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,15:12
"618 20th ave ne,Minneapolis,MN",45.008438,-93.25755799999999,Xerxes,2,1,Holland,Northeast,2,02/24/2018,15:15
"112 3rd ave ne,Minneapolis,MN",44.990019000000004,-93.260335,Xerxes,2,3,St. Anthony West,Northeast,2,02/24/2018,08:40
"810 3rd ave ne,Minneapolis,MN",44.993567999999996,-93.25081899999999,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,08:46
"812 3rd ave NE,Minneapolis,MN",44.993608,-93.250723,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,08:49
"804 3rd ave ne ,Minneapolis,MN",44.993435999999996,-93.25112,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,08:54
"614 3rd ave ne,Minneapolis,MN",44.992344,-93.25310400000001,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,09:00
"802 3rd ave ne,Minneapolis,MN",44.993396999999995,-93.251231,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,09:04
"800 3rd ave NE,Minneapolis,MN",44.993359999999996,-93.25130300000001,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,09:11
"312 4th st ne,Minneapolis,MN",44.991847,-93.257564,Xerxes,2,3,St. Anthony West,Northeast,2,02/24/2018,09:32
"716 summer st ne,Minneapolis,MN",44.996906,-93.25223000000001,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,09:41
"698 summer st ne,Minneapolis,MN",44.996905,-93.252511,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,09:43
"642 Summer St NE,Minneapolis,MN",44.996893,-93.256077,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,09:47
"696 summer st ne,Minneapolis,MN",44.996905,-93.252637,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,09:50
"312 4TH AVE NE,Minneapolis,MN",44.992365,-93.25856999999999,Xerxes,2,3,St. Anthony West,Northeast,2,02/24/2018,10:10
"912 summer ave ,Minneapolis,MN",44.996915,-93.24839399999999,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,10:16
"842 summer st ne,Minneapolis,MN",44.996916,-93.249687,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,10:20
"220 5th st ne,Minneapolis,MN",44.991295,-93.25571,Xerxes,2,3,St. Anthony West,Northeast,2,02/24/2018,10:36
"352 ulysses st ne,Minneapolis,MN",44.99154,-93.235883,Xerxes,2,1,Como,University,2,02/24/2018,10:39
"218 5th st ne,Minneapolis,MN",44.991295,-93.25571,Xerxes,2,3,St. Anthony West,Northeast,2,02/24/2018,10:43
"112 5th st ne,Minneapolis,MN",44.990413000000004,-93.254509,Xerxes,2,3,Nicollet Island - East Bank,University,2,02/24/2018,10:45
"114 5th st ne,Minneapolis,MN",44.990454,-93.254536,Xerxes,2,3,Nicollet Island - East Bank,University,2,02/24/2018,10:50
"706 summer st ne,Minneapolis,MN",44.996905,-93.252358,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,11:09
"116 5th st ne,Minneapolis,MN",44.990351000000004,-93.25500100000001,Xerxes,2,3,Nicollet Island - East Bank,University,2,02/24/2018,11:19
"118 5TH ST NE,Minneapolis,MN",44.990575,-93.254615,Xerxes,2,3,Nicollet Island - East Bank,University,2,02/24/2018,11:23
"610 5TH ST NE,Minneapolis,MN",44.995718,-93.258116,Xerxes,2,3,St. Anthony West,Northeast,2,02/24/2018,11:26
"1126 14TH AVE,Minneapolis,MN",44.991731,-93.23204799999999,Xerxes,2,1,Como,University,2,02/24/2018,11:37
"1128 14TH AVE SE,Minneapolis,MN",44.991781,-93.23204799999999,Xerxes,2,1,Como,University,2,02/24/2018,11:40
"140 13th Ave NE,Minneapolis,MN",45.000912,-93.267673,Xerxes,1,3,Sheridan,Northeast,2,02/24/2018,00:02
"600 Jackson st ne,Minneapolis,MN",44.995429,-93.250074,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,12:02
"330 Quincy st ne,Minneapolis,MN",44.994536,-93.25143800000001,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,12:04
"604 Jackson st ne,Minneapolis,MN",44.995477,-93.24988,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,12:08
"140 13th Ave NE,Minneapolis,MN",45.000912,-93.267673,Xerxes,1,3,Sheridan,Northeast,2,02/24/2018,00:09
"1142 14th ave se,Minneapolis,MN",44.992177000000005,-93.23176,Xerxes,2,1,Como,University,2,02/24/2018,12:10
"500 13th Ave NE,Minneapolis,MN",45.000913,-93.260258,Xerxes,1,3,Sheridan,Northeast,2,02/24/2018,00:17
"200 13TH AVE NE,Minneapolis,MN",45.000911,-93.26615600000001,Xerxes,1,3,Sheridan,Northeast,2,02/24/2018,00:21
"718 Jackson st ne,Minneapolis,MN",44.997481,-93.250125,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,12:27
"610 Jackson st ne,Minneapolis,MN",44.995546999999995,-93.24988,Xerxes,2,3,St. Anthony East,Northeast,2,02/24/2018,12:29
"124 9th ave ne,Minneapolis,MN",44.996348,-93.26678100000001,Xerxes,2,3,St. Anthony West,Northeast,2,02/24/2018,12:30
"124 7th ave ne,Minneapolis,MN",44.994593,-93.264815,Xerxes,2,3,St. Anthony West,Northeast,2,02/24/2018,12:32
"600 MAIN ST NE,Minneapolis,MN",44.993485,-93.264026,Xerxes,1,3,St. Anthony West,Northeast,2,02/24/2018,00:52
"125 13th Ave NE,Minneapolis,MN",45.000632,-93.268959,Xerxes,1,3,Sheridan,Northeast,2,02/24/2018,00:54
"1116 Main st ne,Minneapolis,MN",44.998892,-93.267448,Xerxes,2,3,Sheridan,Northeast,2,02/24/2018,12:54
"1006 main st ne,Minneapolis,MN",44.997903,-93.266816,Xerxes,2,3,St. Anthony West,Northeast,2,02/24/2018,12:56
"345 16th ave ne,Minneapolis,MN",45.004197,-93.262774,Xerxes,3,3,Sheridan,Northeast,2,02/25/2018,13:04
"1419 Jefferson st ne,Minneapolis,MN",45.002573999999996,-93.25471999999999,Xerxes,3,1,Logan Park,Northeast,2,02/25/2018,13:05
"1301 jefferson st ne,Minneapolis,MN",45.001115000000006,-93.254751,Xerxes,3,1,Logan Park,Northeast,2,02/25/2018,13:10
"1523 jefferson st ne,Minneapolis,MN",45.003815,-93.254703,Xerxes,3,1,Logan Park,Northeast,2,02/25/2018,13:11
"341 15th ave ne,Minneapolis,MN",45.003071999999996,-93.263065,Xerxes,3,3,Sheridan,Northeast,2,02/25/2018,13:50
"403 15th ave ne,Minneapolis,MN",45.002978000000006,-93.26151800000001,Xerxes,3,3,Sheridan,Northeast,2,02/25/2018,13:52
"627 17th ave ne,Minneapolis,MN",45.005638,-93.257064,Xerxes,3,1,Logan Park,Northeast,2,02/25/2018,13:55
"337 19th ave ne,Minneapolis,MN",45.007689,-93.262757,Xerxes,3,1,Holland,Northeast,2,02/25/2018,13:58
"2023 3rd st ne,Minneapolis,MN",45.009267,-93.264326,Xerxes,3,3,Bottineau,Northeast,2,02/25/2018,14:03
"321 19th ave ne,Minneapolis,MN",45.00713,-93.263554,Xerxes,3,3,Bottineau,Northeast,2,02/25/2018,14:06
"329 19th ave ne,Minneapolis,MN",45.007463,-93.263143,Xerxes,3,3,Bottineau,Northeast,2,02/25/2018,14:11
"1517 3rd st ne,Minneapolis,MN",45.003696000000005,-93.26432199999999,Xerxes,3,3,Sheridan,Northeast,2,02/25/2018,14:13
"307 19th ave ne,Minneapolis,MN",45.00713,-93.26427199999999,Xerxes,3,3,Bottineau,Northeast,2,02/25/2018,14:38
"315 19th ave ne,Minneapolis,MN",45.00713,-93.263862,Xerxes,3,3,Bottineau,Northeast,2,02/25/2018,14:40
"207 20th ave ne,Minneapolis,MN",45.008756,-93.26561099999999,Xerxes,3,3,Bottineau,Northeast,2,02/25/2018,14:42
"415 20th ave ne,Minneapolis,MN",45.008745000000005,-93.26087,Xerxes,3,1,Holland,Northeast,2,02/25/2018,14:43
"203 20th ave ne,Minneapolis,MN",45.008749,-93.265847,Xerxes,3,3,Bottineau,Northeast,2,02/25/2018,14:58
"2331 quincy st ne,Minneapolis,MN",45.011809,-93.250597,Xerxes,3,1,Holland,Northeast,2,02/25/2018,15:07
"503 22nd ave ne,Minneapolis,MN",45.010109,-93.260143,Xerxes,3,1,Holland,Northeast,2,02/25/2018,15:25
"2327 quincy st ne,Minneapolis,MN",45.0117,-93.250585,Xerxes,3,1,Holland,Northeast,2,02/25/2018,15:29
"2327 quincy st ne,Minneapolis,MN",45.0117,-93.250585,Xerxes,3,1,Holland,Northeast,2,02/25/2018,15:29
"311 3rd ave ne,Minneapolis,MN",44.991071999999996,-93.258144,Xerxes,3,3,St. Anthony West,Northeast,2,02/25/2018,08:49
"317 3rd ave ne,Minneapolis,MN",44.991557,-93.257492,Xerxes,3,3,St. Anthony West,Northeast,2,02/25/2018,08:50
"211 3rd ave ne ,Minneapolis,MN",44.990154,-93.259462,Xerxes,3,3,St. Anthony West,Northeast,2,02/25/2018,08:52
"213 3rd ave ne,Minneapolis,MN",44.990921,-93.259353,Xerxes,3,3,St. Anthony West,Northeast,2,02/25/2018,08:58
"315 4th ave ne,Minneapolis,MN",44.992649,-93.25884,Xerxes,3,3,St. Anthony West,Northeast,2,02/25/2018,09:04
"143 5th ave ne,Minneapolis,MN",44.993016,-93.262591,Xerxes,3,3,St. Anthony West,Northeast,2,02/25/2018,09:08
"2221 3rd st n,Minneapolis,MN",45.010833,-93.264386,Xerxes,3,3,Bottineau,Northeast,2,02/25/2018,09:18
"515 3rd ave ne,Minneapolis,MN",44.992490999999994,-93.25458499999999,Xerxes,3,3,St. Anthony East,Northeast,2,02/25/2018,09:24
"149 5th st ne,Minneapolis,MN",44.990726,-93.254714,Xerxes,3,3,Nicollet Island - East Bank,University,2,02/25/2018,09:27
"835 summer st ne,Minneapolis,MN",44.996916,-93.249737,Xerxes,3,3,St. Anthony East,Northeast,2,02/25/2018,09:36
"307 7th ave ne,Minneapolis,MN",44.995846,-93.261163,Xerxes,3,3,St. Anthony West,Northeast,2,02/25/2018,09:41
"729 summer st ne,Minneapolis,MN",44.996906,-93.252076,Xerxes,3,3,St. Anthony East,Northeast,2,02/25/2018,10:02
"653 summer st ne,Minneapolis,MN",44.996896,-93.255426,Xerxes,3,3,St. Anthony East,Northeast,2,02/25/2018,10:10
"315 4th st ne,Minneapolis,MN",44.992065999999994,-93.257398,Xerxes,3,3,St. Anthony West,Northeast,2,02/25/2018,10:26
"115 5th st ne,Minneapolis,MN",44.99061,-93.25424699999999,Xerxes,3,3,Nicollet Island - East Bank,University,2,02/25/2018,10:28
"115 10th ave ne,Minneapolis,MN",44.997381,-93.26730699999999,Xerxes,3,3,St. Anthony West,Northeast,2,02/25/2018,10:34
"415 9th ave ne,Minneapolis,MN",44.998385999999996,-93.26087,Xerxes,3,3,St. Anthony West,Northeast,2,02/25/2018,10:39
"215 9th ave ne,Minneapolis,MN",44.997097,-93.26384399999999,Xerxes,3,3,St. Anthony West,Northeast,2,02/25/2018,11:01
"727 6th st ne,Minneapolis,MN",44.997613,-93.25769,Xerxes,3,3,St. Anthony West,Northeast,2,02/25/2018,11:08
"1515 Main st ne,Minneapolis,MN",45.003598,-93.267431,Xerxes,3,3,Sheridan,Northeast,2,02/25/2018,11:14
"111 10th ave ne,Minneapolis,MN",44.997316999999995,-93.26749000000001,Xerxes,3,3,St. Anthony West,Northeast,2,02/25/2018,11:24
"1423 main st ne,Minneapolis,MN",45.002759000000005,-93.267453,Xerxes,3,3,Sheridan,Northeast,2,02/25/2018,11:28
"121 14th ave ne,Minneapolis,MN",45.001468,-93.270059,Xerxes,3,3,Sheridan,Northeast,2,02/25/2018,11:29
"145 14th ave ne,Minneapolis,MN",45.002044,-93.268147,Xerxes,3,3,Sheridan,Northeast,2,02/25/2018,11:46
"199 10th ave ne,Minneapolis,MN",44.998106,-93.265176,Xerxes,3,3,St. Anthony West,Northeast,2,02/25/2018,11:48
"315 15th ave ne,Minneapolis,MN",45.003071999999996,-93.263868,Xerxes,2,3,Sheridan,Northeast,2,02/25/2018,12:13
"1713 Grand st ne,Minneapolis,MN",45.005558,-93.270107,Xerxes,2,3,Sheridan,Northeast,2,02/25/2018,12:15
"29 16th ave ne,Minneapolis,MN",45.003894,-93.270662,Xerxes,2,3,Sheridan,Northeast,2,02/25/2018,12:19
"525 15th ave ne,Minneapolis,MN",45.003073,-93.259915,Xerxes,2,3,Sheridan,Northeast,2,02/25/2018,12:22
"343 14th ave ne,Minneapolis,MN",45.002171999999995,-93.26237900000001,Xerxes,2,3,Sheridan,Northeast,2,02/25/2018,12:36
"1321 Jefferson st ne,Minneapolis,MN",45.001661999999996,-93.254734,Xerxes,2,1,Logan Park,Northeast,2,02/25/2018,12:37
"1711 grand st ne,Minneapolis,MN",45.005509,-93.27010600000001,Xerxes,2,3,Sheridan,Northeast,2,02/25/2018,12:40
"315 15th ave ne,Minneapolis,MN",45.003071999999996,-93.263868,Xerxes,2,3,Sheridan,Northeast,2,02/25/2018,12:44
"651 adams st ne,Minneapolis,MN",44.996539,-93.256026,Xerxes,2,3,St. Anthony East,Northeast,2,02/25/2018,12:47
"1709 grand st ne,Minneapolis,MN",45.005462,-93.269855,Xerxes,2,3,Sheridan,Northeast,2,02/25/2018,12:48
"3425 2ND ST N,Minneapolis,MN",45.017522,-93.281458,Xerxes,1,4,McKinley,Camden,1,02/23/2018,21:29
"3320 2ND ST N,Minneapolis,MN",45.015842,-93.280085,Xerxes,1,4,McKinley,Camden,1,02/23/2018,21:32
"3350 2ND ST N,Minneapolis,MN",45.016172999999995,-93.28011500000001,Xerxes,1,4,McKinley,Camden,1,02/23/2018,21:46
"2401 2ND ST N,Minneapolis,MN",45.003677,-93.280213,Xerxes,1,5,Hawthorne,Near North,1,02/23/2018,22:06
"2400 2nd st n,Minneapolis,MN",45.00393,-93.279416,Xerxes,1,5,Hawthorne,Near North,1,02/23/2018,22:09
"3310 2ND ST N,Minneapolis,MN",45.015722,-93.280293,Xerxes,1,4,McKinley,Camden,1,02/23/2018,22:13
"3330 2ND ST N,Minneapolis,MN",45.015953,-93.28009499999999,Xerxes,1,4,McKinley,Camden,1,02/23/2018,22:15
"3300 2ND ST N,Minneapolis,MN",45.014928999999995,-93.28085300000001,Xerxes,1,4,McKinley,Camden,1,02/23/2018,22:21
"801 2ND ST N,Minneapolis,MN",44.989228000000004,-93.277139,Xerxes,1,3,North Loop,Central,1,02/23/2018,22:26
"850 2ND ST N ,Minneapolis,MN",44.990813,-93.27896,Xerxes,1,3,North Loop,Central,1,02/23/2018,22:31
"671 2ND ST N,Minneapolis,MN",44.988283,-93.27592,Xerxes,1,3,North Loop,Central,1,02/23/2018,22:54
"847 2 st n ,Minneapolis,MN",44.989816999999995,-93.278071,Xerxes,1,3,North Loop,Central,1,02/23/2018,22:58
"551 2ND ST N ,Minneapolis,MN",44.987503000000004,-93.27435899999999,Xerxes,1,3,North Loop,Central,1,02/23/2018,23:04
"500 2nd n,Minneapolis,MN",44.987221999999996,-93.27335699999999,Xerxes,1,3,North Loop,Central,1,02/23/2018,23:05
"801 2 st n,Minneapolis,MN",44.989228000000004,-93.277139,Xerxes,1,3,North Loop,Central,1,02/23/2018,23:11
"801 2 st n,Minneapolis,MN",44.989228000000004,-93.277139,Xerxes,1,3,North Loop,Central,1,02/23/2018,23:11
"2800 DUPONT AVE ,Minneapolis,MN",45.008707,-93.292785,Xerxes,1,5,Hawthorne,Near North,1,02/23/2018,23:11
"520 2nd st n,Minneapolis,MN",44.987415999999996,-93.273604,Xerxes,1,3,North Loop,Central,1,02/23/2018,23:13
"580 2 st n,Minneapolis,MN",44.987853,-93.274218,Xerxes,1,3,North Loop,Central,1,02/23/2018,23:14
"701 2ND ST N ,Minneapolis,MN",44.98839,-93.2761,Xerxes,1,3,North Loop,Central,1,02/23/2018,23:36
"410 2ND ST N ,Minneapolis,MN",44.986694,-93.272763,Xerxes,1,3,North Loop,Central,1,02/23/2018,23:39
"3231 lyndale Ave n,Minneapolis,MN",45.014152,-93.288279,Xerxes,1,4,McKinley,Camden,1,02/23/2018,23:39
"1208 Fremont ave n ,Minneapolis,MN",44.990840000000006,-93.295652,Xerxes,2,5,Near - North,Near North,1,02/24/2018,13:02
"1519 EMERSON AVE N ,Minneapolis,MN",44.994811999999996,-93.29444000000001,Xerxes,1,5,Near - North,Near North,1,02/24/2018,01:09
"765 Van White Memorial Blvd,Minneapolis,MN",44.986263,-93.293038,Xerxes,1,5,Sumner - Glenwood,Near North,1,02/24/2018,01:17
