Location,Latitude,Longitude,Day,Ward,Neighborhood,Community,Tow_Zone,Date,Time,Emergency
"3935 SNELLING AVE S,Minneapolis,MN",44.931396,-93.223347,3,12,Howe,Longfellow,6,01/24/2018,12:06,Pembina
"3107 18TH AVE S,Minneapolis,MN",44.946239,-93.248407,3,9,Powderhorn Park,Powderhorn,6,01/24/2018,12:06,Pembina
"1215 talmage ave s e,Minneapolis,MN",44.989829,-93.234241,3,2,Como,University,4,01/24/2018,12:10,Pembina
"2703 PLEASANT AVE,Minneapolis,MN",44.953639,-93.282978,3,10,Whittier,Powderhorn,3,01/24/2018,12:10,Pembina
"311 6th st se,Minneapolis,MN",44.988518,-93.249408,3,3,Marcy Holmes,University,4,01/24/2018,12:12,Pembina
"2725 pillsbury ave,Minneapolis,MN",44.952951,-93.281319,3,10,Whittier,Powderhorn,3,01/24/2018,12:13,Pembina
"3217 FREMONT AVE S,Minneapolis,MN",44.944109999999995,-93.295512,3,10,South Uptown,Calhoun Isle,5,01/24/2018,12:19,Pembina
"5735 bossen Terrace,Minneapolis,MN",44.89921,-93.226616,3,11,Wenonah,Nokomis,6,01/24/2018,12:19,Pembina
"2809 Garfield Avenue South,Minneapolis,MN",44.951563,-93.286514,3,10,Whittier,Powderhorn,3,01/24/2018,12:20,Pembina
"5761 33rd Avenue South,Minneapolis,MN",44.898363,-93.223867,3,11,Wenonah,Nokomis,6,01/24/2018,12:22,Pembina
"1825 Clinton ave s,Minneapolis,MN",44.964257,-93.271201,3,6,Steven's Square - Loring Heights,Central,3,01/24/2018,12:22,Pembina
"1313 6th st e,Minneapolis,MN",44.983006,-93.234864,3,3,Marcy Holmes,University,4,01/24/2018,12:24,Pembina
"1409 6th st se,Minneapolis,MN",44.982191,-93.233512,3,3,Marcy Holmes,University,4,01/24/2018,12:24,Pembina
"3619 aldrich ave n ,Minneapolis,MN",45.020886,-93.289606,3,4,McKinley,Camden,1,01/24/2018,12:25,Pembina
"1601 thomas ave n,Minneapolis,MN",44.995321999999994,-93.313665,3,5,Willard - Hay,Near North,1,01/24/2018,12:26,Pembina
"1407 6th st se,Minneapolis,MN",44.982206,-93.233552,3,3,Marcy Holmes,University,4,01/24/2018,12:29,Pembina
"3443 Bryant Ave n ,Minneapolis,MN",45.018141,-93.290847,3,4,McKinley,Camden,1,01/24/2018,12:30,Pembina
"1805 15th av s,Minneapolis,MN",44.964462,-93.253674,3,6,Ventura Village,Phillips,3,01/24/2018,12:30,Pembina
"723 13th ave se ,Minneapolis,MN",44.984815000000005,-93.234538,3,3,Marcy Holmes,University,4,01/24/2018,12:31,Pembina
"227 19th st e,Minneapolis,MN",44.963684,-93.273493,3,6,Steven's Square - Loring Heights,Central,3,01/24/2018,12:31,Pembina
"2451 clinton av s,Minneapolis,MN",44.957625,-93.271204,3,10,Whittier,Powderhorn,3,01/24/2018,12:32,Pembina
"1023 7th st se,Minneapolis,MN",44.985374,-93.23831700000001,3,3,Marcy Holmes,University,4,01/24/2018,12:32,Pembina
"2509 Oak Park Dr. N.,Minneapolis,MN",44.987911,-93.312212,3,5,Willard - Hay,Near North,1,01/24/2018,12:33,Pembina
"2011 Garfield ave s,Minneapolis,MN",44.962268,-93.286709,3,10,Whittier,Powderhorn,3,01/24/2018,12:33,Pembina
"727 13th ave se,Minneapolis,MN",44.984931,-93.234421,3,3,Marcy Holmes,University,4,01/24/2018,12:33,Pembina
"2825 PILLSBURY AVE,Minneapolis,MN",44.951039,-93.281058,3,10,Whittier,Powderhorn,3,01/24/2018,12:33,Pembina
"2733 upton ave n,Minneapolis,MN",45.008786,-93.31460200000001,3,4,Willard - Hay,Near North,1,01/24/2018,12:34,Pembina
"2919 COLFAX AVE S,Minneapolis,MN",44.949289,-93.29164300000001,3,10,Lowry Hill East,Calhoun Isle,3,01/24/2018,12:39,Pembina
"1823 37TH ST E,Minneapolis,MN",44.935927,-93.247405,3,9,Powderhorn Park,Powderhorn,6,01/24/2018,12:40,Pembina
"2021 garfield ave s ,Minneapolis,MN",44.96198,-93.286463,3,10,Whittier,Powderhorn,3,01/24/2018,12:42,Pembina
"1313 6th st se,Minneapolis,MN",44.983006,-93.234864,3,3,Marcy Holmes,University,4,01/24/2018,12:42,Pembina
"2843 polk st ne,Minneapolis,MN",45.02001,-93.245214,3,1,Audubon Park,Northeast,2,01/24/2018,12:46,Pembina
"1811 6th st s,Minneapolis,MN",44.967452,-93.24661400000001,3,6,Cedar Riverside,University,4,01/24/2018,12:46,Pembina
"349 26th ave ne,Minneapolis,MN",45.014977,-93.263153,3,1,Marshall Terrace,Northeast,2,01/24/2018,12:49,Pembina
"2745 COLFAX AVE S,Minneapolis,MN",44.952343,-93.291653,3,10,Lowry Hill East,Calhoun Isle,3,01/24/2018,12:49,Pembina
"1009 20th ave se,Minneapolis,MN",44.988132,-93.224199,3,1,Como,University,4,01/24/2018,12:50,Pembina
"1113 8th Ave N,Minneapolis,MN",44.986348,-93.299724,3,5,Near - North,Near North,1,01/24/2018,12:50,Pembina
"1931 Aldrich AVE S,Minneapolis,MN",44.963190000000004,-93.289348,3,10,Lowry Hill East,Calhoun Isle,3,01/24/2018,12:51,Pembina
"2631 taylor st ne,Minneapolis,MN",45.016028000000006,-93.243475,3,1,Audubon Park,Northeast,2,01/24/2018,12:54,Pembina
"1107 15ave se,Minneapolis,MN",44.991039,-93.230774,3,1,Como,University,4,01/24/2018,12:54,Pembina
"1869 44th st e,Minneapolis,MN",44.923313,-93.24553,3,12,Ericsson,Nokomis,6,01/24/2018,12:56,Pembina
"2205 aldrich ave s,Minneapolis,MN",44.960604,-93.289011,3,10,Lowry Hill East,Calhoun Isle,3,01/24/2018,12:57,Pembina
"2629 taylor st ne,Minneapolis,MN",45.015978999999994,-93.243788,3,1,Audubon Park,Northeast,2,01/24/2018,13:01,Pembina
"1007 13th Ave SE,Minneapolis,MN",44.988105,-93.233621,3,2,Como,University,4,01/24/2018,13:05,Pembina
"3755 Bryant Ave n ,Minneapolis,MN",45.023706,-93.29086600000001,3,4,McKinley,Camden,1,01/24/2018,13:06,Pembina
"2415 bryant av s,Minneapolis,MN",44.95861,-93.290313,3,10,Lowry Hill East,Calhoun Isle,3,01/24/2018,13:07,Pembina
"2535 ALDRICH AVE S,Minneapolis,MN",44.956225,-93.28897099999999,3,10,Lowry Hill East,Calhoun Isle,3,01/24/2018,13:08,Pembina
"1107 8th ave n,Minneapolis,MN",44.986348,-93.299724,3,5,Near - North,Near North,1,01/24/2018,13:09,Pembina
"1011 26th Ave SE ,Minneapolis,MN",44.988431,-93.216688,3,1,Como,University,4,01/24/2018,13:09,Pembina
"5749 sander drive,Minneapolis,MN",44.898683,-93.225088,3,11,Wenonah,Nokomis,6,01/24/2018,13:10,Pembina
"1105 8th ave n ,Minneapolis,MN",44.986348,-93.299724,3,5,Near - North,Near North,1,01/24/2018,13:10,Pembina
"839 18TH AVE SE,Minneapolis,MN",44.984970000000004,-93.226928,3,2,Como,University,4,01/24/2018,13:10,Pembina
"3305 Colfax Ave n ,Minneapolis,MN",45.01517,-93.29181700000001,3,4,McKinley,Camden,1,01/24/2018,13:11,Pembina
"1205 12th Ave N,Minneapolis,MN",44.990289000000004,-93.297268,3,5,Near - North,Near North,1,01/24/2018,13:11,Pembina
"1519 BROOKE AVE SE,Minneapolis,MN",44.986868,-93.229394,3,2,Como,University,4,01/24/2018,13:11,Pembina
"3533 GIRARD AVE S,Minneapolis,MN",44.938452000000005,-93.296776,3,10,South Uptown,Calhoun Isle,5,01/24/2018,13:13,Pembina
"2209 Bryant av s,Minneapolis,MN",44.960421000000004,-93.290236,3,10,Lowry Hill East,Calhoun Isle,3,01/24/2018,13:13,Pembina
"2943 garfield ave s,Minneapolis,MN",44.949339,-93.286478,3,10,Whittier,Powderhorn,3,01/24/2018,13:16,Pembina
"151 Girard ave n,Minneapolis,MN",44.978206,-93.297602,3,5,Harrison,Near North,3,01/24/2018,13:18,Pembina
"2653 ALDRICH AVE S,Minneapolis,MN",44.954006,-93.289335,3,10,Lowry Hill East,Calhoun Isle,3,01/24/2018,13:18,Pembina
"2009 6th st s,Minneapolis,MN",44.970363,-93.253752,3,6,Downtown East,Central,3,01/24/2018,13:22,Pembina
"2519 pierce st ne,Minneapolis,MN",45.013857,-93.240675,3,1,Audubon Park,Northeast,2,01/24/2018,13:25,Pembina
"311 gramercy av n,Minneapolis,MN",44.980365,-93.301705,3,5,Harrison,Near North,3,01/24/2018,13:29,Pembina
"219 25th ave se,Minneapolis,MN",44.972623999999996,-93.222024,3,2,Prospect Park - East River Road,University,4,01/24/2018,13:29,Pembina
"1917 oak park ave n,Minneapolis,MN",44.987758,-93.30470799999999,3,5,Near - North,Near North,1,01/24/2018,13:31,Pembina
"5751 35TH AVE S,Minneapolis,MN",44.898531,-93.22136400000001,3,12,Morris Park,Nokomis,6,01/24/2018,13:34,Pembina
"1105 14th ave SE,Minneapolis,MN",44.990999,-93.232414,3,2,Como,University,4,01/24/2018,13:35,Pembina
"1703 Thomas Pl,Minneapolis,MN",44.984905,-93.302286,3,5,Near - North,Near North,1,01/24/2018,13:36,Pembina
"1705 thomas pl,Minneapolis,MN",44.984879,-93.302338,3,5,Near - North,Near North,1,01/24/2018,13:36,Pembina
"139 26th ave,Minneapolis,MN",45.005908000000005,-93.27922099999999,3,5,Hawthorne,Near North,1,01/24/2018,13:38,Pembina
"2445 Stevens av s,Minneapolis,MN",44.958054,-93.27530300000001,3,10,Whittier,Powderhorn,3,01/24/2018,13:41,Pembina
"2813 pillsbury ave,Minneapolis,MN",44.951408,-93.281002,3,10,Whittier,Powderhorn,3,01/24/2018,13:44,Pembina
"859 21st ave se,Minneapolis,MN",44.985239,-93.223167,3,2,Como,University,4,01/24/2018,13:44,Pembina
"1227 32ND ST W,Minneapolis,MN",44.944734999999994,-93.295527,3,10,South Uptown,Calhoun Isle,5,01/24/2018,13:47,Pembina
"3847 Emerson Ave n ,Minneapolis,MN",45.025349,-93.294675,3,4,Webber - Camden,Camden,1,01/24/2018,13:49,Pembina
"2221 22nd st w,Minneapolis,MN",44.960931,-93.301179,3,7,East Isles,Calhoun Isle,3,01/24/2018,13:52,Pembina
"1707 Thomas Pl,Minneapolis,MN",44.984863,-93.302379,3,5,Near - North,Near North,1,01/24/2018,13:55,Pembina
"2711 Delaware St SE,Minneapolis,MN",44.971340999999995,-93.21866800000001,3,2,Prospect Park - East River Road,University,4,01/24/2018,13:57,Pembina
"1415 11th ave n ,Minneapolis,MN",44.988765,-93.299003,3,5,Near - North,Near North,1,01/24/2018,13:58,Pembina
"2005 6th st s,Minneapolis,MN",44.970363,-93.253752,3,6,Downtown East,Central,3,01/24/2018,14:01,Pembina
"1425 6th st se,Minneapolis,MN",44.982217,-93.233069,3,3,Marcy Holmes,University,4,01/24/2018,14:01,Pembina
"1807 fairmont st se,Minneapolis,MN",44.986218,-93.226848,3,2,Como,University,4,01/24/2018,14:05,Pembina
"3617 Snelling Avenue South,Minneapolis,MN",44.93724,-93.227549,3,12,Howe,Longfellow,6,01/24/2018,14:05,Pembina
"4901 53rd Street East,Minneapolis,MN",44.907331,-93.204261,3,12,Minnehaha,Nokomis,6,01/24/2018,14:10,Pembina
"2515 deleware st se,Minneapolis,MN",44.972358,-93.22192,3,2,Prospect Park - East River Road,University,4,01/24/2018,14:13,Pembina
"2521 Oak Park Ave N,Minneapolis,MN",44.987912,-93.312366,3,5,Willard - Hay,Near North,1,01/24/2018,14:14,Pembina
"3733 GRAFIELD AVE S,Minneapolis,MN",44.934714,-93.286651,3,8,King Field,Southwest,5,01/24/2018,14:15,Pembina
"2213 oak park ave n ,Minneapolis,MN",44.987716,-93.309085,3,5,Willard - Hay,Near North,1,01/24/2018,14:18,Pembina
"1609 17th st e,Minneapolis,MN",44.966487,-93.258199,3,6,Elliot Park,Central,3,01/24/2018,14:20,Pembina
"1517 10TH AVE S,Minneapolis,MN",44.967786,-93.259215,3,6,Elliot Park,Central,3,01/24/2018,14:21,Pembina
"2711 essex st se,Minneapolis,MN",44.97037,-93.22012099999999,3,2,Prospect Park - East River Road,University,4,01/24/2018,14:22,Pembina
"33 22nd st e,Minneapolis,MN",44.960757,-93.27729000000001,3,10,Whittier,Powderhorn,3,01/24/2018,14:24,Pembina
"19 e 22ndst,Minneapolis,MN",44.960757,-93.277314,3,10,Whittier,Powderhorn,3,01/24/2018,14:25,Pembina
"5509 30th ave so,Minneapolis,MN",44.903124,-93.22940799999999,3,11,Wenonah,Nokomis,6,01/24/2018,14:25,Pembina
"5633 41st ave s,Minneapolis,MN",44.900694,-93.21374,3,12,Morris Park,Nokomis,6,01/24/2018,14:32,Pembina
"15 22nd st e,Minneapolis,MN",44.960768,-93.277321,3,10,Whittier,Powderhorn,3,01/24/2018,14:35,Pembina
"3205 37TH ST E,Minneapolis,MN",44.935714000000004,-93.226389,3,12,Howe,Longfellow,6,01/24/2018,14:37,Pembina
"511 25th st w,Minneapolis,MN",44.957169,-93.286225,3,10,Whittier,Powderhorn,3,01/24/2018,14:39,Pembina
"5025 37TH AVE S,Minneapolis,MN",44.911769,-93.21873599999999,3,12,Minnehaha,Nokomis,6,01/24/2018,14:39,Pembina
"1115 25th ave n ,Minneapolis,MN",45.00462,-93.295013,3,5,Jordan,Near North,1,01/24/2018,14:40,Pembina
"6 22nd st w,Minneapolis,MN",44.960912,-93.27785899999999,3,10,Whittier,Powderhorn,3,01/24/2018,14:41,Pembina
"25 e 22nd st,Minneapolis,MN",44.960757,-93.277304,3,10,Whittier,Powderhorn,3,01/24/2018,14:47,Pembina
"1425 15th Ave N,Minneapolis,MN",44.994156,-93.298702,3,5,Near - North,Near North,1,01/24/2018,14:47,Pembina
"2025 6th st s,Minneapolis,MN",44.970363,-93.253752,3,6,Downtown East,Central,3,01/24/2018,14:47,Pembina
"3327 39TH ST E,Minneapolis,MN",44.932363,-93.22361,3,12,Howe,Longfellow,6,01/24/2018,14:48,Pembina
"1115 22nd zave n,Minneapolis,MN",45.001360999999996,-93.295007,3,5,Jordan,Near North,1,01/24/2018,14:50,Pembina
"925 17TH ST E,Minneapolis,MN",44.966378999999996,-93.26071400000001,3,6,Elliot Park,Central,3,01/24/2018,14:52,Pembina
"23 22nd st e,Minneapolis,MN",44.960757,-93.277307,3,10,Whittier,Powderhorn,3,01/24/2018,14:56,Pembina
"3133 GARFIELD AVE S ,Minneapolis,MN",44.94542,-93.286586,3,8,Lyndale,Powderhorn,5,01/24/2018,14:57,Pembina
"329 37TH ST E ,Minneapolis,MN",44.935793,-93.271007,3,8,Central,Powderhorn,5,01/24/2018,14:59,Pembina
"2615 deleware st se,Minneapolis,MN",44.971829,-93.220578,3,2,Prospect Park - East River Road,University,4,01/24/2018,15:03,Pembina
"1415 15th ave n ,Minneapolis,MN",44.994156,-93.298682,3,5,Near - North,Near North,1,01/24/2018,15:07,Pembina
"1417 15th ave n ,Minneapolis,MN",44.994156,-93.298686,3,5,Near - North,Near North,1,01/24/2018,15:10,Pembina
"2611 ESSEX ST SE,Minneapolis,MN",44.970869,-93.221399,3,2,Prospect Park - East River Road,University,4,01/24/2018,15:14,Pembina
"207 clifton av,Minneapolis,MN",44.96613,-93.284003,3,7,Loring Park,Central,3,01/24/2018,15:15,Pembina
"4303 57TH ST E,Minneapolis,MN",44.899951,-93.211437,3,12,Morris Park,Nokomis,6,01/24/2018,15:17,Pembina
"17 22ND ST E,Minneapolis,MN",44.960757,-93.27731700000001,3,10,Whittier,Powderhorn,3,01/24/2018,15:18,Pembina
"1077 24TH AVE SE,Minneapolis,MN",44.990448,-93.218983,3,1,Como,University,4,01/24/2018,15:19,Pembina
"2515 DELAWARE ST SE,Minneapolis,MN",44.972358,-93.22192,3,2,Prospect Park - East River Road,University,4,01/24/2018,15:21,Pembina
"1504 elliot av s,Minneapolis,MN",44.96782,-93.261381,3,6,Elliot Park,Central,3,01/24/2018,15:22,Pembina
"1107 14th Ave N,Minneapolis,MN",44.992908,-93.294224,3,5,Near - North,Near North,1,01/24/2018,15:22,Pembina
"1205 23rd ave n,Minneapolis,MN",45.00261,-93.295679,3,5,Jordan,Near North,1,01/24/2018,15:27,Pembina
"1605 ELLIOT AVE ,Minneapolis,MN",44.967090999999996,-93.260662,3,6,Elliot Park,Central,3,01/24/2018,15:27,Pembina
"1105 24th ave n ,Minneapolis,MN",45.003705,-93.294208,3,5,Jordan,Near North,1,01/24/2018,15:34,Pembina
"203 clifton ave ,Minneapolis,MN",44.966128999999995,-93.284001,3,7,Loring Park,Central,3,01/24/2018,15:34,Pembina
"2521 DELAWARE ST SE,Minneapolis,MN",44.972208,-93.221538,3,2,Prospect Park - East River Road,University,4,01/24/2018,15:38,Pembina
"1129 14th ave n,Minneapolis,MN",44.992909000000004,-93.294562,3,5,Near - North,Near North,1,01/24/2018,15:39,Pembina
"2613 ESSEX ST SE,Minneapolis,MN",44.970858,-93.22137099999999,3,2,Prospect Park - East River Road,University,4,01/24/2018,15:39,Pembina
"3 orlin ave se,Minneapolis,MN",44.969234,-93.21514499999999,3,2,Prospect Park - East River Road,University,4,01/24/2018,15:41,Pembina
"915 17th ave n,Minneapolis,MN",44.996320000000004,-93.292594,3,5,Near - North,Near North,1,01/24/2018,15:46,Pembina
"2709 ESSEX ST SE,Minneapolis,MN",44.970509,-93.21933299999999,3,2,Prospect Park - East River Road,University,4,01/24/2018,15:50,Pembina
"2129 17th Ave N,Minneapolis,MN",44.996159000000006,-93.307343,3,5,Willard - Hay,Near North,1,01/24/2018,15:58,Pembina
"617 17TH ST E,Minneapolis,MN",44.966268,-93.26723,3,6,Elliot Park,Central,3,01/24/2018,16:00,Pembina
"1001 17th st e,Minneapolis,MN",44.966374,-93.259663,3,6,Elliot Park,Central,3,01/24/2018,16:01,Pembina
"13 22nd Street East,Minneapolis,MN",44.960758,-93.277387,3,10,Whittier,Powderhorn,3,01/24/2018,16:05,Pembina
"2841 deleware st se,Minneapolis,MN",44.969795,-93.217577,3,2,Prospect Park - East River Road,University,4,01/24/2018,16:05,Pembina
"2013 6th st s,Minneapolis,MN",44.970363,-93.253752,3,6,Downtown East,Central,3,01/24/2018,16:10,Pembina
"2713 2nd av s,Minneapolis,MN",44.953175,-93.274074,3,10,Whittier,Powderhorn,3,01/24/2018,16:11,Pembina
"923 24TH AVE S,Minneapolis,MN",44.963215000000005,-93.237307,3,6,Seward,Longfellow,4,01/24/2018,16:39,Pembina
