Location,Latitude,Longitude,Ward,Community,Neighborhood,Day,Tow_Zone,Date,Time,Emergency
"1726 33RD ST E,Minneapolis,MN",44.94308,-93.249588,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:42,Olive
"710 8TH AVE SE,Minneapolis,MN",44.987099,-93.24150300000001,3,University,Marcy Holmes,2,4,01/16/2018,14:20,Olive
"3508 fremont ave s,Minneapolis,MN",44.939151,-93.296141,10,Calhoun Isle,South Uptown,2,5,01/16/2018,15:34,Olive
"3724 16TH AVE S,Minneapolis,MN",44.935162,-93.251413,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,15:33,Olive
"1710 33RD ST E,Minneapolis,MN",44.94308,-93.249791,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:42,Olive
"1518 ADAMS STY NE,Minneapolis,MN",45.003726,-93.25628,1,Northeast,Logan Park,2,2,01/16/2018,14:22,Olive
"334 18TH ST E,Minneapolis,MN",44.965371000000005,-93.271089,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,14:47,Olive
"304 BRYANT AVE N,Minneapolis,MN",44.981189,-93.29053,5,Near North,Sumner - Glenwood,2,3,01/16/2018,15:35,Olive
"526 8TH AVE SE,Minneapolis,MN",44.985502000000004,-93.242411,3,University,Marcy Holmes,2,4,01/16/2018,14:49,Olive
"1724 ADAMS ST NE ,Minneapolis,MN",45.005604,-93.25628,1,Northeast,Logan Park,2,2,01/16/2018,14:22,Olive
"1712 2ND AVE S,Minneapolis,MN",44.965699,-93.274027,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,15:36,Olive
"3110 EMERSON AVE S,Minneapolis,MN",44.946165,-93.294738,10,Calhoun Isle,South Uptown,2,5,01/16/2018,15:39,Olive
"2310 GIRARD AVE S ,Minneapolis,MN",44.959763,-93.297251,7,Calhoun Isle,East Isles,2,3,01/16/2018,14:26,Olive
"3132 14TH AVE S,Minneapolis,MN",44.945598,-93.255038,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:45,Olive
"3452 EMERSON AVE S ,Minneapolis,MN",44.939714,-93.294839,10,Calhoun Isle,South Uptown,2,5,01/16/2018,15:40,Olive
"1702 ADAMS ST NE,Minneapolis,MN",45.005289000000005,-93.25628499999999,1,Northeast,Logan Park,2,2,01/16/2018,15:38,Olive
"312 8TH AVE SE ,Minneapolis,MN",44.983057,-93.244235,3,University,Marcy Holmes,2,4,01/16/2018,14:38,Olive
"1536 33RD ST E,Minneapolis,MN",44.943205,-93.252273,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,14:45,Olive
"3100 EMERSON AVE S,Minneapolis,MN",44.9464,-93.29481899999999,10,Calhoun Isle,South Uptown,2,5,01/16/2018,15:41,Olive
"928 5TH ST SE,Minneapolis,MN",44.98355,-93.241084,3,University,Marcy Holmes,2,4,01/16/2018,14:48,Olive
"218 8TH AVE SE ,Minneapolis,MN",44.982040000000005,-93.245488,3,University,Marcy Holmes,2,4,01/16/2018,14:48,Olive
"1828 STEVENS AVE S,Minneapolis,MN",44.964216,-93.275635,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,15:41,Olive
"820 QUEEN AVE N,Minneapolis,MN",44.986909000000004,-93.309665,5,Near North,Willard - Hay,2,1,01/16/2018,14:52,Olive
"204 18TH ST E,Minneapolis,MN",44.965224,-93.273965,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,14:53,Olive
"1300 ADAMS ST NE,Minneapolis,MN",45.001072,-93.256587,1,Northeast,Logan Park,2,2,01/16/2018,15:43,Olive
"1840 E 36TH ST ,Minneapolis,MN",44.937912,-93.246271,9,Powderhorn,Corcoran,2,6,01/16/2018,14:50,Olive
"2214 GIRARD AVE S,Minneapolis,MN",44.960295,-93.296915,7,Calhoun Isle,East Isles,2,3,01/16/2018,14:54,Olive
"1124 5TH ST SE,Minneapolis,MN",44.982690999999996,-93.238029,3,University,Marcy Holmes,2,4,01/16/2018,15:45,Olive
"240 BRYANT AVE N,Minneapolis,MN",44.980230999999996,-93.290858,5,Near North,Sumner - Glenwood,2,3,01/16/2018,14:55,Olive
"2106 BRYANT AVE N,Minneapolis,MN",45.000462,-93.291049,5,Near North,Hawthorne,2,1,01/16/2018,14:49,Olive
"3248 fremont ave s,Minneapolis,MN",44.943184,-93.296131,10,Calhoun Isle,South Uptown,2,5,01/16/2018,15:47,Olive
"3440 SNELLING AVE S,Minneapolis,MN",44.940077,-93.230426,12,Longfellow,Howe,2,6,01/16/2018,14:55,Olive
"2108 BRYANT AVE N,Minneapolis,MN",45.000533000000004,-93.291049,5,Near North,Hawthorne,2,1,01/16/2018,14:49,Olive
"718 11TH AVE SE,Minneapolis,MN",44.985632,-93.23691600000001,3,University,Marcy Holmes,2,4,01/16/2018,15:48,Olive
"1814 2ND AVE S ,Minneapolis,MN",44.964968,-93.274028,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,14:51,Olive
"308 BRYANT AVE N,Minneapolis,MN",44.981239,-93.29053,5,Near North,Sumner - Glenwood,2,3,01/16/2018,15:49,Olive
"1740 ADAMS ST NE,Minneapolis,MN",45.005833,-93.256281,1,Northeast,Logan Park,2,2,01/16/2018,15:03,Olive
"210 E 18TH ST ,Minneapolis,MN",44.965222999999995,-93.273889,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,14:51,Olive
"90 14TH AVE NE,Minneapolis,MN",45.000878,-93.270971,3,Northeast,Sheridan,2,2,01/16/2018,15:11,Olive
"124 14TH AVE NE,Minneapolis,MN",45.001478999999996,-93.269521,3,Northeast,Sheridan,2,2,01/16/2018,15:51,Olive
"556 HUMBOLDT AVE N,Minneapolis,MN",44.983121000000004,-93.29808299999999,5,Near North,Harrison,2,3,01/16/2018,15:20,Olive
"528 Bryant Ave N,Minneapolis,MN",44.983752,-93.29048399999999,5,Near North,Sumner - Glenwood,2,3,01/16/2018,15:48,Olive
"1726 ADAMS ST NE,Minneapolis,MN",45.005633,-93.256279,1,Northeast,Logan Park,2,2,01/16/2018,15:58,Olive
"354 14TH AVE NE,Minneapolis,MN",45.00182,-93.262152,3,Northeast,Sheridan,2,2,01/16/2018,15:11,Olive
"1224 JAMES AVE N,Minneapolis,MN",44.990815999999995,-93.300702,5,Near North,Near - North,2,1,01/16/2018,16:01,Olive
"2112 BRYANT AVE N,Minneapolis,MN",45.000674,-93.29105,5,Near North,Hawthorne,2,1,01/16/2018,16:03,Olive
"1122 5TH ST SE,Minneapolis,MN",44.982715,-93.238088,3,University,Marcy Holmes,2,4,01/16/2018,15:18,Olive
"1810 HUMBOLDT AVE S,Minneapolis,MN",44.965013,-93.298439,7,Calhoun Isle,Lowry Hill,2,3,01/16/2018,16:04,Olive
"214 8TH AVE SE,Minneapolis,MN",44.982002,-93.24551899999999,3,University,Marcy Holmes,2,4,01/16/2018,15:18,Olive
"1810 HUMBOLDT AVE S,Minneapolis,MN",44.965013,-93.298439,7,Calhoun Isle,Lowry Hill,2,3,01/16/2018,16:06,Olive
"2102 BRYANT AVE N,Minneapolis,MN",45.000321,-93.291048,5,Near North,Hawthorne,2,1,01/16/2018,16:02,Olive
"2326 BRYANT AVE N,Minneapolis,MN",45.003539,-93.290766,5,Near North,Hawthorne,2,1,01/16/2018,15:20,Olive
"146 19TH ST E,Minneapolis,MN",44.963955,-93.274497,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,16:07,Olive
"522 BRYANT AVE N,Minneapolis,MN",44.983608000000004,-93.29083,5,Near North,Sumner - Glenwood,2,3,01/16/2018,16:08,Olive
"1630 ADAMS ST NE,Minneapolis,MN",45.004985,-93.256564,1,Northeast,Logan Park,2,2,01/16/2018,16:09,Olive
"818 QUEEN AVE N,Minneapolis,MN",44.986866,-93.3094,5,Near North,Willard - Hay,2,1,01/16/2018,15:22,Olive
"2212 GIRARD AVE S,Minneapolis,MN",44.960347,-93.2973,7,Calhoun Isle,East Isles,2,3,01/16/2018,15:24,Olive
"604 8TH AVE SE,Minneapolis,MN",44.985904999999995,-93.242129,3,University,Marcy Holmes,2,4,01/16/2018,16:08,Olive
"1812 5TH ST NE,Minneapolis,MN",45.006852,-93.26034,1,Northeast,Holland,2,2,01/16/2018,16:12,Olive
"546 15TH AVE NE,Minneapolis,MN",45.003074,-93.25961600000001,3,Northeast,Sheridan,2,2,01/16/2018,13:25,Olive
"1320 ADAMS ST NE,Minneapolis,MN",45.001574,-93.256275,1,Northeast,Logan Park,2,2,01/16/2018,16:16,Olive
"336 16TH AVE NE,Minneapolis,MN",45.004002,-93.262621,3,Northeast,Sheridan,2,2,01/16/2018,15:25,Olive
"728 RUSSELL AVE N,Minneapolis,MN",44.985881,-93.311054,5,Near North,Willard - Hay,2,1,01/16/2018,15:44,Olive
"4210 BRYANT AVE N,Minneapolis,MN",45.031849,-93.290646,4,Camden,Webber - Camden,2,1,01/16/2018,16:14,Olive
"2420 JEFFERSON ST NE,Minneapolis,MN",45.012914,-93.25551800000001,1,Northeast,Holland,2,2,01/16/2018,15:45,Olive
"2900 BLOCK OF DEAN PARKWAY,Minneapolis,MN",44.951226,-93.316788,7,Calhoun Isle,Cedar - Isles - Dean,2,3,01/16/2018,16:18,Olive
"1840 33RD ST E,Minneapolis,MN",44.942933000000004,-93.246492,9,Powderhorn,Corcoran,2,6,01/16/2018,15:45,Olive
"3056 14TH AVE S,Minneapolis,MN",44.946715000000005,-93.25533399999999,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,15:45,Olive
"2308 ALDRICH AVE N,Minneapolis,MN",45.002984000000005,-93.289268,5,Near North,Hawthorne,2,1,01/16/2018,16:22,Olive
"2220 4TH AVE N,Minneapolis,MN",44.981768,-93.30934599999999,5,Near North,Harrison,2,3,01/16/2018,13:47,Olive
"412 8TH AVE SE,Minneapolis,MN",44.984075,-93.243415,3,University,Marcy Holmes,2,4,01/16/2018,16:21,Olive
"2218 MADISON ST NE,Minneapolis,MN",45.010605,-93.254595,1,Northeast,Holland,2,2,01/16/2018,15:46,Olive
"702 11TH AVE SE,Minneapolis,MN",44.985071000000005,-93.237305,3,University,Marcy Holmes,2,4,01/16/2018,16:26,Olive
"2718 BRYANT AVE N,Minneapolis,MN",45.008331,-93.290307,5,Near North,Hawthorne,2,1,01/16/2018,15:48,Olive
"2700 BLOCK OF DEAN PARKWAY,Minneapolis,MN",44.954364,-93.313373,7,Calhoun Isle,Cedar - Isles - Dean,2,3,01/16/2018,16:30,Olive
"522 BRYANT AVE N,Minneapolis,MN",44.983608000000004,-93.29083,5,Near North,Sumner - Glenwood,2,3,01/16/2018,16:33,Olive
"1714 STEVENS AVE S,Minneapolis,MN",44.965928000000005,-93.275643,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,16:30,Olive
"322 8TH AVE SE,Minneapolis,MN",44.983261999999996,-93.244078,3,University,Marcy Holmes,2,4,01/16/2018,16:34,Olive
"2900 BLOCK OF DEAN PARKWAY,Minneapolis,MN",44.951226,-93.316788,7,Calhoun Isle,Cedar - Isles - Dean,2,3,01/16/2018,16:36,Olive
"918 QUEEN AVE N,Minneapolis,MN",44.987509,-93.309345,5,Near North,Willard - Hay,2,1,01/16/2018,16:38,Olive
"4612 16TH AVE S,Minneapolis,MN",44.919174,-93.251388,11,Nokomis,Northrop,2,6,01/16/2018,15:50,Olive
"2410 34TH ST E,Minneapolis,MN",44.941548,-93.237087,9,Powderhorn,Corcoran,2,6,01/16/2018,16:40,Olive
"126 18TH ST E,Minneapolis,MN",44.9654,-93.27505,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,16:41,Olive
"2800 BLOCK OF DEAN PARKWAY,Minneapolis,MN",44.951838,-93.31760799999999,7,Calhoun Isle,Cedar - Isles - Dean,2,3,01/16/2018,16:43,Olive
"820 11TH AVE SE,Minneapolis,MN",44.986851,-93.236176,3,University,Marcy Holmes,2,4,01/16/2018,15:50,Olive
"400 LOGAN AVE N,Minneapolis,MN",44.981722,-93.302898,5,Near North,Harrison,2,3,01/16/2018,15:54,Olive
"812 33RD ST E,Minneapolis,MN",44.943339,-93.261725,9,Powderhorn,Powderhorn Park,2,6,01/16/2018,16:45,Olive
"1844 33RD ST E,Minneapolis,MN",44.942934,-93.24632199999999,9,Powderhorn,Corcoran,2,6,01/16/2018,15:53,Olive
"1860 36TH ST E,Minneapolis,MN",44.937906,-93.245695,9,Powderhorn,Corcoran,2,6,01/16/2018,15:53,Olive
"228 18TH ST E,Minneapolis,MN",44.965222,-93.273661,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,15:52,Olive
"214 18TH ST E,Minneapolis,MN",44.965222999999995,-93.273838,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,15:52,Olive
"2222 GIRARD AVE S,Minneapolis,MN",44.960131,-93.297308,7,Calhoun Isle,East Isles,2,3,01/16/2018,15:58,Olive
"1846 36TH ST E,Minneapolis,MN",44.937907,-93.24601,9,Powderhorn,Corcoran,2,6,01/16/2018,15:58,Olive
"4008 27TH AVE S,Minneapolis,MN",44.930057,-93.233385,12,Powderhorn,Standish,2,6,01/16/2018,15:57,Olive
"3130 28TH AVE S,Minneapolis,MN",44.946022,-93.231584,2,Longfellow,Longfellow,2,6,01/16/2018,15:56,Olive
"2830 39TH ST E,Minneapolis,MN",44.932455,-93.231706,12,Powderhorn,Standish,2,6,01/16/2018,16:00,Olive
"426 LOGAN AVE N,Minneapolis,MN",44.982471999999994,-93.302933,5,Near North,Harrison,2,3,01/16/2018,16:00,Olive
"2828 39TH ST E,Minneapolis,MN",44.932455,-93.23173100000001,12,Powderhorn,Standish,2,6,01/16/2018,16:00,Olive
"602 11TH AVE SE,Minneapolis,MN",44.984315,-93.238214,3,University,Marcy Holmes,2,4,01/16/2018,16:00,Olive
"4130 COLFAX AVE N,Minneapolis,MN",45.030678,-93.29166500000001,4,Camden,Webber - Camden,2,1,01/16/2018,15:48,Olive
"226 18TH ST E,Minneapolis,MN",44.965222,-93.273687,6,Central,Steven's Square - Loring Heights,2,3,01/16/2018,15:50,Olive
"1400 PARK AVE S,Minneapolis,MN",44.968678999999995,-93.265575,7,Central,Elliot Park,3,3,01/17/2018,06:32,Olive
"3033 KNOX AVE S,Minneapolis,MN",44.947199,-93.304311,10,Calhoun Isle,ECCO,3,5,01/17/2018,08:35,Olive
"3009 JAMES AVE S,Minneapolis,MN",44.947956,-93.303087,10,Calhoun Isle,ECCO,3,5,01/17/2018,08:38,Olive
"2223 3rd St N,Minneapolis,MN",45.002212,-93.283728,5,Near North,Hawthorne,3,1,01/17/2018,08:44,Olive
"2219 3RD ST N,Minneapolis,MN",45.002087,-93.28371700000001,5,Near North,Hawthorne,3,1,01/17/2018,08:46,Olive
"3037 JAMES AVE S ,Minneapolis,MN",44.947070000000004,-93.303051,10,Calhoun Isle,ECCO,3,5,01/17/2018,08:48,Olive
"847 LYNDALE PL,Minneapolis,MN",44.983462,-93.288678,5,Near North,Sumner - Glenwood,3,3,01/17/2018,08:50,Olive
"4029 14TH AVE S,Minneapolis,MN",44.929435,-93.254716,8,Powderhorn,Bancroft,3,6,01/17/2018,08:58,Olive
"209 3RD AVE SE,Minneapolis,MN",44.984963,-93.25263199999999,3,University,Marcy Holmes,3,4,01/17/2018,09:00,Olive
"301 3RD AVE SE,Minneapolis,MN",44.985782,-93.252127,3,University,Marcy Holmes,3,4,01/17/2018,09:01,Olive
"219 3RD AVE NE,Minneapolis,MN",44.990190999999996,-93.259345,3,Northeast,St. Anthony West,3,2,01/17/2018,09:02,Olive
"1785 COLFAX AVE S,Minneapolis,MN",44.9657,-93.291802,7,Calhoun Isle,Lowry Hill,3,3,01/17/2018,09:03,Olive
"747 LYNDALE PL,Minneapolis,MN",44.985975,-93.289248,5,Near North,Sumner - Glenwood,3,1,01/17/2018,09:05,Olive
"3945 14TH AVE S,Minneapolis,MN",44.930997999999995,-93.254644,8,Powderhorn,Bancroft,3,6,01/17/2018,09:13,Olive
"3035 James Avenue South,Minneapolis,MN",44.94715,-93.303395,10,Calhoun Isle,ECCO,3,5,01/17/2018,09:15,Olive
"725 ALDRICH AVE N,Minneapolis,MN",44.985419,-93.29006600000001,5,Near North,Sumner - Glenwood,3,1,01/17/2018,09:15,Olive
"203 4TH AVE NE,Minneapolis,MN",44.992065999999994,-93.26055500000001,3,Northeast,St. Anthony West,3,2,01/17/2018,09:15,Olive
"1909 COLFAX AVE S,Minneapolis,MN",44.963987,-93.29180799999999,7,Calhoun Isle,Lowry Hill,3,3,01/17/2018,09:17,Olive
"1771 BRYANT AVE S,Minneapolis,MN",44.96577,-93.290521,7,Calhoun Isle,Lowry Hill,3,3,01/17/2018,09:18,Olive
"3645 14TH AVE S,Minneapolis,MN",44.936094,-93.25466,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,09:19,Olive
"4511 14TH AVE S,Minneapolis,MN",44.921069,-93.25494499999999,11,Nokomis,Northrop,3,6,01/17/2018,09:20,Olive
"1927 COLFAX AVE S,Minneapolis,MN",44.963342,-93.291813,7,Calhoun Isle,Lowry Hill,3,3,01/17/2018,09:21,Olive
"2511 3RD ST N,Minneapolis,MN",45.005194,-93.283666,5,Near North,Hawthorne,3,1,01/17/2018,09:22,Olive
"3615 14TH AVE S,Minneapolis,MN",44.937264,-93.254666,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,09:23,Olive
"3401 HUMBOLDT AVE S ,Minneapolis,MN",44.941175,-93.300602,10,Calhoun Isle,ECCO,3,5,01/17/2018,09:25,Olive
"2603 3RD ST N,Minneapolis,MN",44.994181,-93.281878,5,Near North,Near - North,3,1,01/17/2018,09:24,Olive
"211 3RD AVE SE,Minneapolis,MN",44.985029,-93.25258000000001,3,University,Marcy Holmes,3,4,01/17/2018,09:26,Olive
"225 3RD AVE NE,Minneapolis,MN",44.990218,-93.25925699999999,3,Northeast,St. Anthony West,3,2,01/17/2018,09:27,Olive
"401 5TH AVE SE,Minneapolis,MN",44.985482,-93.248271,3,University,Marcy Holmes,3,4,01/17/2018,09:28,Olive
"415 2ND AVE SE,Minneapolis,MN",44.987726,-93.252584,3,University,Marcy Holmes,3,4,01/17/2018,09:29,Olive
"3421 HUMBOLDT AVE ,Minneapolis,MN",44.940573,-93.300497,10,Calhoun Isle,ECCO,3,5,01/17/2018,09:38,Olive
"3407 HUMBOLDT AVE S,Minneapolis,MN",44.941004,-93.300901,10,Calhoun Isle,ECCO,3,5,01/17/2018,09:41,Olive
"3315 Humboldt Avenue South,Minneapolis,MN",44.942392,-93.300579,10,Calhoun Isle,ECCO,3,5,01/17/2018,09:44,Olive
"25 OAK GROVE ST,Minneapolis,MN",44.966374,-93.27882,7,Central,Loring Park,3,3,01/17/2018,09:57,Olive
"905 ALDRICH AVE N,Minneapolis,MN",44.98793,-93.290965,5,Near North,Sumner - Glenwood,3,1,01/17/2018,09:59,Olive
"825 ALDRICH AVE N,Minneapolis,MN",44.98655,-93.29098,5,Near North,Sumner - Glenwood,3,1,01/17/2018,09:59,Olive
"227 5TH AVE NE,Minneapolis,MN",44.978701,-93.261477,3,Central,Downtown West,3,3,01/17/2018,10:00,Olive
"513 3RD VE NE,Minneapolis,MN",44.992488,-93.254593,3,Northeast,St. Anthony East,3,2,01/17/2018,10:00,Olive
"3543 4TH ST N,Minneapolis,MN",45.019731,-93.28531,4,Camden,McKinley,3,1,01/17/2018,10:01,Olive
"819 ALDRICH AVE N,Minneapolis,MN",44.986494,-93.290995,5,Near North,Sumner - Glenwood,3,1,01/17/2018,10:02,Olive
"209 7TH AVE NE,Minneapolis,MN",44.99505,-93.26284100000001,3,Northeast,St. Anthony West,3,2,01/17/2018,10:03,Olive
"821 ALDRICH AVE N,Minneapolis,MN",44.986513,-93.29099000000001,5,Near North,Sumner - Glenwood,3,1,01/17/2018,10:04,Olive
"3629 12TH AVE S,Minneapolis,MN",44.936656,-93.25717399999999,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,10:04,Olive
"3349 HUMBOLDT AVE S,Minneapolis,MN",44.941495,-93.300556,10,Calhoun Isle,ECCO,3,5,01/17/2018,10:05,Olive
"1917 COLFAX AVE S,Minneapolis,MN",44.963743,-93.291535,7,Calhoun Isle,Lowry Hill,3,3,01/17/2018,10:05,Olive
"425 6TH AVE SE,Minneapolis,MN",44.985503,-93.246806,3,University,Marcy Holmes,3,4,01/17/2018,10:05,Olive
"827 5TH AVE SE,Minneapolis,MN",44.989944,-93.24472800000001,3,University,Marcy Holmes,3,4,01/17/2018,10:06,Olive
"619 4TH AVE SE,Minneapolis,MN",44.988644,-93.24789,3,University,Marcy Holmes,3,4,01/17/2018,10:07,Olive
"321 3RD AVE SE,Minneapolis,MN",44.986255,-93.251914,3,University,Marcy Holmes,3,4,01/17/2018,10:08,Olive
"409 9TH ST SE,Minneapolis,MN",44.990497999999995,-93.245448,3,University,Marcy Holmes,3,4,01/17/2018,10:08,Olive
"725 LYNDALE PL,Minneapolis,MN",44.985894,-93.289236,5,Near North,Sumner - Glenwood,3,1,01/17/2018,10:09,Olive
"801 5TH AVE SE,Minneapolis,MN",44.989647,-93.245272,3,University,Marcy Holmes,3,4,01/17/2018,10:09,Olive
"713 BRYANT AVE N,Minneapolis,MN",44.985313,-93.291985,5,Near North,Sumner - Glenwood,3,1,01/17/2018,10:10,Olive
"4231 12TH AVE S,Minneapolis,MN",44.925895000000004,-93.257147,8,Nokomis,Northrop,3,6,01/17/2018,10:10,Olive
"2607 3RD ST N,Minneapolis,MN",45.006197,-93.283638,5,Near North,Hawthorne,3,1,01/17/2018,10:11,Olive
"1109 12TH AVE SE,Minneapolis,MN",44.991104,-93.23459,2,University,Como,3,4,01/17/2018,10:12,Olive
"2711 3RD ST N,Minneapolis,MN",45.007556,-93.283735,5,Near North,Hawthorne,3,1,01/17/2018,10:13,Olive
"319 6TH AVE SE,Minneapolis,MN",44.984640999999996,-93.24736899999999,3,University,Marcy Holmes,3,4,01/17/2018,10:14,Olive
"1921 COLFAX AVE S,Minneapolis,MN",44.963595,-93.291811,7,Calhoun Isle,Lowry Hill,3,3,01/17/2018,10:15,Olive
"1089 12TH AVE SE,Minneapolis,MN",44.990538,-93.23459100000001,2,University,Como,3,4,01/17/2018,10:13,Olive
"309 3RD AVE NE,Minneapolis,MN",44.991053,-93.258199,3,Northeast,St. Anthony West,3,2,01/17/2018,10:16,Olive
"305 3RD AVE SE,Minneapolis,MN",44.985876,-93.252161,3,University,Marcy Holmes,3,4,01/17/2018,10:16,Olive
"207 7TH AVE NE,Minneapolis,MN",44.99504,-93.26286999999999,3,Northeast,St. Anthony West,3,2,01/17/2018,10:17,Olive
"2715 41ST ST E,Minneapolis,MN",44.928701000000004,-93.233302,12,Powderhorn,Standish,3,6,01/17/2018,10:17,Olive
"3639 11TH AVE S,Minneapolis,MN",44.936791,-93.25874,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,10:18,Olive
"427 OAK GROVE ST,Minneapolis,MN",44.967804,-93.28591899999999,7,Central,Loring Park,3,3,01/17/2018,10:19,Olive
"213 3RD AVE SE,Minneapolis,MN",44.985095,-93.252528,3,University,Marcy Holmes,3,4,01/17/2018,10:18,Olive
"3737 12TH AVE S,Minneapolis,MN",44.934562,-93.257108,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,10:20,Olive
"103 14TH ST W,Minneapolis,MN",44.968789,-93.279349,7,Central,Loring Park,3,3,01/17/2018,10:20,Olive
"3103 Holmes Avenue South,Minneapolis,MN",44.947575,-93.299275,10,Calhoun Isle,ECCO,3,5,01/17/2018,10:21,Olive
"4015 13TH AVE S,Minneapolis,MN",44.930074,-93.255923,8,Powderhorn,Bancroft,3,6,01/17/2018,10:20,Olive
"4335 14TH AVE S,Minneapolis,MN",44.923966,-93.254948,11,Nokomis,Northrop,3,6,01/17/2018,10:21,Olive
"107 14TH ST W,Minneapolis,MN",44.968789,-93.27937,7,Central,Loring Park,3,3,01/17/2018,10:21,Olive
"203 14TH ST W,Minneapolis,MN",44.968712,-93.28124,7,Central,Loring Park,3,3,01/17/2018,10:22,Olive
"3909 13TH AVE S,Minneapolis,MN",44.931994,-93.255922,8,Powderhorn,Bancroft,3,6,01/17/2018,10:22,Olive
"103 14TH ST W,Minneapolis,MN",44.968789,-93.279349,7,Central,Loring Park,3,3,01/17/2018,10:23,Olive
"4145 12TH AVE S,Minneapolis,MN",44.927122999999995,-93.257166,8,Powderhorn,Bancroft,3,6,01/17/2018,10:23,Olive
"109 5TH ST NE,Minneapolis,MN",44.990281,-93.254423,3,University,Nicollet Island - East Bank,3,2,01/17/2018,10:24,Olive
"903 ALDRICH AVE N,Minneapolis,MN",44.987924,-93.290963,5,Near North,Sumner - Glenwood,3,1,01/17/2018,10:26,Olive
"1529 BRYANT AVE N,Minneapolis,MN",44.995053999999996,-93.291441,5,Near North,Near - North,3,1,01/17/2018,10:27,Olive
"3355 4TH ST N,Minneapolis,MN",45.016197999999996,-93.28541899999999,4,Camden,McKinley,3,1,01/17/2018,10:28,Olive
"217 5TH ST NE,Minneapolis,MN",44.991456,-93.25522,3,Northeast,St. Anthony East,3,2,01/17/2018,10:29,Olive
"3255 15TH AVE S,Minneapolis,MN",44.943117,-93.253427,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,10:30,Olive
"3837 14TH AVE S,Minneapolis,MN",44.933014,-93.254627,8,Powderhorn,Bancroft,3,6,01/17/2018,10:31,Olive
"3333 12TH AVE S,Minneapolis,MN",44.945663,-93.257553,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,10:32,Olive
"3537 11TH AVE S,Minneapolis,MN",44.9383,-93.258473,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,10:47,Olive
"1201 HUMBOLDT AVE N,Minneapolis,MN",44.990276,-93.29857700000001,5,Near North,Near - North,3,1,01/17/2018,10:52,Olive
"207 14TH ST W,Minneapolis,MN",44.968649,-93.28126400000001,7,Central,Loring Park,3,3,01/17/2018,09:38,Olive
"211 5TH ST NE,Minneapolis,MN",44.991483,-93.254739,3,Northeast,St. Anthony East,3,2,01/17/2018,10:53,Olive
"607 4TH ST NE,Minneapolis,MN",44.995344,-93.259316,3,Northeast,St. Anthony West,3,2,01/17/2018,10:54,Olive
"3141 Holmes Avenue South,Minneapolis,MN",44.945171,-93.29960200000001,10,Calhoun Isle,ECCO,3,5,01/17/2018,10:55,Olive
"717 6TH AVE SE,Minneapolis,MN",44.98847,-93.244068,3,University,Marcy Holmes,3,4,01/17/2018,10:55,Olive
"1421 GIRARD AVE N,Minneapolis,MN",44.993823,-93.29719,5,Near North,Near - North,3,1,01/17/2018,10:58,Olive
"1419 GIRARD AVE N,Minneapolis,MN",44.993753000000005,-93.29754100000001,5,Near North,Near - North,3,1,01/17/2018,10:59,Olive
"1415 GIRARD AVE N,Minneapolis,MN",44.993619,-93.297481,5,Near North,Near - North,3,1,01/17/2018,11:00,Olive
"807 34TH ST E,Minneapolis,MN",44.94121,-93.262498,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,11:01,Olive
"3351 4TH ST N,Minneapolis,MN",45.016143,-93.285418,4,Camden,McKinley,3,1,01/17/2018,11:02,Olive
"3749 10TH AVE S,Minneapolis,MN",44.934528,-93.259697,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,10:52,Olive
"309 7TH AVE SE,Minneapolis,MN",44.983682,-93.24633100000001,3,University,Marcy Holmes,3,4,01/17/2018,11:03,Olive
"4115 16TH AVE S,Minneapolis,MN",44.927128,-93.251049,8,Powderhorn,Bancroft,3,6,01/17/2018,11:04,Olive
"821 34TH ST E,Minneapolis,MN",44.941210999999996,-93.26231800000001,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,11:04,Olive
"105 5TH ST NE,Minneapolis,MN",44.990132,-93.254325,3,University,Nicollet Island - East Bank,3,2,01/17/2018,11:05,Olive
