Location,Latitude,Longitude,Neighborhood,Community,Ward,Day,Tow_Zone,Date,Time,Emergency
705 2ND AVE SE,44.9904899597,-93.250213623,Marcy Holmes,University,3,3,2,01/17/2018,00:00,Olive
321 3RD AVE SE,44.9863319397,-93.2516479492,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
323 3RD AVE SE,44.986408233599995,-93.2515792847,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
619 4TH AVE SE,44.9887733459,-93.2478790283,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
301 5TH AVE SE,44.9846916199,-93.2489700317,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
401 5TH AVE SE,44.985649108900006,-93.2482376099,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
801 5TH AVE SE,44.989616393999995,-93.2450714111,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
401 9TH ST SE,44.99063110350001,-93.24559021,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
819 6TH AVE SE,44.9894943237,-93.2433624268,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
815 6TH AVE SE,44.9893684387,-93.24347686770001,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
803 6TH AVE SE,44.9891242981,-93.2436599731,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
705 6TH AVE SE,44.9881706238,-93.2444076538,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
615 6TH AVE SE,44.9874801636,-93.2449645996,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
607 6TH AVE SE,44.987312316899995,-93.2450866699,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
529 6TH AVE SE,44.9867935181,-93.24549865719999,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
403 6TH AVE SE,44.9851989746,-93.2467346191,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
319 6TH AVE SE,44.984634399399994,-93.2472076416,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
215 7TH AVE SE,44.9829483032,-93.24671936040001,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
221 7TH AVE SE,44.983066558800004,-93.24668884280001,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
223 7TH AVE SE,44.9830932617,-93.246711731,Marcy Holmes,University,3,3,4,01/17/2018,00:00,Olive
3202 COLFAX AVE S,44.94449615479999,-93.2920227051,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3200 COLFAX AVE S,44.9445838928,-93.2919998169,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3112 COLFAX AVE S,44.9459648132,-93.29200744629999,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3040 COLFAX AVE S,44.94688797,-93.29200744629999,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3004 COLFAX AVE S,44.9479942322,-93.2919692993,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3000 COLFAX AVE S,44.9480400085,-93.29197692870001,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3002 ALDRICH AVE S,44.947933197,-93.2894515991,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3004 ALDRICH AVE S,44.9478912354,-93.2894287109,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3012 ALDRICH AVE S,44.947841644300006,-93.2894287109,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3014 ALDRICH AVE S,44.947803497299994,-93.2894515991,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3018 ALDRICH AVE S,44.9477157593,-93.2894515991,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3024 ALDRICH AVE S,44.9475021362,-93.2894363403,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3026 ALDRICH AVE S,44.94745254520001,-93.2894210815,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3030 ALDRICH AVE S,44.9472923279,-93.28946685790001,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3040 ALDRICH AVE S,44.9470214844,-93.2894515991,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3042 ALDRICH AVE S,44.946926116899995,-93.2894744873,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3044 ALDRICH AVE S,44.9468727112,-93.28949737549999,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3102 ALDRICH AVE S,44.9463844299,-93.2894363403,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3150 ALDRICH AVE S,44.9450073242,-93.2894210815,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3236 ALDRICH AVE S,44.9435539246,-93.2894821167,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3248 ALDRICH AVE S,44.9431877136,-93.28951263430001,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3404 ALDRICH AVE S,44.9411392212,-93.2895050049,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3408 ALDRICH AVE S,44.9409408569,-93.2895278931,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3444 ALDRICH AVE S,44.939891815200006,-93.2895507813,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3508 ALDRICH AVE S,44.9391479492,-93.28952026370001,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3516 ALDRICH AVE S,44.9389686584,-93.28952026370001,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3516 ALDRICH AVE S,44.938945770299995,-93.2895278931,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3026 KNOX AVE S,44.9474449158,-93.3046875,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3036 KNOX AVE S,44.947116851800004,-93.30470275879999,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3040 KNOX AVE S,44.946952819799996,-93.30472564700001,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3548 HOLMES AVE,44.937927246099996,-93.299659729,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3532 HOLMES AVE,44.938369751,-93.2996520996,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3512 HOLMES AVE,44.939117431599996,-93.29964447020001,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3510 HOLMES AVE,44.93932724,-93.2995910645,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3310 HOLMES AVE,44.9424552917,-93.2996520996,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3212 HOLMES AVE,44.944213867200006,-93.2995986938,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3148 HOLMES AVE,44.9449005127,-93.2996063232,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3128 HOLMES AVE,44.945510864300005,-93.2995758057,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3122 HOLMES AVE,44.945678710900005,-93.2995529175,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3120 HOLMES AVE,44.9457168579,-93.2995834351,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3118 HOLMES AVE,44.945781707799995,-93.2995834351,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3112 HOLMES AVE,44.945991516099994,-93.29956817629999,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3108 HOLMES AVE,44.9460945129,-93.2995834351,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3104 HOLMES AVE,44.9462547302,-93.2995758057,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3102 HOLMES AVE,44.9462547302,-93.2995758057,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3100 HOLMES AVE,44.9464645386,-93.29956817629999,ECCO,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3550 FREMONT AVE S,44.9379310608,-93.2958908081,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3508 FREMONT AVE S,44.939121246300004,-93.29591369629999,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3504 FREMONT AVE S,44.9392471313,-93.2959213257,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3448 FREMONT AVE S,44.939743041999996,-93.2959060669,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3430 FREMONT AVE S,44.940307617200006,-93.2958450317,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3422 FREMONT AVE S,44.9404563904,-93.29586029049999,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3416 FREMONT AVE S,44.940620422399995,-93.29588317870001,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3338 FREMONT AVE S,44.9417533875,-93.2958526611,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3336 FREMONT AVE S,44.9419250488,-93.2958297729,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3316 FREMONT AVE S,44.9423103333,-93.2958526611,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3300 FREMONT AVE S,44.9428062439,-93.29586029049999,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3248 FREMONT AVE S,44.943073272700005,-93.2958297729,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
3242 FREMONT AVE S,44.943298339799995,-93.2958526611,South Uptown,Calhoun Isle,10,2,5,01/16/2018,00:00,Olive
2304 JAMES AVE N,45.00233078,-93.30418396,Jordan,Near North,5,2,1,01/16/2018,00:00,Olive
2130 JAMES AVE N,45.0012016296,-93.3041381836,Jordan,Near North,5,2,1,01/16/2018,00:00,Olive
2606 KNOX AVE N,45.0061798096,-93.30187988280001,Jordan,Near North,5,2,1,01/16/2018,00:00,Olive
2612 KNOX AVE N,45.006359100299996,-93.3018722534,Jordan,Near North,5,2,1,01/16/2018,00:00,Olive
2616 KNOX AVE N,45.006500244099996,-93.30187988280001,Jordan,Near North,5,2,1,01/16/2018,00:00,Olive
2638 KNOX AVE N,45.0071792603,-93.3017654419,Jordan,Near North,5,2,1,01/16/2018,00:00,Olive
3006 KNOX AVE N,45.0134048462,-93.301902771,Folwell,Camden,4,2,1,01/16/2018,00:00,Olive
3222 KNOX AVE N,45.0140914917,-93.301902771,Folwell,Camden,4,2,1,01/16/2018,00:00,Olive
3344 KNOX AVE N,45.0163917542,-93.301902771,Folwell,Camden,4,2,1,01/16/2018,00:00,Olive
3438 KNOX AVE N,45.0179634094,-93.301902771,Folwell,Camden,4,2,1,01/16/2018,00:00,Olive
3620 LOGAN AVE N,45.021118164099995,-93.3032302856,Folwell,Camden,4,2,1,01/16/2018,00:00,Olive
3550 LOGAN AVE N,45.0200157166,-93.30325317379999,Folwell,Camden,4,2,1,01/16/2018,00:00,Olive
3530 LOGAN AVE N,45.0194549561,-93.3031997681,Folwell,Camden,4,2,1,01/16/2018,00:00,Olive
3324 LOGAN AVE N,45.015846252399996,-93.3031616211,Folwell,Camden,4,2,1,01/16/2018,00:00,Olive
3248 LOGAN AVE N,45.014778137200004,-93.3031616211,Folwell,Camden,4,2,1,01/16/2018,00:00,Olive
3022 LOGAN AVE N,45.0122032166,-93.3032073975,Jordan,Near North,5,2,1,01/16/2018,00:00,Olive
2908 LOGAN AVE N,45.00988388060001,-93.3031768799,Jordan,Near North,5,2,1,01/16/2018,00:00,Olive
2618 LOGAN AVE N,45.0065879822,-93.3031234741,Jordan,Near North,5,2,1,01/16/2018,00:00,Olive
3302 MORGAN AVE N,45.015125274700004,-93.30445098879999,Folwell,Camden,4,2,1,01/16/2018,00:00,Olive
3326 MORGAN AVE N,45.015781402600005,-93.30443573,Folwell,Camden,4,2,1,01/16/2018,00:00,Olive
3342 MORGAN AVE N,45.0162277222,-93.30443573,Folwell,Camden,4,2,1,01/16/2018,00:00,Olive
2800 NEWTON AVE N,45.0088233948,-93.3056869507,Jordan,Near North,5,2,1,01/16/2018,00:00,Olive
2654 OLIVER AVE N,45.0077095032,-93.306930542,Jordan,Near North,5,2,1,01/16/2018,00:00,Olive
2820 OLIVER AVE N,45.0093345642,-93.3069458008,Jordan,Near North,5,2,1,01/16/2018,00:00,Olive
2803 GIRARD AVE N,45.0088005066,-93.2968521118,Jordan,Near North,5,3,1,01/17/2018,00:00,Olive
2923 GIRARD AVE N,45.010402679399995,-93.2969055176,Jordan,Near North,5,3,1,01/17/2018,00:00,Olive
2917 GIRARD AVE N,45.0101585388,-93.29691314700001,Jordan,Near North,5,3,1,01/17/2018,00:00,Olive
2915 GIRARD AVE N,45.0101203918,-93.29689025879999,Jordan,Near North,5,3,1,01/17/2018,00:00,Olive
2935 GIRARD AVE N,45.0106277466,-93.2968444824,Jordan,Near North,5,3,1,01/17/2018,00:00,Olive
3509 GIRARD AVE N,45.0192146301,-93.2970962524,Folwell,Camden,4,3,1,01/17/2018,00:00,Olive
3549 GIRARD AVE N,45.0198516846,-93.296875,Folwell,Camden,4,3,1,01/17/2018,00:00,Olive
3723 GIRARD AVE N,45.0228843689,-93.2969055176,Folwell,Camden,4,3,1,01/17/2018,00:00,Olive
3737 GIRARD AVE N,45.023139953599994,-93.2969055176,Folwell,Camden,4,3,1,01/17/2018,00:00,Olive
609 44TH ST E,44.9233055115,-93.26722717290001,Regina,Nokomis,8,3,5,01/17/2018,00:00,Olive
613 45TH ST E,44.9215660095,-93.2667160034,Regina,Nokomis,8,3,5,01/17/2018,00:00,Olive
529 45TH ST E,44.921543121300004,-93.26801300049999,Regina,Nokomis,8,3,5,01/17/2018,00:00,Olive
525 45TH ST E,44.921543121300004,-93.2679977417,Regina,Nokomis,8,3,5,01/17/2018,00:00,Olive
415 45TH ST E,44.9215316772,-93.2696456909,Regina,Nokomis,8,3,5,01/17/2018,00:00,Olive
207 45TH ST E,44.921504974399994,-93.2736663818,Regina,Nokomis,8,3,5,01/17/2018,00:00,Olive
411 47TH ST E,44.917911529499996,-93.2699432373,Field,Nokomis,8,3,5,01/17/2018,00:00,Olive
501 47TH ST E,44.917919158900006,-93.26890563959999,Field,Nokomis,8,3,5,01/17/2018,00:00,Olive
1307 SHERIDAN AVE N,44.991847991899995,-93.31211853030001,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
1415 SHERIDAN AVE N,44.9937553406,-93.3121337891,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
1417 SHERIDAN AVE N,44.9938583374,-93.3121261597,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
1705 SHERIDAN AVE N,44.997131347700005,-93.3121337891,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
1813 SHERIDAN AVE N,44.9981155396,-93.31210327149999,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
1815 SHERIDAN AVE N,44.9981575012,-93.31214904790001,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
1925 SHERIDAN AVE N,44.999500274700004,-93.3120574951,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
2011 SHERIDAN AVE N,44.999908447299994,-93.3121261597,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
2211 SHERIDAN AVE N,45.0018768311,-93.31209564209999,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
1903 RUSSELL AVE N,44.9991073608,-93.3108291626,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
1819 RUSSELL AVE N,44.9982261658,-93.3108215332,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
1659 RUSSELL AVE N,44.996841430699995,-93.310798645,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
1649 RUSSELL AVE N,44.996704101599995,-93.31078338620001,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
1509 RUSSELL AVE N,44.9945297241,-93.31080627440001,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
1501 RUSSELL AVE N,44.9941635132,-93.310836792,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
1353 RUSSELL AVE N,44.9931602478,-93.310836792,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
1349 RUSSELL AVE N,44.9930915833,-93.31085968020001,Willard - Hay,Near North,5,3,1,01/17/2018,00:00,Olive
5828 ELLIOT AVE,44.9580421448,-93.26996612549999,Whittier,Phillips,6,2,3,01/16/2018,00:00,Olive
5744 ELLIOT AVE,44.8980827332,-93.2617797852,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
5602 ELLIOT AVE,44.901454925500005,-93.2616958618,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
5600 ELLIOT AVE,44.901702880900004,-93.2618103027,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
5202 ELLIOT AVE,44.9085464478,-93.2613525391,Hale,Nokomis,11,2,6,01/16/2018,00:00,Olive
5900 10TH AVE S,44.895843505900004,-93.26033782959999,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
6020 10TH AVE S,44.8936233521,-93.2603988647,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
6040 10TH AVE S,44.8929710388,-93.26044464110001,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
5420 11TH AVE S,44.9044494629,-93.2588424683,Hale,Nokomis,11,2,6,01/16/2018,00:00,Olive
5144 11TH AVE S,44.909309387200004,-93.2588195801,Hale,Nokomis,11,2,6,01/16/2018,00:00,Olive
5400 13TH AVE S,44.9051895142,-93.25630950930001,Hale,Nokomis,11,2,6,01/16/2018,00:00,Olive
5508 13TH AVE S,44.9030151367,-93.2564086914,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
5600 13TH AVE S,44.901550293,-93.25640106200001,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
5612 13TH AVE S,44.901176452600005,-93.25645446780001,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
5620 13TH AVE S,44.9008560181,-93.2564468384,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
6132 13TH AVE S,44.891269683800004,-93.2567520142,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
6130 13TH AVE S,44.891242981000005,-93.2567443848,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
6124 13TH AVE S,44.8914756775,-93.2567520142,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
6120 13TH AVE S,44.8915367126,-93.2567443848,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
6116 13TH AVE S,44.8917388916,-93.2567443848,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
6112 13TH AVE S,44.891929626499994,-93.25672912600001,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
6040 13TH AVE S,44.8928565979,-93.2566986084,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
6036 13TH AVE S,44.8929252625,-93.2566986084,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
6034 13TH AVE S,44.8930435181,-93.25673675540001,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
6036 14TH AVE S,44.893081665,-93.2553863525,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
5254 14TH AVE S,44.9071846008,-93.25498962399999,Hale,Nokomis,11,2,6,01/16/2018,00:00,Olive
5048 15TH AVE S,44.9111022949,-93.2537078857,Hale,Nokomis,11,2,6,01/16/2018,00:00,Olive
5506 15TH AVE S,44.903175354,-93.25379943850001,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
5508 15TH AVE S,44.903175354,-93.25379943850001,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
5700 16TH AVE S,44.8997573853,-93.25137329100001,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
5632 16TH AVE S,44.900512695299994,-93.25137329100001,Diamond Lake,Nokomis,11,2,6,01/16/2018,00:00,Olive
5632 16TH AVE S,44.9083480835,-93.25121307370001,Hale,Nokomis,11,2,6,01/16/2018,00:00,Olive
5158 17TH AVE S,44.9091339111,-93.2499160767,Hale,Nokomis,11,2,6,01/16/2018,00:00,Olive
5452 30TH AVE S,44.9037055969,-93.2297668457,Wenonah,Nokomis,11,2,6,01/16/2018,00:00,Olive
5444 30TH AVE S,44.9039154053,-93.22975158690001,Wenonah,Nokomis,11,2,6,01/16/2018,00:00,Olive
5200 29TH AVE S,44.908889770500004,-93.23101043700001,Keewaydin,Nokomis,12,2,6,01/16/2018,00:00,Olive
5504 29TH AVE S,44.903339386000006,-93.23109436040001,Wenonah,Nokomis,11,2,6,01/16/2018,00:00,Olive
5506 29TH AVE S,44.90313339229999,-93.23114776610001,Wenonah,Nokomis,11,2,6,01/16/2018,00:00,Olive
5756 27TH AVE S,44.8981704712,-93.2336730957,Wenonah,Nokomis,11,2,6,01/16/2018,00:00,Olive
5500 27TH AVE S,44.903301238999994,-93.23363494870001,Wenonah,Nokomis,11,2,6,01/16/2018,00:00,Olive
5500 26TH AVE S,44.9034461975,-93.23490142819999,Wenonah,Nokomis,11,2,6,01/16/2018,00:00,Olive
5528 26TH AVE S,44.902721405,-93.23489379879999,Wenonah,Nokomis,11,2,6,01/16/2018,00:00,Olive
5528 26TH AVE S,44.898639679,-93.2349777222,Wenonah,Nokomis,11,2,6,01/16/2018,00:00,Olive
5616 25TH AVE S,44.9009933472,-93.2361907959,Wenonah,Nokomis,11,2,6,01/16/2018,00:00,Olive
5640 23RD AVE S,44.9004974365,-93.23871612549999,Wenonah,Nokomis,11,2,6,01/16/2018,00:00,Olive
5716 STANDISH AVE S,44.8991088867,-93.2399597168,Wenonah,Nokomis,11,2,6,01/16/2018,00:00,Olive
5712 20TH AVE S,44.899047851599995,-93.24375915530001,Wenonah,Nokomis,11,2,6,01/16/2018,00:00,Olive
4536 32ND AVE S,44.9204368591,-93.2257385254,Ericsson,Nokomis,12,2,6,01/16/2018,00:00,Olive
4448 35TH AVE S,44.921749115,-93.22166442870001,Ericsson,Nokomis,12,2,6,01/16/2018,00:00,Olive
5128 45TH AVE S,44.9096107483,-93.2088470459,Minnehaha,Nokomis,12,2,6,01/16/2018,00:00,Olive
5604 45TH AVE S,44.9014053345,-93.2089157104,Morris Park,Nokomis,12,2,6,01/16/2018,00:00,Olive
5320 44TH AVE S,44.9064865112,-93.21013641360001,Minnehaha,Nokomis,12,2,6,01/16/2018,00:00,Olive
4400 59TH ST E,44.89636611939999,-93.21014404299999,Morris Park,Nokomis,12,2,6,01/16/2018,00:00,Olive
4408 59TH ST E,44.8963394165,-93.2099380493,Morris Park,Nokomis,12,2,6,01/16/2018,00:00,Olive
2203 5TH AVE S,44.9608268738,-93.26902771,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2213 5TH AVE S,44.960483551,-93.2690200806,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2227 5TH AVE S,44.9602165222,-93.2690353394,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2415 5TH AVE S,44.958297729499996,-93.2690353394,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2425 5TH AVE S,44.9581794739,-93.2690200806,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2429 5TH AVE S,44.9579734802,-93.2689666748,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2437 5TH AVE S,44.9577674866,-93.26901245120001,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2441 5TH AVE S,44.957607269300006,-93.2689971924,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2517 5TH AVE S,44.9567222595,-93.2689971924,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2527 5TH AVE S,44.9563369751,-93.2690200806,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2629 5TH AVE S,44.9545631409,-93.2690505981,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2807 5TH AVE S,44.9515457153,-93.2690353394,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2809 5TH AVE S,44.9515762329,-93.2689971924,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2939 CLINTON AVE S,44.9485626221,-93.2715454102,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2935 CLINTON AVE S,44.948921203599994,-93.2715148926,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2927 CLINTON AVE S,44.949096679700006,-93.2714538574,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2923 CLINTON AVE S,44.9492950439,-93.2714767456,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2911 CLINTON AVE S,44.9496383667,-93.27152252200001,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2905 3RD AVE S,44.949932098400005,-93.27285766600001,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2931 3RD AVE S,44.9491424561,-93.2728729248,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2939 3RD AVE S,44.9489097595,-93.27286529540001,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2945 OAKLAND AVE S,44.9487304688,-93.2664718628,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2933 OAKLAND AVE S,44.94910049439999,-93.26647949219999,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2909 OAKLAND AVE S,44.9498214722,-93.26647949219999,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2829 OAKLAND AVE S,44.951110839799995,-93.2664642334,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2809 OAKLAND AVE S,44.9514503479,-93.2664489746,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2717 OAKLAND AVE S,44.9532241821,-93.26644134520001,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2645 OAKLAND AVE S,44.9538536072,-93.2663955688,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2639 OAKLAND AVE S,44.954040527299995,-93.2664031982,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2549 OAKLAND AVE S,44.9558296204,-93.26636505129999,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2543 OAKLAND AVE S,44.955993652299995,-93.2663879395,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2303 ELLIOT AVE S,44.959907531700004,-93.26114654540001,Ventura Village,Phillips,6,3,3,01/17/2018,00:00,Olive
2427 ELLIOT AVE S,44.958320617700004,-93.26136779790001,Midtown Phillips,Phillips,9,3,3,01/17/2018,00:00,Olive
2807 13TH AVE S,44.9515838623,-93.25630950930001,Midtown Phillips,Phillips,9,3,3,01/17/2018,00:00,Olive
