Location,Latitude,Longitude,Ward,Neighborhood,Community,Tow_Zone,Day,Emergency,Date,Time
1212 6TH ST SE,44.982974,-93.236278,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
1204 6TH ST SE,44.983498,-93.236967,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
804 13TH AVE SE,44.985238,-93.23363,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
810 13TH AVE SE,44.985293,-93.233496,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
814 13TH AVE SE,44.985355,-93.233554,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
626 13TH AVE SE,44.983901,-93.234712,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
616 13TH AVE SE,44.983253999999995,-93.235196,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
614 13TH AVE SE,44.983379,-93.235033,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
610 13TH AVE SE,44.983375,-93.23507099999999,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
608 13TH AVE SE,44.983027,-93.235516,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
606 13TH AVE SE,44.982848,-93.23579699999999,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
604 13TH AVE SE,44.983154,-93.235283,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
602 13TH AVE SE,44.982906,-93.235401,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
326 12TH AVE SE,44.981534,-93.238624,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
324 12TH AVE SE,44.981551,-93.238754,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
322 12TH AVE SE,44.981477000000005,-93.238646,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
318 12TH AVE SE,44.981431,-93.23900400000001,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
316 12TH AVE SE,44.981241,-93.239148,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
314 12TH AVE SE,44.981272,-93.239102,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
312 12TH AVE SE,44.981165999999995,-93.239088,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
308 12TH AVE SE,44.981183,-93.239121,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
306 12TH AVE SE,44.981118,-93.239153,3,Marcy Holmes,University,4,2,Diamond Lake,03/11/2019,00:00
1927 4TH AVE S,44.963167999999996,-93.270445,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
1929 4TH AVE S,44.963176000000004,-93.27046899999999,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
1931 4TH AVE S,44.963259,-93.27050200000001,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
1901 4TH AVE S,44.963864,-93.270389,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
1827 4TH AVE S,44.963941999999996,-93.270441,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
1801 4TH AVE S,44.964978,-93.270315,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
209 17TH ST E,44.966132,-93.273887,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
135 17TH ST E,44.966143,-93.274963,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
127 17TH ST E,44.966163,-93.275196,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
115 17TH ST E,44.96615,-93.275931,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
117 17TH ST E,44.966055,-93.276055,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
119 17TH ST E,44.966124,-93.275524,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
121 17TH ST E,44.966165000000004,-93.275537,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
109 18TH ST E,44.965225,-93.275949,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
111 18TH ST E,44.96525,-93.275948,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
113 18TH ST E,44.965294,-93.275638,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
115 18TH ST E,44.96519,-93.27565899999999,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
127 18TH ST E,44.96525,-93.274901,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
147 18TH ST E,44.965173,-93.27431700000001,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
225 18TH ST E,44.965278999999995,-93.27318000000001,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
301 18TH ST E,44.965218,-93.272486,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
303 18TH ST E,44.965236,-93.272522,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
305 18TH ST E,44.965253999999995,-93.272534,6,Steven's Square - Loring Heights,Central,3,3,Diamond Lake,03/12/2019,00:00
819 17TH ST E,44.96693,-93.261806,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
821 17TH ST E,44.966691,-93.261472,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
825 17TH ST E,44.966714,-93.26141899999999,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
827 17TH ST E,44.966741,-93.261352,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
829 17TH ST E,44.96689,-93.261177,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1001 17TH ST E,44.966685999999996,-93.25976,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1003 17TH ST E,44.966782,-93.259799,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1005 17TH ST E,44.966632000000004,-93.25961,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1011 17TH ST E,44.966771,-93.25919499999999,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1013 17TH ST E,44.966842,-93.25898000000001,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1017 17TH ST E,44.966753999999995,-93.259015,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1021 17TH ST E,44.966814,-93.258922,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
819 13TH AVE S,44.968174,-93.256086,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
815 13TH AVE S,44.968161,-93.255932,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1117 15TH ST E,44.968156,-93.257572,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1115 15TH ST E,44.96802,-93.257663,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1113 15TH ST E,44.968039000000005,-93.257876,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1109 15TH ST E,44.96802,-93.25782199999999,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1107 15TH ST E,44.968016999999996,-93.257824,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1103 15TH ST E,44.968030999999996,-93.257922,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1101 15TH ST E,44.968022999999995,-93.25798,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1517 ELLIOT AVE,44.967427,-93.261332,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1601 ELLIOT AVE,44.967161,-93.260954,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1605 ELLIOT AVE,44.967023,-93.26093900000001,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1609 ELLIOT AVE,44.967013,-93.260962,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1611 ELLIOT AVE,44.967053,-93.260951,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1623 ELLIOT AVE,44.966905,-93.260806,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1627 ELLIOT AVE,44.966957,-93.260777,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1629 ELLIOT AVE,44.966671999999996,-93.26069100000001,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
919 15TH ST E,44.967905,-93.25999,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
915 15TH ST E,44.967855,-93.260141,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
913 15TH ST E,44.967892,-93.260326,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
907 15TH ST E,44.967936,-93.260715,6,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
607 15TH AVE NE,45.003068,-93.258771,3,Sheridan,Northeast,2,3,Diamond Lake,03/12/2019,00:00
337 16TH AVE NE,45.004224,-93.26255,3,Sheridan,Northeast,2,3,Diamond Lake,03/12/2019,00:00
115 14TH AVE NE,45.001403,-93.270176,3,Sheridan,Northeast,2,3,Diamond Lake,03/12/2019,00:00
105 14TH AVE NE,45.00141,-93.27038,3,Sheridan,Northeast,2,3,Diamond Lake,03/12/2019,00:00
305 12TH AVE NE,44.999871999999996,-93.264278,3,Sheridan,Northeast,2,3,Diamond Lake,03/12/2019,00:00
631 BUCHANAN ST NE,44.9961,-93.23965799999999,3,Beltrami,Northeast,2,3,Diamond Lake,03/12/2019,00:00
711 BUCHANAN ST NE,44.997284,-93.239695,3,Beltrami,Northeast,2,3,Diamond Lake,03/12/2019,00:00
711 BUCHANAN ST NE,44.997336,-93.239693,3,Beltrami,Northeast,2,3,Diamond Lake,03/12/2019,00:00
713 BUCHANAN ST NE,44.997423,-93.239688,3,Beltrami,Northeast,2,3,Diamond Lake,03/12/2019,00:00
731 BUCHANAN ST NE,44.997840000000004,-93.23971,3,Beltrami,Northeast,2,3,Diamond Lake,03/12/2019,00:00
735 BUCHANAN ST NE,44.998071,-93.239703,3,Beltrami,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1215 PIERCE ST NE,45.0002,-93.241006,1,Northeast Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1111 17TH AVE SE,44.991186,-93.228241,1,Como,University,4,3,Diamond Lake,03/12/2019,00:00
1085 17TH AVE SE,44.990346,-93.22824,1,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2013 5TH AVE S,44.962178,-93.268955,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
2111 5TH AVE S,44.962174,-93.268973,6,Ventura Village,Phillips,3,3,Diamond Lake,03/12/2019,00:00
3826 31ST ST W,44.946621,-93.32878000000001,13,West Calhoun,Calhoun Isle,3,2,Diamond Lake,03/11/2019,00:00
2850 COLUMBUS AVE S,44.950675,-93.263971,6,Phillips West,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2846 COLUMBUS AVE S,44.950874,-93.26397,6,Phillips West,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2844 COLUMBUS AVE S,44.95092,-93.263942,6,Phillips West,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2806 COLUMBUS AVE S,44.951571,-93.263941,6,Phillips West,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2022 OAKLAND AVE S,44.961795,-93.266449,6,Ventura Village,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2020 OAKLAND AVE S,44.961832,-93.266426,6,Ventura Village,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2018 OAKLAND AVE S,44.961997,-93.266448,6,Ventura Village,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2014 OAKLAND AVE S,44.962142,-93.26644499999999,6,Ventura Village,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2112 OAKLAND AVE S,44.961414000000005,-93.266439,6,Ventura Village,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2114 OAKLAND AVE S,44.9613,-93.26643299999999,6,Ventura Village,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2146 OAKLAND AVE S,44.961082,-93.26645,6,Ventura Village,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2204 OAKLAND AVE S,44.960522999999995,-93.266442,6,Phillips West,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2206 OAKLAND AVE S,44.960462,-93.266458,6,Phillips West,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2208 OAKLAND AVE S,44.960409999999996,-93.26644399999999,6,Phillips West,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2316 OAKLAND AVE S,44.959686,-93.266474,6,Phillips West,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2320 OAKLAND AVE S,44.95935,-93.266462,6,Phillips West,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2414 OAKLAND AVE S,44.958684999999996,-93.266463,6,Phillips West,Phillips,3,2,Diamond Lake,03/11/2019,00:00
2607 HUMBOLDT AVE N,45.006271999999996,-93.29811600000001,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2609 HUMBOLDT AVE N,45.006346,-93.29813,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2621 HUMBOLDT AVE N,45.006648999999996,-93.298117,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2627 HUMBOLDT AVE N,45.006856,-93.298152,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2637 HUMBOLDT AVE N,45.007142,-93.29812,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2639 HUMBOLDT AVE N,45.007257,-93.298124,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2651 HUMBOLDT AVE N,45.007564,-93.298138,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2649 HUMBOLDT AVE N,45.00755,-93.298125,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2811 HUMBOLDT AVE N,45.008924,-93.298136,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
3711 OAKLAND AVE S,44.935465,-93.26611199999999,8,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3715 OAKLAND AVE S,44.93544,-93.266154,8,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3715 OAKLAND AVE S,44.935287,-93.26626800000001,8,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3717 OAKLAND AVE S,44.935207,-93.266264,8,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3719 OAKLAND AVE S,44.935182,-93.26616700000001,8,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3721 OAKLAND AVE S,44.935033000000004,-93.266271,8,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3723 OAKLAND AVE S,44.934917999999996,-93.266328,8,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3733 OAKLAND AVE S,44.934562,-93.266165,8,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3735 OAKLAND AVE S,44.934517,-93.266177,8,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3737 OAKLAND AVE S,44.934326,-93.266238,8,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3739 OAKLAND AVE S,44.934248,-93.266287,8,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3745 OAKLAND AVE S,44.934185,-93.26626,8,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3747 OAKLAND AVE S,44.934248,-93.266136,8,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3749 OAKLAND AVE S,44.934159,-93.266529,8,Central,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3803 OAKLAND AVE S,44.933344,-93.266301,8,Bryant,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3805 OAKLAND AVE S,44.933344,-93.266301,8,Bryant,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3807 OAKLAND AVE S,44.933344,-93.266301,8,Bryant,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3825 OAKLAND AVE S,44.933301,-93.266192,8,Bryant,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3833 OAKLAND AVE S,44.933226,-93.266137,8,Bryant,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3835 OAKLAND AVE S,44.933106,-93.266258,8,Bryant,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3841 OAKLAND AVE S,44.932922,-93.266255,8,Bryant,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3923 OAKLAND AVE S,44.931492,-93.266425,8,Bryant,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3945 OAKLAND AVE S,44.931007,-93.26626999999999,8,Bryant,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3953 OAKLAND AVE S,44.930901,-93.266464,8,Bryant,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3955 OAKLAND AVE S,44.930801,-93.266379,8,Bryant,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
4009 OAKLAND AVE S,44.930077000000004,-93.26628000000001,8,Bryant,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
4033 OAKLAND AVE S,44.929404999999996,-93.266272,8,Bryant,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
1101 23RD AVE SE,44.991225,-93.220238,1,Como,University,4,3,Diamond Lake,03/12/2019,00:00
1103 23RD AVE SE,44.99119,-93.220229,1,Como,University,4,3,Diamond Lake,03/12/2019,00:00
1103 23RD AVE SE,44.991064,-93.220247,1,Como,University,4,3,Diamond Lake,03/12/2019,00:00
1089 23RD AVE SE,44.990708000000005,-93.220264,1,Como,University,4,3,Diamond Lake,03/12/2019,00:00
1073 23RD AVE SE,44.990146,-93.220311,1,Como,University,4,3,Diamond Lake,03/12/2019,00:00
1059 23RD AVE SE,44.99002,-93.220279,1,Como,University,4,3,Diamond Lake,03/12/2019,00:00
1061 23RD AVE SE,44.989969,-93.22028,1,Como,University,4,3,Diamond Lake,03/12/2019,00:00
1057 23RD AVE SE,44.989828,-93.220264,1,Como,University,4,3,Diamond Lake,03/12/2019,00:00
1207 23RD AVE SE,44.988871,-93.220293,1,Como,University,4,3,Diamond Lake,03/12/2019,00:00
855 23RD AVE SE,44.985382,-93.220321,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
863 23RD AVE SE,44.985551,-93.220316,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
869 23RD AVE SE,44.98574,-93.22029,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
871 23RD AVE SE,44.985864,-93.220352,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
891 23RD AVE SE,44.986437,-93.220354,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
893 23RD AVE SE,44.986575,-93.22034599999999,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2223 COLE AVE SE,44.986841,-93.2204,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2227 COLE AVE SE,44.986788,-93.22031899999999,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2229 COLE AVE SE,44.986717,-93.220178,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
831 24TH AVE SE,44.984629999999996,-93.21906700000001,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
833 24TH AVE SE,44.984660999999996,-93.219071,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
837 24TH AVE SE,44.984789,-93.21908,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
859 24TH AVE SE,44.985463,-93.219092,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
861 24TH AVE SE,44.985584,-93.219045,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
865 24TH AVE SE,44.985704,-93.21907,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2405 COLE AVE SE,44.985907,-93.218806,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
829 25TH AVE SE,44.984582,-93.217864,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
839 25TH AVE SE,44.984834,-93.21779599999999,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
841 25TH AVE SE,44.984856,-93.217787,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2501 COLE AVE SE,44.985219,-93.217607,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
117 10TH AVE NE,44.997499,-93.267071,3,St. Anthony West,Northeast,2,3,Diamond Lake,03/12/2019,00:00
121 11TH AVE NE,44.998525,-93.26756999999999,3,St. Anthony West,Northeast,2,3,Diamond Lake,03/12/2019,00:00
113 11TH AVE NE,44.998416999999996,-93.268079,3,St. Anthony West,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1335 JEFFERSON ST NE,45.001829,-93.254952,1,Logan Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1319 JEFFERSON ST NE,45.001651,-93.255013,1,Logan Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1323 JEFFERSON ST NE,45.001605,-93.255063,1,Logan Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1211 JEFFERSON ST NE,45.000202,-93.255022,1,Logan Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1125 JEFFERSON ST NE,44.999577,-93.25501899999999,1,Logan Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1315 JEFFERSON ST NE,45.001332,-93.25500799999999,1,Logan Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1211 ADAMS ST NE,45.000227,-93.25626,1,Logan Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1211 ADAMS ST NE,45.000187,-93.256227,1,Logan Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1207 ADAMS ST NE,44.999975,-93.256273,1,Logan Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1139 ADAMS ST NE,44.999772,-93.256312,1,Logan Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1107 ADAMS ST NE,44.999013,-93.256235,1,Logan Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1109 ADAMS ST NE,44.999118,-93.256253,1,Logan Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1741 ADAMS ST NE,45.006101,-93.256784,1,Logan Park,Northeast,2,3,Diamond Lake,03/12/2019,00:00
2211 7TH ST NE,45.010399,-93.257994,1,Holland,Northeast,2,3,Diamond Lake,03/12/2019,00:00
2639 7TH ST NE,45.016213,-93.257917,1,Holland,Northeast,2,3,Diamond Lake,03/12/2019,00:00
2423 6TH ST NE,45.012879999999996,-93.259136,1,Holland,Northeast,2,3,Diamond Lake,03/12/2019,00:00
2419 6TH ST NE,45.012777,-93.259125,1,Holland,Northeast,2,3,Diamond Lake,03/12/2019,00:00
2413 6TH ST NE,45.012606,-93.259119,1,Holland,Northeast,2,3,Diamond Lake,03/12/2019,00:00
2405 6TH ST NE,45.012397,-93.25914300000001,1,Holland,Northeast,2,3,Diamond Lake,03/12/2019,00:00
2327 6TH ST NE,45.011961,-93.259151,1,Holland,Northeast,2,3,Diamond Lake,03/12/2019,00:00
2311 6TH ST NE,45.011412,-93.25916099999999,1,Holland,Northeast,2,3,Diamond Lake,03/12/2019,00:00
2309 6TH ST NE,45.011388000000004,-93.259174,1,Holland,Northeast,2,3,Diamond Lake,03/12/2019,00:00
2215 6TH ST NE,45.010427,-93.25914499999999,1,Holland,Northeast,2,3,Diamond Lake,03/12/2019,00:00
2205 6TH ST NE,45.010155,-93.25914499999999,1,Holland,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1925 6TH ST NE,45.008303000000005,-93.258503,1,Holland,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1905 6TH ST NE,45.007641,-93.258499,1,Holland,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1823 6TH ST NE,45.007085,-93.25851,1,Holland,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1627 6TH ST NE,45.004884999999994,-93.258904,3,Sheridan,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1607 6TH ST NE,45.004348,-93.258894,3,Sheridan,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1605 6TH ST NE,45.004282,-93.258861,3,Sheridan,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1525 6TH ST NE,45.003724,-93.25888,3,Sheridan,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1329 6TH ST NE,45.001827,-93.258882,3,Sheridan,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1327 6TH ST NE,45.001612,-93.258892,3,Sheridan,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1319 6TH ST NE,45.0016,-93.25891700000001,3,Sheridan,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1317 6TH ST NE,45.001482,-93.258896,3,Sheridan,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1309 5TH ST NE,45.001436,-93.26025600000001,3,Sheridan,Northeast,2,3,Diamond Lake,03/12/2019,00:00
1845 33RD ST E,44.942935,-93.24613599999999,9,Corcoran,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
1847 33RD ST E,44.942856,-93.246363,9,Corcoran,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
1833 33RD ST E,44.943002,-93.246678,9,Corcoran,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
1547 33RD ST E,44.943063,-93.251079,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
1537 33RD ST E,44.942744,-93.251538,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
1535 33RD ST E,44.942939,-93.252269,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
1533 33RD ST E,44.942972,-93.252362,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
1529 34TH ST E,44.941456,-93.252206,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
1531 34TH ST E,44.941388,-93.252216,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
