Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Emergency,Day,Date,Time
2735 13TH AVE S,44.952534,-93.255986,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:20
5811 46TH AVE S,44.897752000000004,-93.207672,12,Nokomis,Morris Park,6,Howe,3,04/17/2018,11:21
3149 PILLSBURY AVE,44.944998,-93.28140400000001,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:21
3035 PLEASANT AVE,44.947178,-93.283027,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:21
2813 DELAWARE ST SE,44.970601,-93.218104,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:21
3245 37TH AVE S,44.943766,-93.219061,2,Longfellow,Longfellow,6,Howe,3,04/17/2018,11:22
3147 PILLSBURY AVE,44.945279,-93.28152299999999,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:22
3041 PLEASANT AVE,44.946946000000004,-93.283068,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:22
2617 13TH AVE S,44.955018,-93.25632900000001,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:22
1931 ALDRICH AVE S,44.963172,-93.289408,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:22
2837 DELAWARE ST SE,44.969747999999996,-93.217603,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:22
2845 DELAWARE ST SE,44.969919,-93.21761500000001,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:22
3019 LOGAN AVE N,45.012121,-93.30320400000001,5,Near North,Jordan,1,Howe,3,04/17/2018,11:22
3531 EMERSON AVE N,45.019486,-93.294531,4,Camden,Folwell,1,Howe,3,04/17/2018,11:22
3045 PLEASANT AVE,44.946842,-93.283041,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:23
1933 ALDRICH AVE S,44.963161,-93.28935200000001,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:23
109 WARWICK ST SE,44.964164000000004,-93.211524,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:23
3527 EMERSON AVE N,45.019428999999995,-93.29455899999999,4,Camden,Folwell,1,Howe,3,04/17/2018,11:23
3309 37TH AVE S,44.943119,-93.21913599999999,2,Longfellow,Longfellow,6,Howe,3,04/17/2018,11:24
619 32ND ST E,44.944924,-93.266648,9,Powderhorn,Central,5,Howe,3,04/17/2018,11:24
2827 GRAND AVE S,44.950328000000006,-93.284378,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,11:24
1935 ALDRICH AVE S,44.963091,-93.289323,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:24
105 WARWICK ST SE,44.964238,-93.21152,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:24
3215 THOMAS AVE N,45.01392,-93.313232,4,Camden,Cleveland,1,Howe,3,04/17/2018,11:24
2907 44TH AVE N,45.035421,-93.317757,4,Camden,Victory,1,Howe,3,04/17/2018,11:24
2605 13TH AVE S,44.955228999999996,-93.256,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:24
3141 PILLSBURY AVE,44.945355,-93.281544,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:25
2829 GRAND AVE S,44.950128,-93.28443100000001,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,11:25
1937 ALDRICH AVE S,44.963084,-93.28931899999999,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:25
101 WARWICK ST SE,44.964411,-93.211515,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:25
2951 LOGAN AVE N,45.011214,-93.30322199999999,5,Near North,Jordan,1,Howe,3,04/17/2018,11:25
3343 EMERSON AVE N,45.016493,-93.294566,4,Camden,Folwell,1,Howe,3,04/17/2018,11:25
3213 PLEASANT AVE,44.944294,-93.283048,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:26
3139 PILLSBURY AVE,44.945503,-93.281486,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:26
103 WARWICK ST SE,44.964211,-93.211525,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:26
651 SUMMER ST NE,44.995132,-93.25539599999999,3,Northeast,St. Anthony East,2,Howe,3,04/17/2018,11:26
2949 LOGAN AVE N,45.011155,-93.303208,5,Near North,Jordan,1,Howe,3,04/17/2018,11:26
3255 THOMAS AVE N,45.014832,-93.313485,4,Camden,Cleveland,1,Howe,3,04/17/2018,11:26
3341 EMERSON AVE N,45.016042999999996,-93.294413,4,Camden,Folwell,1,Howe,3,04/17/2018,11:26
3227 37TH ST E,44.935891,-93.228434,12,Longfellow,Howe,6,Howe,3,04/17/2018,11:27
3135 PILLSBURY AVE,44.945454999999995,-93.281499,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:27
2919 LOGAN AVE N,45.010239,-93.303212,5,Near North,Jordan,1,Howe,3,04/17/2018,11:27
3715 37TH AVE S,44.935583,-93.21921,12,Longfellow,Howe,6,Howe,3,04/17/2018,11:28
3229 37TH ST E,44.935932,-93.22815600000001,12,Longfellow,Howe,6,Howe,3,04/17/2018,11:28
3241 PLEASANT AVE,44.943553,-93.283064,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:28
3131 PILLSBURY AVE,44.945528,-93.28149499999999,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:28
2901 GRAND AVE S,44.950013,-93.28439,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,11:28
2007 ALDRICH AVE S,44.962294,-93.28925500000001,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:28
2913 LOGAN AVE N,45.010221,-93.303206,5,Near North,Jordan,1,Howe,3,04/17/2018,11:28
2221 13TH AVE S,44.960491,-93.255915,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,11:28
3129 PILLSBURY AVE,44.945869,-93.281215,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:29
3117 PILLSBURY AVE,44.945879,-93.281386,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:29
2011 ALDRICH AVE S,44.96225,-93.289324,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:29
3335 EMERSON AVE N,45.01615,-93.294411,4,Camden,Folwell,1,Howe,3,04/17/2018,11:29
3319 PLEASANT AVE,44.942322,-93.283057,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:30
3113 PILLSBURY AVE,44.946019,-93.28132,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:30
2015 ALDRICH AVE S,44.962192,-93.289358,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:30
3411 THOMAS AVE N,45.017374,-93.313603,4,Camden,Cleveland,1,Howe,3,04/17/2018,11:30
3111 PILLSBURY AVE,44.945951,-93.28145500000001,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:31
2905 GRAND AVE S,44.949940999999995,-93.284315,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,11:31
2211 14TH AVE S,44.960770000000004,-93.254954,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,11:31
2017 ALDRICH AVE S,44.961856,-93.28925100000001,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:31
2647 LOGAN AVE N,45.007533,-93.303196,5,Near North,Jordan,1,Howe,3,04/17/2018,11:31
1515 45TH AVE N,45.036612,-93.299875,4,Camden,Webber - Camden,1,Howe,3,04/17/2018,11:31
3109 PILLSBURY AVE,44.946082000000004,-93.281297,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:32
2019 ALDRICH AVE S,44.961694,-93.289334,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:32
917 19TH ST E,44.963893,-93.261618,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,11:32
2645 LOGAN AVE N,45.007411,-93.303188,5,Near North,Jordan,1,Howe,3,04/17/2018,11:32
3323 EMERSON AVE N,45.015724,-93.29426600000001,4,Camden,Folwell,1,Howe,3,04/17/2018,11:32
3323 EMERSON AVE N,45.015725,-93.294313,4,Camden,Folwell,1,Howe,3,04/17/2018,11:32
2221 14TH AVE S,44.960833,-93.25484499999999,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,11:32
2103 ALDRICH AVE S,44.96165,-93.289304,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:33
2021 ALDRICH AVE S,44.961690000000004,-93.289402,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:33
2643 LOGAN AVE N,45.007346000000005,-93.30318199999999,5,Near North,Jordan,1,Howe,3,04/17/2018,11:33
3553 THOMAS AVE N,45.020016,-93.31342,4,Camden,Cleveland,1,Howe,3,04/17/2018,11:33
5239 4TH ST N,45.050443,-93.28666899999999,4,Camden,Lind - Bohanon,1,Howe,3,04/17/2018,11:33
1313 23RD ST E,44.960145000000004,-93.255184,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,11:34
2635 LOGAN AVE N,45.007211,-93.303186,5,Near North,Jordan,1,Howe,3,04/17/2018,11:34
2733 LONGFELLOW AVE S,44.951986,-93.259552,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:35
1307 23RD ST E,44.959567,-93.25599799999999,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,11:35
71 ST MARYS AVE SE,44.969388,-93.219004,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:35
3315 EMERSON AVE N,45.015469,-93.294214,4,Camden,Folwell,1,Howe,3,04/17/2018,11:35
5255 4TH ST N,45.050882,-93.286666,4,Camden,Lind - Bohanon,1,Howe,3,04/17/2018,11:35
2121 ALDRICH AVE S,44.961197,-93.289312,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:36
69 ST MARYS AVE SE,44.969367999999996,-93.21891,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:36
2629 LOGAN AVE N,45.006894,-93.303207,5,Near North,Jordan,1,Howe,3,04/17/2018,11:36
3639 THOMAS AVE N,45.02158,-93.313482,4,Camden,Cleveland,1,Howe,3,04/17/2018,11:36
4107 37TH ST E,44.935834,-93.213657,12,Longfellow,Howe,6,Howe,3,04/17/2018,11:37
3043 PILLSBURY AVE,44.946853000000004,-93.281432,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:37
2203 ALDRICH AVE S,44.960807,-93.28949399999999,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:37
1717 TYLER ST NE,45.005528999999996,-93.246126,1,Northeast,Northeast Park,2,Howe,3,04/17/2018,11:37
2607 LOGAN AVE N,45.006296,-93.303196,5,Near North,Jordan,1,Howe,3,04/17/2018,11:37
3709 PLEASANT AVE,44.93565,-93.28309399999999,8,Southwest,King Field,5,Howe,3,04/17/2018,11:38
3045 PILLSBURY AVE,44.946884000000004,-93.281779,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:38
2735 LONGFELLOW AVE S,44.951986,-93.259552,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:38
3723 THOMAS AVE N,45.023209,-93.313261,4,Camden,Cleveland,1,Howe,3,04/17/2018,11:38
3009 34TH AVE S,44.94852,-93.22309399999999,2,Longfellow,Longfellow,4,Howe,3,04/17/2018,11:39
2625 14TH AVE S,44.954626,-93.25540500000001,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:39
2129 RIVER TER E,44.956457,-93.209378,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:39
2305 ALDRICH AVE S,44.960012,-93.28925699999999,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:39
2523 LOGAN AVE N,45.005904,-93.303242,5,Near North,Jordan,1,Howe,3,04/17/2018,11:39
3741 PLEASANT AVE,44.934463,-93.28308,8,Southwest,King Field,5,Howe,3,04/17/2018,11:40
3033 PILLSBURY AVE,44.947125,-93.281396,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:40
1819 POLK ST NE,45.006458,-93.245576,1,Northeast,Windom Park,2,Howe,3,04/17/2018,11:40
3759 THOMAS AVE N,45.023936,-93.31349499999999,4,Camden,Cleveland,1,Howe,3,04/17/2018,11:40
3743 PLEASANT AVE,44.934426,-93.28307099999999,8,Southwest,King Field,5,Howe,3,04/17/2018,11:41
3023 PILLSBURY AVE,44.947587,-93.281243,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:41
2737 LONGFELLOW AVE S,44.951986,-93.259552,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:41
2205 RIVER TERR. E,44.956246,-93.209124,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:41
2321 ALDRICH AVE S,44.959456,-93.289412,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:41
51 ST MARYS AVE SE,44.970015999999994,-93.21888,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:41
2515 LOGAN AVE N,45.005653,-93.303221,5,Near North,Jordan,1,Howe,3,04/17/2018,11:41
3745 PLEASANT AVE,44.934331,-93.283111,8,Southwest,King Field,5,Howe,3,04/17/2018,11:42
301 33RD ST E,44.943152000000005,-93.272727,9,Powderhorn,Central,5,Howe,3,04/17/2018,11:42
3019 PILLSBURY AVE,44.947616,-93.28126400000001,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:42
2915 14TH AVE S,44.949687,-93.254802,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:42
2209 RIVER TER E,44.956031,-93.208854,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:42
2207 RIVER TERR. E,44.956214,-93.209062,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:42
3017 PILLSBURY AVE,44.947624,-93.281273,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:43
2123 RIVER TER E,44.955858,-93.2086,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:43
2323 ALDRICH AVE S,44.959365000000005,-93.289419,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:43
2017 GARFIELD AVE S,44.962309999999995,-93.286699,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,11:43
3003 PILLSBURY AVE,44.948301,-93.281283,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:44
2739 LONGFELLOW AVE S,44.951986,-93.259552,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:44
2437 ALDRICH AVE S,44.957696,-93.289309,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:44
2725 ESSEX ST SE,44.970290999999996,-93.219132,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:44
2701 ESSEX ST SE,44.970432,-93.22000799999999,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:44
1219 OLIVER AVE N,44.99029,-93.307293,5,Near North,Near - North,1,Howe,3,04/17/2018,11:44
4819 6TH ST N,45.04267,-93.287873,4,Camden,Lind - Bohanon,1,Howe,3,04/17/2018,11:44
2703 ESSEX ST SE,44.970463,-93.219934,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:45
1917 46TH AVE N,45.038447,-93.305062,4,Camden,Webber - Camden,1,Howe,3,04/17/2018,11:45
2931 15TH AVE S,44.949076,-93.25344,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:45
3951 PLEASANT AVE,44.93077,-93.28313299999999,8,Southwest,King Field,5,Howe,3,04/17/2018,11:46
2741 LONGFELLOW AVE S,44.951986,-93.259552,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:46
615 22ND ST E,44.960893,-93.266725,6,Phillips,Phillips West,3,Howe,3,04/17/2018,11:46
2121 GARFIELD AVE S,44.961338,-93.286822,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,11:46
2403 POLK ST NE,45.012368,-93.245544,1,Northeast,Windom Park,2,Howe,3,04/17/2018,11:46
2549 ALDRICH AVE S,44.95597,-93.289294,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:47
2547 ALDRICH AVE S,44.956025,-93.289355,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:47
2707 ESSEX ST SE,44.970531,-93.220518,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:47
961 20TH AVE NE,45.008896,-93.245713,1,Northeast,Windom Park,2,Howe,3,04/17/2018,11:47
4819 6TH ST N,45.04267,-93.287873,4,Camden,Lind - Bohanon,1,Howe,3,04/17/2018,11:47
3225 BOSSEN TERR,44.900196,-93.224791,11,Nokomis,Wenonah,6,Howe,3,04/17/2018,11:48
9 37TH ST W,44.935921,-93.278839,8,Southwest,King Field,5,Howe,3,04/17/2018,11:48
3441 32ND AVE S,44.940037,-93.22554699999999,12,Longfellow,Howe,6,Howe,3,04/17/2018,11:48
2723 ESSEX ST SE,44.970341999999995,-93.21932,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:48
2713 ESSEX ST SE,44.970422,-93.219844,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:48
2801 15TH AVE S,44.951724,-93.25346400000001,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:48
4027 PLEASANT AVE,44.929614,-93.283112,8,Southwest,King Field,5,Howe,3,04/17/2018,11:49
1805 COLUMBUS AVE S,44.964923999999996,-93.263813,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,11:49
2721 ESSEX ST SE,44.970292,-93.21942800000001,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:49
2607 MORGAN AVE N,45.006285,-93.304454,5,Near North,Jordan,1,Howe,3,04/17/2018,11:49
959 20TH AVE NE,45.008918,-93.24578199999999,1,Northeast,Windom Park,2,Howe,3,04/17/2018,11:49
2617 ALDRICH AVE S,44.955132,-93.289407,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:50
913 22ND ST E,44.960893,-93.26054,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,11:50
2615 MORGAN AVE N,45.006436,-93.304387,5,Near North,Jordan,1,Howe,3,04/17/2018,11:50
7 37TH ST W,44.935925,-93.278797,8,Southwest,King Field,5,Howe,3,04/17/2018,11:51
2655 LONGFELLOW AVE S,44.951986,-93.259552,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:51
2615 ALDRICH AVE S,44.955090000000006,-93.289331,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:51
957 20TH AVE NE,45.008922,-93.245912,1,Northeast,Windom Park,2,Howe,3,04/17/2018,11:51
2611 ALDRICH AVE S,44.95519,-93.289348,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:52
2529 15TH AVE S,44.956322,-93.25344399999999,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:52
5745 BOSSEN TERR,44.898777,-93.226539,11,Nokomis,Wenonah,6,Howe,3,04/17/2018,11:53
2609 ALDRICH AVE S,44.955172,-93.289354,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:53
2605 ALDRICH AVE S,44.955403000000004,-93.289315,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:53
2601 GARFIELD AVE S,44.955438,-93.286776,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,11:53
155 26TH AVE SE,44.971688,-93.22120600000001,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:53
1705 TAYLOR ST NE,45.005266,-93.24356,1,Northeast,Northeast Park,2,Howe,3,04/17/2018,11:53
2647 MORGAN AVE N,45.007366999999995,-93.304393,5,Near North,Jordan,1,Howe,3,04/17/2018,11:53
2603 GARFIELD AVE S,44.955397999999995,-93.286679,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,11:54
2703 MORGAN AVE N,45.007874,-93.304396,5,Near North,Jordan,1,Howe,3,04/17/2018,11:54
927 22ND ST E,44.960916,-93.25986800000001,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,11:55
155 26TH AVE SE,44.971603,-93.22124000000001,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:55
2713 MORGAN AVE N,45.0082,-93.30443299999999,5,Near North,Jordan,1,Howe,3,04/17/2018,11:55
943 20TH AVE NE,45.008948,-93.246871,1,Northeast,Windom Park,2,Howe,3,04/17/2018,11:55
2423 15TH AVE S,44.958289,-93.253431,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:55
2619 LONGFELLOW AVE S,44.951986,-93.259552,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:56
2605 GARFIELD AVE S,44.955313000000004,-93.286773,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,11:56
3819 UPTON AVE N,45.024812,-93.314706,4,Camden,Victory,1,Howe,3,04/17/2018,11:56
4547 CAMDEN AVE N,45.038072,-93.289125,4,Camden,Lind - Bohanon,1,Howe,3,04/17/2018,11:56
3119 MORGAN AVE N,45.012918,-93.304428,5,Near North,Jordan,1,Howe,3,04/17/2018,11:57
2915 ALDRICH AVE S,44.949622999999995,-93.289428,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:58
2615 GARFIELD AVE S,44.954709,-93.286872,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,11:58
1205 22ND ST E,44.96091,-93.25693000000001,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,11:58
2913 ALDRICH AVE S,44.949696,-93.289366,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,11:59
2617 LONGFELLOW AVE S,44.951986,-93.259552,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,11:59
2911 ALDRICH AVE S,44.949768,-93.289357,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,12:00
2009 ALDRICH AVE S,44.949831,-93.289371,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,12:00
2617 LONGFELLOW AVE S,44.951986,-93.259552,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,12:00
941 20TH AVE NE,45.008933,-93.247002,1,Northeast,Windom Park,2,Howe,3,04/17/2018,12:00
2103 16TH AVE S,44.962655,-93.251076,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,12:00
2903 ALDRICH AVE S,44.949859000000004,-93.289369,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,12:01
4853 CAMDEN AVE N,45.043655,-93.289173,4,Camden,Lind - Bohanon,1,Howe,3,04/17/2018,12:01
7 39TH ST E,44.93233,-93.277271,8,Southwest,King Field,5,Howe,3,04/17/2018,12:02
9 39TH ST E,44.93233,-93.277262,8,Southwest,King Field,5,Howe,3,04/17/2018,12:02
2613 LONGFELLOW AVE S,44.951986,-93.259552,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,12:02
1507 22ND ST E,44.960923,-93.25322,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,12:02
939 20TH AVE NE,45.00894,-93.247112,1,Northeast,Windom Park,2,Howe,3,04/17/2018,12:02
3523 UPTON AVE N,45.019289,-93.31487,4,Camden,Cleveland,1,Howe,3,04/17/2018,12:02
4847 CAMDEN AVE N,45.043473,-93.289152,4,Camden,Lind - Bohanon,1,Howe,3,04/17/2018,12:02
2919 ALDRICH AVE S,44.949402,-93.28968499999999,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,12:03
1935 NEWTON AVE N,45.000231,-93.30546600000001,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,12:03
3519 UPTON AVE N,45.019277,-93.31481,4,Camden,Cleveland,1,Howe,3,04/17/2018,12:03
7 39TH ST W,44.932292,-93.278421,8,Southwest,King Field,5,Howe,3,04/17/2018,12:04
1527 22ND ST E,44.960941999999996,-93.25265999999999,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,12:04
5745 SANDER DR,44.898675,-93.225267,11,Nokomis,Wenonah,6,Howe,3,04/17/2018,12:05
2611 LONGFELLOW AVE S,44.951986,-93.259552,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,12:05
2715 16TH AVE S,44.953306,-93.250844,9,Phillips,East Phillips,3,Howe,3,04/17/2018,12:05
109 39TH ST W,44.93233,-93.280225,8,Southwest,King Field,5,Howe,3,04/17/2018,12:06
2917 ALDRICH AVE S,44.949475,-93.28948100000001,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,12:06
2625 GARFIELD AVE S,44.954667,-93.286829,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,12:06
603 18TH ST E,44.965140000000005,-93.26732700000001,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,12:06
5133 CAMDEN AVE N,45.048581,-93.28923,4,Camden,Lind - Bohanon,1,Howe,3,04/17/2018,12:06
2929 16TH AVE S,44.949401,-93.251226,9,Phillips,East Phillips,3,Howe,3,04/17/2018,12:07
2603 LONGFELLOW AVE S,44.951986,-93.259552,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,12:07
127 39TH ST W,44.932311999999996,-93.28081800000001,8,Southwest,King Field,5,Howe,3,04/17/2018,12:08
2921 ALDRICH AVE S,44.94908,-93.289424,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,12:08
1727 22ND ST E,44.960908,-93.24914799999999,9,Phillips,East Phillips,3,Howe,3,04/17/2018,12:08
3011 UPTON AVE N,45.01175,-93.314625,4,Near North,Jordan,1,Howe,3,04/17/2018,12:08
721 48TH ST W,44.915954,-93.289353,13,Southwest,Lynnhurst,5,Howe,3,04/17/2018,12:09
135 39TH ST W,44.932311999999996,-93.281281,8,Southwest,King Field,5,Howe,3,04/17/2018,12:09
5749 33RD AVE S,44.898569,-93.224236,11,Nokomis,Wenonah,6,Howe,3,04/17/2018,12:10
2927 ALDRICH AVE S,44.948888000000004,-93.28938199999999,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,12:10
2925 ALDRICH AVE S,44.948896000000005,-93.289327,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,12:10
2735 GARFIELD AVE S,44.952595,-93.286735,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,12:10
305 22ND ST W,44.960914,-93.283364,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,12:11
643 18TH ST E,44.965152,-93.265574,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,12:11
2115 OLIVER AVE N,45.001146999999996,-93.30688,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,12:11
2645 17TH AVE S,44.953918,-93.249584,9,Phillips,East Phillips,3,Howe,3,04/17/2018,12:11
5731 33RD AVE S,44.899117,-93.224047,11,Nokomis,Wenonah,6,Howe,3,04/17/2018,12:12
3007 47TH AVE S,44.947996,-93.206358,2,Longfellow,Cooper,6,Howe,3,04/17/2018,12:12
639 18TH ST E,44.965165,-93.265785,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,12:12
2309 BUCHANAN ST NE,45.012338,-93.239708,1,Northeast,Windom Park,2,Howe,3,04/17/2018,12:12
2937 ALDRICH AVE S,44.948734,-93.289373,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,12:13
2935 ALDRICH AVE S,44.948771,-93.289379,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,12:13
2817 GARFIELD AVE S,44.95125,-93.28671899999999,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,12:13
4835 ALDRICH AVE N,45.043135,-93.290448,4,Camden,Lind - Bohanon,1,Howe,3,04/17/2018,12:13
2941 ALDRICH AVE S,44.94854,-93.289345,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,12:14
