Location,Latitude,Longitude,Ward,Neighborhood,Community,Tow_Zone,Day,Emergency,Date,Time
3RD AVE SE,44.985984,-93.251823,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
3RD ST N,45.012665000000005,-93.28335200000001,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
3RD ST N,45.012622,-93.283348,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
12TH AVE SE,44.988890000000005,-93.234584,2,Como,University,4,2,Armatage,02/25/2019,00:00
SPRUCE PLACE,44.967027,-93.28087,7,Loring Park,Central,3,2,Armatage,02/25/2019,00:00
25TH AVE S,44.934513,-93.23595,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
ALDRICH AVE N,44.986171,-93.29102900000001,5,Sumner - Glenwood,Near North,1,2,Armatage,02/25/2019,00:00
BRYANT AVE S,44.964139,-93.291812,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
15TH AVE S,44.917112,-93.25363399999999,11,Northrop,Nokomis,6,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.962063,-93.271518,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
PILLSBURY AVE,44.928065000000004,-93.281862,8,King Field,Southwest,5,2,Armatage,02/25/2019,00:00
32ND ST W,44.944792,-93.279127,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
FAIRMOUNT ST SE,44.986088,-93.221688,2,Como,University,4,2,Armatage,02/25/2019,00:00
NEWTON AVE S,44.961152,-93.305817,7,Kenwood,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
WENTWORTH AVE S,44.921116999999995,-93.280516,8,King Field,Southwest,5,2,Armatage,02/25/2019,00:00
HUMBOLDT AVE S,44.945514,-93.300896,10,ECCO,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
HUMBOLDT AVE S,44.94536,-93.301017,10,ECCO,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
12TH AVE SE,44.988653,-93.234599,2,Como,University,4,2,Armatage,02/25/2019,00:00
GRAND ST NE,45.003015000000005,-93.270136,3,Sheridan,Northeast,2,2,Armatage,02/25/2019,00:00
32ND ST W,44.94478,-93.27918100000001,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
ALDRICH AVE N,44.986446,-93.291016,5,Sumner - Glenwood,Near North,1,2,Armatage,02/25/2019,00:00
BRYANT AVE S,44.964155,-93.291838,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
15TH AVE S,44.916402000000005,-93.253711,11,Northrop,Nokomis,6,2,Armatage,02/25/2019,00:00
14TH AVE S,44.930106,-93.254942,8,Bancroft,Powderhorn,6,2,Armatage,02/25/2019,00:00
35TH AVE NE,45.029522,-93.238125,1,Waite Park,Northeast,2,2,Armatage,02/25/2019,00:00
5TH AVE S,44.958638,-93.268794,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
QUEEN AVE N,45.004277,-93.307905,5,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.963892,-93.283174,7,Steven's Square - Loring Heights,Central,3,2,Armatage,02/25/2019,00:00
SPRUCE PLACE,44.967583000000005,-93.280727,7,Loring Park,Central,3,2,Armatage,02/25/2019,00:00
32ND ST W,44.944794,-93.279374,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
32ND ST W,44.944769,-93.279259,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
BRYANT AVE S,44.963625,-93.291927,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
FAIRMOUNT ST SE,44.986067,-93.222064,2,Como,University,4,2,Armatage,02/25/2019,00:00
5TH AVE S,44.958518,-93.26881,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
3RD AVE SE,44.987839,-93.250196,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.963304,-93.283369,7,Steven's Square - Loring Heights,Central,3,2,Armatage,02/25/2019,00:00
12TH AVE SE,44.988251,-93.23463100000001,2,Como,University,4,2,Armatage,02/25/2019,00:00
12TH AVE SE,44.98826,-93.234633,2,Como,University,4,2,Armatage,02/25/2019,00:00
25TH AVE S,44.928523999999996,-93.235973,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
BRYANT AVE S,44.963755,-93.291697,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
NEWTON AVE S,44.961728,-93.306364,7,Kenwood,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
15TH AVE S,44.91538,-93.253867,11,Northrop,Nokomis,6,2,Armatage,02/25/2019,00:00
14TH AVE S,44.929648,-93.254965,8,Bancroft,Powderhorn,6,2,Armatage,02/25/2019,00:00
59TH ST E,44.896334,-93.266988,11,Diamond Lake,Nokomis,5,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.963444,-93.283422,7,Steven's Square - Loring Heights,Central,3,2,Armatage,02/25/2019,00:00
32ND ST W,44.944792,-93.279877,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
HUMBOLDT AVE S,44.942918,-93.300924,10,ECCO,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
32ND ST E,44.920693,-93.246113,12,Ericsson,Nokomis,6,2,Armatage,02/25/2019,00:00
VINCENT AVE N,44.992242,-93.315922,5,Willard - Hay,Near North,1,2,Armatage,02/25/2019,00:00
3RD AVE SE,44.988127,-93.250055,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
32ND ST W,44.944767999999996,-93.28009899999999,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
BRYANT AVE S,44.963538,-93.291702,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
FAIRMOUNT ST SE,44.986061,-93.223648,2,Como,University,4,2,Armatage,02/25/2019,00:00
14TH AVE S,44.929052,-93.254952,8,Bancroft,Powderhorn,6,2,Armatage,02/25/2019,00:00
VINCENT AVE N,44.992013,-93.315899,5,Willard - Hay,Near North,1,2,Armatage,02/25/2019,00:00
3RD AVE SE,44.98822,-93.25007099999999,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
GIRARD AVE N,45.00829,-93.29683,5,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.962983,-93.283345,7,Steven's Square - Loring Heights,Central,3,2,Armatage,02/25/2019,00:00
12TH AVE SE,44.987324,-93.23465300000001,2,Como,University,4,2,Armatage,02/25/2019,00:00
SPRUCE PLACE,44.967967,-93.28093199999999,7,Loring Park,Central,3,2,Armatage,02/25/2019,00:00
GRAND ST NE,45.002016,-93.269599,3,Sheridan,Northeast,2,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.961727,-93.27152099999999,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
5TH AVE S,44.95797,-93.268724,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
26TH AVE S,44.929889,-93.23468000000001,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
DUPONT AVE S,44.963228,-93.292955,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
FAIRMOUNT ST SE,44.986042,-93.224582,2,Como,University,4,2,Armatage,02/25/2019,00:00
3RD AVE NE,44.990194,-93.26079399999999,3,St. Anthony West,Northeast,2,2,Armatage,02/25/2019,00:00
15TH AVE S,44.920482,-93.253534,11,Northrop,Nokomis,6,2,Armatage,02/25/2019,00:00
VINCENT AVE N,44.991696999999995,-93.31589,5,Willard - Hay,Near North,1,2,Armatage,02/25/2019,00:00
QUEEN AVE N,45.012609999999995,-93.312348,4,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
3RD AVE SE,44.989288,-93.248953,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
GRAND ST NE,45.001723999999996,-93.269355,3,Sheridan,Northeast,2,2,Armatage,02/25/2019,00:00
26TH AVE S,44.931366,-93.23467099999999,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
DUPONT AVE S,44.963537,-93.292987,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
QUEEN AVE N,45.012609999999995,-93.312348,4,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
32ND ST W,44.944777,-93.280385,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
12TH AVE SE,44.987119,-93.234629,2,Como,University,4,2,Armatage,02/25/2019,00:00
SPRUCE PLACE,44.968266,-93.28111700000001,7,Loring Park,Central,3,2,Armatage,02/25/2019,00:00
GRAND ST NE,45.00155,-93.26923599999999,3,Sheridan,Northeast,2,2,Armatage,02/25/2019,00:00
ALDRICH AVE N,44.987072999999995,-93.29084,5,Sumner - Glenwood,Near North,1,2,Armatage,02/25/2019,00:00
QUEEN AVE S,44.962759000000005,-93.30986899999999,7,Kenwood,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
41ST ST E,44.928543,-93.23350400000001,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
3RD AVE NE,44.990213,-93.260761,3,St. Anthony West,Northeast,2,2,Armatage,02/25/2019,00:00
15TH AVE S,44.920984999999995,-93.25352,11,Northrop,Nokomis,6,2,Armatage,02/25/2019,00:00
14TH AVE S,44.924436,-93.254991,11,Northrop,Nokomis,6,2,Armatage,02/25/2019,00:00
HUMBOLDT AVE S,44.942549,-93.300751,10,ECCO,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
5TH AVE S,44.957917,-93.268816,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
QUEEN AVE N,45.012609999999995,-93.312348,4,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
4TH AVE SE,44.988787,-93.247485,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
GIRARD AVE N,45.008764,-93.296852,5,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
32ND ST W,44.944774,-93.28058100000001,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
BROOK AVE SE,44.986956,-93.23438399999999,2,Como,University,4,2,Armatage,02/25/2019,00:00
41ST ST E,44.928771999999995,-93.233285,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
3RD AVE NE,44.990232,-93.260704,3,St. Anthony West,Northeast,2,2,Armatage,02/25/2019,00:00
LONGFELLOW AVE S,44.92195,-93.246306,12,Ericsson,Nokomis,6,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.961591999999996,-93.271525,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
5TH AVE S,44.957840999999995,-93.268781,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
GIRARD AVE N,45.008787,-93.29683399999999,5,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
32ND ST W,44.944777,-93.280674,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
GRAND ST NE,45.001246,-93.269032,3,Sheridan,Northeast,2,2,Armatage,02/25/2019,00:00
DUPONT AVE S,44.964199,-93.293012,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
HUMBOLDT AVE S,44.941668,-93.300937,10,ECCO,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
3RD AVE NE,44.990247,-93.260649,3,St. Anthony West,Northeast,2,2,Armatage,02/25/2019,00:00
35TH AVE NE,45.029509000000004,-93.236807,1,Waite Park,Northeast,2,2,Armatage,02/25/2019,00:00
5TH AVE S,44.9578,-93.268776,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
32ND ST W,44.944753999999996,-93.280744,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.963856,-93.283101,7,Steven's Square - Loring Heights,Central,3,2,Armatage,02/25/2019,00:00
SPRUCE PLACE,44.968509000000005,-93.28099300000001,7,Loring Park,Central,3,2,Armatage,02/25/2019,00:00
QUEEN AVE S,44.962920000000004,-93.309703,7,Kenwood,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
41ST ST E,44.928605,-93.232363,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
3RD AVE NE,44.990295,-93.26052800000001,3,St. Anthony West,Northeast,2,2,Armatage,02/25/2019,00:00
14TH AVE S,44.923992,-93.254975,11,Northrop,Nokomis,6,2,Armatage,02/25/2019,00:00
GIRARD AVE N,45.009206,-93.29684,5,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
32ND ST W,44.944774,-93.280978,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
BROOK AVE SE,44.986985,-93.23386500000001,2,Como,University,4,2,Armatage,02/25/2019,00:00
GRAND ST NE,45.001007,-93.268898,3,Sheridan,Northeast,2,2,Armatage,02/25/2019,00:00
DUPONT AVE S,44.965596999999995,-93.293099,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
FAIRMOUNT ST SE,44.986028999999995,-93.225928,2,Como,University,4,2,Armatage,02/25/2019,00:00
41ST ST E,44.928562,-93.232678,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
HUMBOLDT AVE S,44.940996999999996,-93.30090600000001,10,ECCO,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
3RD AVE NE,44.990327,-93.260428,3,St. Anthony West,Northeast,2,2,Armatage,02/25/2019,00:00
HUMBOLDT AVE S,44.940909999999995,-93.300874,10,ECCO,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
OAK GROVE ST,44.96648,-93.278979,7,Loring Park,Central,3,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.961504,-93.271493,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
4TH AVE SE,44.986846,-93.249512,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.919346000000004,-93.279168,11,Tangletown,Southwest,5,2,Armatage,02/25/2019,00:00
32ND ST W,44.944781,-93.28109,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
BROOK AVE SE,44.987001,-93.233784,2,Como,University,4,2,Armatage,02/25/2019,00:00
SPRUCE PLACE,44.969107,-93.28097,7,Loring Park,Central,3,2,Armatage,02/25/2019,00:00
26TH AVE S,44.938748,-93.234689,9,Corcoran,Powderhorn,6,2,Armatage,02/25/2019,00:00
26TH AVE S,44.93867,-93.234707,9,Corcoran,Powderhorn,6,2,Armatage,02/25/2019,00:00
DUPONT AVE S,44.965907,-93.292869,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
QUEEN AVE S,44.963046000000006,-93.30986899999999,7,Kenwood,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
15TH AVE S,44.930049,-93.253899,8,Bancroft,Powderhorn,6,2,Armatage,02/25/2019,00:00
OAK GROVE ST,44.966485999999996,-93.27905600000001,7,Loring Park,Central,3,2,Armatage,02/25/2019,00:00
4TH ST N,45.021848,-93.284992,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
32ND ST W,44.944771,-93.281165,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
LONGFELLOW AVE S,44.923229,-93.24623299999999,12,Ericsson,Nokomis,6,2,Armatage,02/25/2019,00:00
OAK GROVE ST,44.966482,-93.279126,7,Loring Park,Central,3,2,Armatage,02/25/2019,00:00
QUEEN AVE N,45.012609999999995,-93.312348,4,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
4TH AVE SE,44.9868,-93.24949699999999,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.92018,-93.279208,8,King Field,Southwest,5,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.950944,-93.283022,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
44TH AVE N,45.035472,-93.291057,4,Lind - Bohanon,Camden,1,2,Armatage,02/25/2019,00:00
5TH AVE S,44.956964,-93.26926800000001,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
SPRUCE PLACE,44.969136,-93.280961,7,Loring Park,Central,3,2,Armatage,02/25/2019,00:00
ALDRICH AVE N,44.98819,-93.29101899999999,5,Sumner - Glenwood,Near North,1,2,Armatage,02/25/2019,00:00
15TH AVE S,44.93122,-93.25352600000001,8,Bancroft,Powderhorn,6,2,Armatage,02/25/2019,00:00
QUEEN AVE N,45.012609999999995,-93.312348,4,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
5TH AVE SE,44.984624,-93.248805,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
4TH ST N,45.021139,-93.284982,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
14TH AVE SE,44.988009000000005,-93.232052,2,Como,University,4,2,Armatage,02/25/2019,00:00
EMERSON AVE S,44.965381,-93.294519,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
FAIRMOUNT ST SE,44.986036,-93.226261,2,Como,University,4,2,Armatage,02/25/2019,00:00
40TH ST E,44.930444,-93.227621,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.920137,-93.27132399999999,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
15TH AVE S,44.931306,-93.253514,8,Bancroft,Powderhorn,6,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.9604,-93.27152,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.922115999999995,-93.27923299999999,8,King Field,Southwest,5,2,Armatage,02/25/2019,00:00
4TH ST N,45.020996999999994,-93.284993,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.951145000000004,-93.283126,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
5TH AVE S,44.95727,-93.268638,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
SHERIDAN AVE S,44.961625,-93.312901,7,Kenwood,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
3RD AVE NE,44.993546,-93.251896,3,St. Anthony East,Northeast,2,2,Armatage,02/25/2019,00:00
5TH AVE SE,44.985191,-93.248492,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.922699,-93.279426,8,King Field,Southwest,5,2,Armatage,02/25/2019,00:00
GIRARD AVE N,45.010748,-93.296838,5,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
14TH AVE SE,44.988251,-93.232049,2,Como,University,4,2,Armatage,02/25/2019,00:00
SPRUCE PLACE,44.969232,-93.28085,7,Loring Park,Central,3,2,Armatage,02/25/2019,00:00
MAIN ST NE,45.000675,-93.267658,3,Sheridan,Northeast,2,2,Armatage,02/25/2019,00:00
EMERSON AVE S,44.964044,-93.294275,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.920379,-93.27153,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.920019,-93.271475,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.960409999999996,-93.2715,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
5TH AVE SE,44.985236,-93.248442,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
4TH ST N,45.020644,-93.285049,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
GIRARD AVE N,45.010762,-93.29683,5,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
26TH AVE S,44.94079,-93.23472199999999,9,Corcoran,Powderhorn,6,2,Armatage,02/25/2019,00:00
EMERSON AVE S,44.963904,-93.294352,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
SHERIDAN AVE S,44.961673,-93.312952,7,Kenwood,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
40TH ST E,44.930621,-93.231663,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.920142,-93.271349,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
15TH AVE S,44.931397,-93.253534,8,Bancroft,Powderhorn,6,2,Armatage,02/25/2019,00:00
VINCENT AVE N,44.99593,-93.315893,5,Willard - Hay,Near North,1,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.923713,-93.279331,8,King Field,Southwest,5,2,Armatage,02/25/2019,00:00
GIRARD AVE N,45.010809,-93.296826,5,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
32ND ST W,44.944767,-93.283141,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
EMERSON AVE S,44.963777,-93.29437,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
3RD AVE NE,44.993637,-93.25153900000001,3,St. Anthony East,Northeast,2,2,Armatage,02/25/2019,00:00
15TH AVE S,44.931962,-93.25367299999999,8,Bancroft,Powderhorn,6,2,Armatage,02/25/2019,00:00
5TH ST S,44.969178,-93.246747,6,Cedar Riverside,University,4,2,Armatage,02/25/2019,00:00
5TH AVE S,44.949498999999996,-93.268824,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
5TH AVE SE,44.985603999999995,-93.248293,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
4TH ST N,45.019096000000005,-93.285057,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
SPRUCE PLACE,44.969452000000004,-93.280854,7,Loring Park,Central,3,2,Armatage,02/25/2019,00:00
MAIN ST NE,45.004915999999994,-93.267659,3,Sheridan,Northeast,2,2,Armatage,02/25/2019,00:00
ALDRICH AVE N,44.988575,-93.291074,5,Sumner - Glenwood,Near North,1,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.921704999999996,-93.27154499999999,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
3RD AVE NE,44.993689,-93.251453,3,St. Anthony East,Northeast,2,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.951599,-93.28293599999999,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
EMERSON AVE S,44.963807,-93.294333,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
LONGFELLOW AVE S,44.93671,-93.246179,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
VINCENT AVE N,44.994851000000004,-93.315896,5,Willard - Hay,Near North,1,2,Armatage,02/25/2019,00:00
5TH ST S,44.968756,-93.246256,6,Cedar Riverside,University,4,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.960111,-93.27149399999999,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
5TH AVE SE,44.985931,-93.24786,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.929117,-93.27927,8,King Field,Southwest,5,2,Armatage,02/25/2019,00:00
4TH ST N,45.019059999999996,-93.284981,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
CALIFORNIA ST NE,45.003659999999996,-93.26894899999999,3,Sheridan,Northeast,2,2,Armatage,02/25/2019,00:00
EMERSON AVE S,44.963436,-93.29438499999999,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.922899,-93.271565,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.923419,-93.271571,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
15TH AVE S,44.934715000000004,-93.253787,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
LONGFELLOW AVE S,44.936856,-93.24616400000001,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
5TH AVE S,44.949141999999995,-93.268343,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
5TH AVE SE,44.986133,-93.24775,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.929263,-93.27911800000001,8,King Field,Southwest,5,2,Armatage,02/25/2019,00:00
4TH ST N,45.01921,-93.284981,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
32ND ST W,44.944742,-93.283733,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.9516,-93.282925,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
ALDRICH AVE N,44.988820000000004,-93.291046,5,Sumner - Glenwood,Near North,1,2,Armatage,02/25/2019,00:00
24TH AVE SE,44.989903000000005,-93.21899599999999,1,Como,University,4,2,Armatage,02/25/2019,00:00
40TH ST E,44.930547999999995,-93.24086,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.923097,-93.2715,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
DELL PL,44.965499,-93.28570400000001,7,Loring Park,Central,3,2,Armatage,02/25/2019,00:00
35TH AVE NE,45.031271999999994,-93.236231,1,Waite Park,Northeast,2,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.960125,-93.27152,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
ALDRICH AVE N,44.988894,-93.291069,5,Sumner - Glenwood,Near North,1,2,Armatage,02/25/2019,00:00
EMERSON AVE S,44.962071,-93.294421,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
40TH ST E,44.930465000000005,-93.240666,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
LONGFELLOW AVE S,44.937062,-93.24617099999999,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
VINCENT AVE N,44.993895,-93.315907,5,Willard - Hay,Near North,1,2,Armatage,02/25/2019,00:00
5TH AVE SE,44.986666,-93.247283,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
BLAISDELL AVE S,44.930287,-93.27920300000001,8,King Field,Southwest,5,2,Armatage,02/25/2019,00:00
4TH ST N,45.018827,-93.285015,4,McKinley,Camden,1,2,Armatage,02/25/2019,00:00
32ND ST W,44.944762,-93.28465600000001,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.952290999999995,-93.282934,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
SPRUCE PLACE,44.969757,-93.28083000000001,7,Loring Park,Central,3,2,Armatage,02/25/2019,00:00
ALDRICH AVE N,44.989022,-93.291028,5,Near - North,Near North,1,2,Armatage,02/25/2019,00:00
EMERSON AVE S,44.96167,-93.294415,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
15TH AVE S,44.939263000000004,-93.25372,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
46TH AVE N,45.038503999999996,-93.291641,4,Lind - Bohanon,Camden,1,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.959859,-93.27150999999999,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.948869,-93.271493,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
