Community,Date,Day,Emergency,Latitude,Location,Longitude,Neighborhood,Time,Tow_Zone,Ward
Near North,02/25/2019,1.0,Armatage,44.982240999999995,"1102 Van White Memorial blvd,Minneapolis,MN",-93.294516,Sumner - Glenwood,02:50,3.0,5.0
Central,02/25/2019,1.0,Armatage,44.968325,"636 E 15TH ST ,Minneapolis,MN",-93.26615699999999,Elliot Park,02:51,3.0,7.0
University,02/25/2019,1.0,Armatage,44.983581,"600 UNIVERSITY AVE SE,Minneapolis,MN",-93.24761,Marcy Holmes,02:52,4.0,3.0
Longfellow,02/25/2019,1.0,Armatage,44.935761,"3700 MINNEHAHA AVE S,Minneapolis,MN",-93.225548,Howe,02:54,6.0,12.0
Longfellow,02/25/2019,1.0,Armatage,44.935761,"3700 MINNEHAHA AVE S,Minneapolis,MN",-93.225548,Howe,02:58,6.0,12.0
Longfellow,02/25/2019,1.0,Armatage,44.940498999999996,"3435 MINNEHAHA AVE S,Minneapolis,MN",-93.2281,Howe,02:58,6.0,12.0
Powderhorn,02/25/2019,1.0,Armatage,44.96106500000001,"2131 BLAISDELL AVE S,Minneapolis,MN",-93.279111,Whittier,03:00,3.0,10.0
Near North,02/25/2019,1.0,Armatage,44.988817,"1100 van white memoral blvd,Minneapolis,MN",-93.292063,Sumner - Glenwood,03:00,1.0,5.0
Longfellow,02/25/2019,1.0,Armatage,44.935190999999996,"3724 MINNEHAHA AVE S,Minneapolis,MN",-93.225077,Howe,03:01,6.0,12.0
Longfellow,02/25/2019,1.0,Armatage,44.948135,"3000 SNELLING AVE S,Minneapolis,MN",-93.236386,Longfellow,03:01,6.0,9.0
Near North,02/25/2019,1.0,Armatage,44.988817,"1100 VAN WHITE MEMORIAL ,Minneapolis,MN",-93.292063,Sumner - Glenwood,03:02,1.0,5.0
Camden,02/25/2019,1.0,Armatage,45.022425,"3700 PENN AVE N ,Minneapolis,MN",-93.307887,Folwell,03:03,1.0,4.0
Northeast,02/25/2019,1.0,Armatage,44.99944,"1123 WASHINGTON ST NE,Minneapolis,MN",-93.257244,Logan Park,03:06,2.0,1.0
Near North,02/25/2019,1.0,Armatage,44.98934600000001,"1103 Van White Memorial blvd,Minneapolis,MN",-93.293626,Near - North,03:10,1.0,5.0
Northeast,02/25/2019,1.0,Armatage,44.99944,"1123 WASHINGTON ST NE,Minneapolis,MN",-93.257244,Logan Park,03:10,2.0,1.0
Powderhorn,02/25/2019,1.0,Armatage,44.961328,"2115 BLAISDELL AVE S,Minneapolis,MN",-93.279073,Whittier,03:11,3.0,10.0
Central,02/25/2019,1.0,Armatage,44.96321500000001,"1925 LASALLE AVE S,Minneapolis,MN",-93.279333,Steven's Square - Loring Heights,03:12,3.0,7.0
Northeast,02/25/2019,1.0,Armatage,45.000315,"1213 WASHINGTON ST NE,Minneapolis,MN",-93.257226,Logan Park,03:14,2.0,1.0
Powderhorn,02/25/2019,1.0,Armatage,44.961771999999996,"2101 BLAISDELL AVE,Minneapolis,MN",-93.279116,Whittier,03:16,3.0,10.0
Longfellow,02/25/2019,1.0,Armatage,44.933595000000004,"3800 MINNEHAHA AVE S,Minneapolis,MN",-93.224154,Howe,03:20,6.0,12.0
Powderhorn,02/25/2019,1.0,Armatage,44.961209999999994,"2117 BLAISDELL AVE S,Minneapolis,MN",-93.279115,Whittier,03:20,3.0,10.0
Central,02/25/2019,1.0,Armatage,44.968057,"600 E 15TH ST ,Minneapolis,MN",-93.267635,Elliot Park,03:23,3.0,6.0
Longfellow,02/25/2019,1.0,Armatage,44.963916999999995,"2329 9TH ST S,Minneapolis,MN",-93.237916,Seward,03:25,4.0,6.0
Near North,02/25/2019,1.0,Armatage,44.986263,"765 Van White Memorial Blvd,Minneapolis,MN",-93.293038,Sumner - Glenwood,03:28,1.0,5.0
Powderhorn,02/25/2019,1.0,Armatage,44.961771999999996,"2101 BLAISDELL AVE S,Minneapolis,MN",-93.279116,Whittier,03:31,3.0,10.0
Powderhorn,02/25/2019,1.0,Armatage,44.958531,"2415 BLAISDELL AVE,Minneapolis,MN",-93.279211,Whittier,03:36,3.0,10.0
Camden,02/25/2019,1.0,Armatage,45.023984999999996,"1300 DOWLING AVE N ,Minneapolis,MN",-93.29564,Folwell,03:38,1.0,4.0
Powderhorn,02/25/2019,1.0,Armatage,44.958339,"2423 BLAISDELL AVE S,Minneapolis,MN",-93.279125,Whittier,03:38,3.0,10.0
Powderhorn,02/25/2019,1.0,Armatage,44.961771999999996,"2101 BLAISDELL AVE S,Minneapolis,MN",-93.279116,Whittier,03:39,3.0,10.0
Northeast,02/25/2019,1.0,Armatage,45.003724,"1521 WASHINGTON ST NE,Minneapolis,MN",-93.257212,Logan Park,03:42,2.0,1.0
Longfellow,02/25/2019,1.0,Armatage,44.932168,"3900 MINNEHAHA AVE S,Minneapolis,MN",-93.223055,Howe,03:42,6.0,12.0
Near North,02/25/2019,1.0,Armatage,44.98631500000001,"799 Van White Memorial Blvd,Minneapolis,MN",-93.292737,Sumner - Glenwood,03:46,1.0,5.0
Northeast,02/25/2019,1.0,Armatage,45.008241,"1934 WASHINGTON ST NE,Minneapolis,MN",-93.256974,Holland,03:48,2.0,1.0
Powderhorn,02/25/2019,1.0,Armatage,44.956734999999995,"2515 Blaisdell Avenue South,Minneapolis,MN",-93.279178,Whittier,03:51,3.0,10.0
Northeast,02/25/2019,1.0,Armatage,45.008832,"2013 WASHINGTON ST NE,Minneapolis,MN",-93.256636,Holland,03:52,2.0,1.0
Powderhorn,02/25/2019,1.0,Armatage,44.958339,"2423 BLAISDELL AVE,Minneapolis,MN",-93.279125,Whittier,03:55,3.0,10.0
Southwest,02/25/2019,1.0,Armatage,44.893754,"6000 NICOLLET AVE S,Minneapolis,MN",-93.27810600000001,Windom,03:56,5.0,11.0
Longfellow,02/25/2019,1.0,Armatage,44.931203000000004,"3945 MINNEHAHA AVE S,Minneapolis,MN",-93.22138199999999,Howe,03:56,6.0,12.0
Powderhorn,02/25/2019,1.0,Armatage,44.956133,"2535 BLAISDELL AVE S,Minneapolis,MN",-93.27928399999999,Whittier,04:01,3.0,10.0
Longfellow,02/25/2019,1.0,Armatage,44.928618,"4100 MINNEHAHA AVE S,Minneapolis,MN",-93.220326,Hiawatha,04:01,6.0,12.0
Longfellow,02/25/2019,1.0,Armatage,44.93483,"3742 MINNEHAHA AVE S,Minneapolis,MN",-93.224738,Howe,04:02,6.0,12.0
Powderhorn,02/25/2019,1.0,Armatage,44.956367,"2525 BLAISDELL AVE S,Minneapolis,MN",-93.27929300000001,Whittier,04:04,3.0,10.0
Northeast,02/25/2019,1.0,Armatage,45.008241,"1934 WASHINGTON ST NE,Minneapolis,MN",-93.256974,Holland,04:09,2.0,1.0
Longfellow,02/25/2019,1.0,Armatage,44.963589,"911 22ND AVE S,Minneapolis,MN",-93.240664,Seward,04:10,4.0,6.0
Northeast,02/25/2019,1.0,Armatage,45.004872,"1621 WASHINGTON ST NE,Minneapolis,MN",-93.257271,Logan Park,04:11,2.0,1.0
Powderhorn,02/25/2019,1.0,Armatage,44.955765,"2545 BLAISDELL AVE,Minneapolis,MN",-93.279261,Whittier,04:17,3.0,10.0
Near North,02/25/2019,1.0,Armatage,44.990549,"1198 VAN WHITE BLVD,Minneapolis,MN",-93.294096,Near - North,04:18,1.0,5.0
Northeast,02/25/2019,1.0,Armatage,45.002268,"1408 WASHINGTON ST NE,Minneapolis,MN",-93.25780300000001,Sheridan,04:19,2.0,3.0
Powderhorn,02/25/2019,1.0,Armatage,44.946433,"3100 23RD AVE S,Minneapolis,MN",-93.239233,Corcoran,04:20,6.0,9.0
Powderhorn,02/25/2019,1.0,Armatage,44.953964,"2649 BLAISDELL AVE S,Minneapolis,MN",-93.279255,Whittier,04:26,3.0,10.0
Powderhorn,02/25/2019,1.0,Armatage,44.958192,"2427 BLAISDELL AVE S,Minneapolis,MN",-93.279187,Whittier,04:28,3.0,10.0
Southwest,02/25/2019,1.0,Armatage,44.896203,"5900 NICOLLET AVE S,Minneapolis,MN",-93.278476,Windom,04:32,5.0,11.0
Northeast,02/25/2019,1.0,Armatage,45.003561,"1515 WASHINGTON ST NE,Minneapolis,MN",-93.2572,Logan Park,04:37,2.0,1.0
Central,02/25/2019,1.0,Armatage,44.967821,"629 15TH ST E,Minneapolis,MN",-93.26609,Elliot Park,04:40,3.0,6.0
Northeast,02/25/2019,1.0,Armatage,45.008832,"2013 WASHINGTON ST NE,Minneapolis,MN",-93.256636,Holland,04:40,2.0,1.0
Near North,02/25/2019,1.0,Armatage,44.994310999999996,"1500 EMERSON AVE N ,Minneapolis,MN",-93.29369200000001,Near - North,04:48,1.0,5.0
Longfellow,02/25/2019,1.0,Armatage,44.963688,"2211 9th st so,Minneapolis,MN",-93.23990500000001,Seward,04:51,4.0,6.0
Powderhorn,02/25/2019,1.0,Armatage,44.946195,"3107 23rd Ave S,Minneapolis,MN",-93.23859,Corcoran,04:53,6.0,9.0
Powderhorn,02/25/2019,1.0,Armatage,44.945577,"3132 23RD AVE ,Minneapolis,MN",-93.239213,Corcoran,04:58,6.0,9.0
Central,02/25/2019,1.0,Armatage,44.967821,"629 15TH ST E,Minneapolis,MN",-93.26609,Elliot Park,05:02,3.0,6.0
Powderhorn,02/25/2019,1.0,Armatage,44.944594,"3200 block of 23rd ave s,Minneapolis,MN",-93.239213,Corcoran,05:08,6.0,9.0
Powderhorn,02/25/2019,1.0,Armatage,44.944375,"3200 NICOLLET AVE S,Minneapolis,MN",-93.278418,Lyndale,05:14,5.0,8.0
Near North,02/25/2019,1.0,Armatage,44.994565,"1510 EMERSON AVE N ,Minneapolis,MN",-93.29380400000001,Near - North,05:14,1.0,5.0
Central,02/25/2019,1.0,Armatage,44.967821,"629 15TH ST E,Minneapolis,MN",-93.26609,Elliot Park,05:19,3.0,6.0
Longfellow,02/25/2019,1.0,Armatage,44.963688,"2211 9TH ST S,Minneapolis,MN",-93.23990500000001,Seward,05:24,4.0,6.0
Powderhorn,02/25/2019,1.0,Armatage,44.947219,"3030 Cedar Ave S,Minneapolis,MN",-93.24781899999999,Powderhorn Park,05:50,6.0,9.0
Powderhorn,02/25/2019,1.0,Armatage,44.947121,"3032 Cedar Ave S,Minneapolis,MN",-93.24774000000001,Powderhorn Park,05:54,6.0,9.0
Near North,02/25/2019,2.0,Armatage,44.994181,"2320 3rd st n ,Minneapolis,MN",-93.281878,Near - North,08:09,1.0,5.0
Near North,02/25/2019,2.0,Armatage,44.994181,"2726 3rd st n ,Minneapolis,MN",-93.281878,Near - North,08:18,1.0,5.0
Near North,02/25/2019,2.0,Armatage,44.986065,"726 Aldrich Ave. N.,Minneapolis,MN",-93.29010600000001,Sumner - Glenwood,08:30,1.0,5.0
University,02/25/2019,2.0,Armatage,44.983213,"508 2nd Ave SE,Minneapolis,MN",-93.249868,Marcy Holmes,08:32,4.0,3.0
Near North,02/25/2019,2.0,Armatage,45.01210800000001,"3112 N 3rd st ,Minneapolis,MN",-93.283377,Hawthorne,08:34,1.0,5.0
University,02/25/2019,2.0,Armatage,44.988242,"522 3rd ave se,Minneapolis,MN",-93.249697,Marcy Holmes,08:35,4.0,3.0
Near North,02/25/2019,2.0,Armatage,44.994181,"2422 3rd st n,Minneapolis,MN",-93.281878,Near - North,08:36,1.0,5.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.96530900000001,"1802 Bryant Avenue South,Minneapolis,MN",-93.290886,Lowry Hill,08:41,3.0,7.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.948065,"3004 James ave,Minneapolis,MN",-93.303658,ECCO,08:41,5.0,10.0
University,02/25/2019,2.0,Armatage,44.987421999999995,"414 2nd ave se,Minneapolis,MN",-93.252528,Marcy Holmes,08:42,4.0,3.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.94792,"3010 James ave,Minneapolis,MN",-93.303618,ECCO,08:44,5.0,10.0
Central,02/25/2019,2.0,Armatage,44.96679,"1506 spruce place ,Minneapolis,MN",-93.280834,Loring Park,08:46,3.0,7.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.963817,"1906 bryant ave so,Minneapolis,MN",-93.28943000000001,Lowry Hill East,08:49,3.0,10.0
Northeast,02/25/2019,2.0,Armatage,44.990671,"226 3rd ave ne,Minneapolis,MN",-93.25859399999999,St. Anthony West,08:55,2.0,3.0
Near North,02/25/2019,2.0,Armatage,44.988359,"1032 Aldrich Avenue n,Minneapolis,MN",-93.290778,Sumner - Glenwood,08:55,1.0,5.0
Near North,02/25/2019,2.0,Armatage,45.012248,"3124 N 3rd st ,Minneapolis,MN",-93.283376,Hawthorne,08:56,1.0,5.0
Near North,02/25/2019,2.0,Armatage,45.012202,"3120 N 3rd st ,Minneapolis,MN",-93.283376,Hawthorne,08:59,1.0,5.0
Northeast,02/25/2019,2.0,Armatage,44.990664,"224 3rd ave ne,Minneapolis,MN",-93.258686,St. Anthony West,09:00,2.0,3.0
Powderhorn,02/25/2019,2.0,Armatage,44.929507,"4032 14th ave,Minneapolis,MN",-93.255259,Bancroft,09:04,6.0,8.0
University,02/25/2019,2.0,Armatage,44.98814,"518 3rd ave se,Minneapolis,MN",-93.24978399999999,Marcy Holmes,09:04,4.0,3.0
Powderhorn,02/25/2019,2.0,Armatage,44.962533,"2004 Clinton Avenue South,Minneapolis,MN",-93.271801,Whittier,09:06,3.0,10.0
Powderhorn,02/25/2019,2.0,Armatage,44.92870900000001,"1542 41st st,Minneapolis,MN",-93.253189,Bancroft,09:07,6.0,8.0
Nokomis,02/25/2019,2.0,Armatage,44.924276,"4324 14TH AVE S,Minneapolis,MN",-93.255279,Northrop,09:07,6.0,11.0
Near North,02/25/2019,2.0,Armatage,44.988402,"1040 aldrich ave n,Minneapolis,MN",-93.290779,Sumner - Glenwood,09:08,1.0,5.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.946886,"3042 James Ave S,Minneapolis,MN",-93.303697,ECCO,09:09,5.0,10.0
Near North,02/25/2019,2.0,Armatage,44.986064,"724 aldrich ave n,Minneapolis,MN",-93.290012,Sumner - Glenwood,09:11,1.0,5.0
Nokomis,02/25/2019,2.0,Armatage,44.923914,"4336 14th Ave S,Minneapolis,MN",-93.2552,Northrop,09:12,6.0,11.0
Central,02/25/2019,2.0,Armatage,44.968905,"112 14TH ST W,Minneapolis,MN",-93.280001,Loring Park,09:14,3.0,7.0
Near North,02/25/2019,2.0,Armatage,44.991409999999995,"624 Bryant Avenue n,Minneapolis,MN",-93.291051,Near - North,09:16,1.0,5.0
Central,02/25/2019,2.0,Armatage,44.968306,"1410 SPRUCE PL,Minneapolis,MN",-93.281143,Loring Park,09:17,3.0,7.0
Northeast,02/25/2019,2.0,Armatage,44.993471,"806 3rd ave ne,Minneapolis,MN",-93.251046,St. Anthony East,09:20,2.0,3.0
University,02/25/2019,2.0,Armatage,44.978691999999995,"1902 5th st se,Minneapolis,MN",-93.228015,University of Minnesota,09:21,4.0,2.0
Camden,02/25/2019,2.0,Armatage,45.02095900000001,"3620 4th st n,Minneapolis,MN",-93.284679,McKinley,09:22,1.0,4.0
Northeast,02/25/2019,2.0,Armatage,44.99064,"222 3rd ave ne,Minneapolis,MN",-93.25875500000001,St. Anthony West,09:24,2.0,3.0
University,02/25/2019,2.0,Armatage,44.984939000000004,"324 5th ave se,Minneapolis,MN",-93.248236,Marcy Holmes,09:24,4.0,3.0
University,02/25/2019,2.0,Armatage,44.978685,"1904 5th st se,Minneapolis,MN",-93.22799599999999,University of Minnesota,09:24,4.0,2.0
Powderhorn,02/25/2019,2.0,Armatage,44.961456,"2106 Clinton Ave S,Minneapolis,MN",-93.271734,Whittier,09:25,3.0,10.0
Camden,02/25/2019,2.0,Armatage,45.01773,"3434 4th st n,Minneapolis,MN",-93.284693,McKinley,09:25,1.0,4.0
Powderhorn,02/25/2019,2.0,Armatage,44.96035300000001,"2216 CLINTON AVE S,Minneapolis,MN",-93.271764,Whittier,09:26,3.0,10.0
University,02/25/2019,2.0,Armatage,44.984407,"302 5th ave se,Minneapolis,MN",-93.248649,Marcy Holmes,09:28,4.0,3.0
Camden,02/25/2019,2.0,Armatage,45.018295,"3458 4th st n ,Minneapolis,MN",-93.284661,McKinley,09:29,1.0,4.0
Near North,02/25/2019,2.0,Armatage,44.991409999999995,"706 Bryant Ave., N.,MN",-93.291051,Near - North,09:30,1.0,5.0
Camden,02/25/2019,2.0,Armatage,45.019024,"3516 4th st n ,Minneapolis,MN",-93.284677,McKinley,09:33,1.0,4.0
Powderhorn,02/25/2019,2.0,Armatage,44.957957,"2432 Clinton Ave South,Minneapolis,MN",-93.271618,Whittier,09:34,3.0,10.0
Nokomis,02/25/2019,2.0,Armatage,44.917657,"4704 15th Ave so,Minneapolis,MN",-93.254053,Northrop,09:35,6.0,11.0
Near North,02/25/2019,2.0,Armatage,44.986451,"800 aldrich ave n,Minneapolis,MN",-93.290699,Sumner - Glenwood,09:36,1.0,5.0
Northeast,02/25/2019,2.0,Armatage,44.990596000000004,"220 3rd ave ne,Minneapolis,MN",-93.258811,St. Anthony West,09:46,2.0,3.0
Powderhorn,02/25/2019,2.0,Armatage,44.931203000000004,"3936 15th av s,Minneapolis,MN",-93.253943,Bancroft,09:46,6.0,8.0
Powderhorn,02/25/2019,2.0,Armatage,44.93899999999999,"3514 14th av s,Minneapolis,MN",-93.255279,Powderhorn Park,09:49,6.0,9.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.938435999999996,"3532 Holmes ave,Minneapolis,MN",-93.300005,ECCO,09:53,5.0,10.0
Northeast,02/25/2019,2.0,Armatage,44.99057,"218 3rd ave ne,Minneapolis,MN",-93.258889,St. Anthony West,09:55,2.0,3.0
Camden,02/25/2019,2.0,Armatage,45.016874,"3400 4th st n,Minneapolis,MN",-93.284654,McKinley,09:56,1.0,4.0
University,02/25/2019,2.0,Armatage,44.983926000000004,"304 6th ave se,Minneapolis,MN",-93.24734699999999,Marcy Holmes,09:59,4.0,3.0
Camden,02/25/2019,2.0,Armatage,45.01762100000001,"3430 4th st n,Minneapolis,MN",-93.28468000000001,McKinley,09:59,1.0,4.0
Near North,02/25/2019,2.0,Armatage,44.991984,"1206 Fremont Ave. N.,Minneapolis,MN",-93.29565,Near - North,10:01,1.0,5.0
Near North,02/25/2019,2.0,Armatage,44.988326,"1026 aldrich ave n,Minneapolis,MN",-93.290777,Sumner - Glenwood,10:02,1.0,5.0
University,02/25/2019,2.0,Armatage,44.985954,"422 5th ave se,Minneapolis,MN",-93.247488,Marcy Holmes,10:02,4.0,3.0
Near North,02/25/2019,2.0,Armatage,45.008163,"2728 4th st n ,Minneapolis,MN",-93.284603,Hawthorne,10:03,1.0,5.0
University,02/25/2019,2.0,Armatage,44.985302000000004,"418 6th ave se,Minneapolis,MN",-93.24658000000001,Marcy Holmes,10:03,4.0,3.0
University,02/25/2019,2.0,Armatage,44.984311,"322 6th ave se,Minneapolis,MN",-93.24704399999999,Marcy Holmes,10:03,4.0,3.0
Powderhorn,02/25/2019,2.0,Armatage,44.959703999999995,"2310 Clinton Ave S,Minneapolis,MN",-93.27176800000001,Whittier,10:05,3.0,10.0
Near North,02/25/2019,2.0,Armatage,45.007496,"2726 4th st n ,Minneapolis,MN",-93.284933,Hawthorne,10:05,1.0,5.0
Camden,02/25/2019,2.0,Armatage,45.049326,"802 52nd av no,Minneapolis,MN",-93.290262,Lind - Bohanon,10:10,1.0,4.0
University,02/25/2019,2.0,Armatage,44.984721,"420 7th ave se,Minneapolis,MN",-93.244817,Marcy Holmes,10:13,4.0,3.0
Powderhorn,02/25/2019,2.0,Armatage,44.9431,"3254 15th Ave S,Minneapolis,MN",-93.254002,Powderhorn Park,10:14,6.0,9.0
Powderhorn,02/25/2019,2.0,Armatage,44.957239,"2502 clinton,Minneapolis,MN",-93.271808,Whittier,10:15,3.0,10.0
Powderhorn,02/25/2019,2.0,Armatage,44.929623,"4010 15th Avenue South,Minneapolis,MN",-93.2543,Bancroft,10:18,6.0,8.0
Powderhorn,02/25/2019,2.0,Armatage,44.93255,"1408 39th st,Minneapolis,MN",-93.254442,Bancroft,10:20,6.0,8.0
Northeast,02/25/2019,2.0,Armatage,45.001403,"1336 grand st ne,Minneapolis,MN",-93.26949499999999,Sheridan,10:20,2.0,3.0
Powderhorn,02/25/2019,2.0,Armatage,44.962165,"2014 Clinton ave s,Minneapolis,MN",-93.2718,Whittier,10:21,3.0,10.0
Northeast,02/25/2019,2.0,Armatage,45.012085,"2332 grand st ne,Minneapolis,MN",-93.270375,Bottineau,10:22,2.0,3.0
Powderhorn,02/25/2019,2.0,Armatage,44.939237,"3506 12th ave,Minneapolis,MN",-93.257837,Powderhorn Park,10:24,6.0,9.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.945813,"3120 Holmes ave,Minneapolis,MN",-93.299849,ECCO,10:28,5.0,10.0
Near North,02/25/2019,2.0,Armatage,44.997567,"1802 Bryant Ave N,Minneapolis,MN",-93.290832,Near - North,10:28,1.0,5.0
University,02/25/2019,2.0,Armatage,44.985106,"506 8th ave se,Minneapolis,MN",-93.242716,Marcy Holmes,10:30,4.0,3.0
University,02/25/2019,2.0,Armatage,44.988763,"630 4th ave se,Minneapolis,MN",-93.24740899999999,Marcy Holmes,10:31,4.0,3.0
Northeast,02/25/2019,2.0,Armatage,44.991817,"202 4th ave ne,Minneapolis,MN",-93.259989,St. Anthony West,10:33,2.0,3.0
Northeast,02/25/2019,2.0,Armatage,44.99132700000001,"208 5th stne,Minneapolis,MN",-93.25513000000001,St. Anthony East,10:34,2.0,3.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.940765,"3414 Holmes ave,Minneapolis,MN",-93.299944,ECCO,10:34,5.0,10.0
Northeast,02/25/2019,2.0,Armatage,44.991295,"214 5th st ne,Minneapolis,MN",-93.25571,St. Anthony West,10:36,2.0,3.0
Near North,02/25/2019,2.0,Armatage,45.007163,"2700 4th St N,Minneapolis,MN",-93.284933,Hawthorne,10:38,1.0,5.0
Nokomis,02/25/2019,2.0,Armatage,44.920195,"4538 15th Ave so,Minneapolis,MN",-93.253943,Northrop,10:38,6.0,11.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.963885,"1912 EMERSON AVE S,Minneapolis,MN",-93.29473399999999,Lowry Hill,10:39,3.0,7.0
Northeast,02/25/2019,2.0,Armatage,44.992468,"316 5th st ne,Minneapolis,MN",-93.256214,St. Anthony West,10:40,2.0,3.0
Near North,02/25/2019,2.0,Armatage,45.006907,"2630 4th st n ,Minneapolis,MN",-93.284655,Hawthorne,10:40,1.0,5.0
University,02/25/2019,2.0,Armatage,44.987507,"626 5th ave se,Minneapolis,MN",-93.246032,Marcy Holmes,10:41,4.0,3.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.963433,"1926 Emerson Ave South,Minneapolis,MN",-93.294692,Lowry Hill,10:41,3.0,7.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.963356,"1928 emerson,Minneapolis,MN",-93.294771,Lowry Hill,10:41,3.0,7.0
Powderhorn,02/25/2019,2.0,Armatage,44.960390999999994,"2214 clinton av s,Minneapolis,MN",-93.27176899999999,Whittier,10:42,3.0,10.0
Near North,02/25/2019,2.0,Armatage,45.000538,"2106 6th st n,Minneapolis,MN",-93.286118,Hawthorne,10:43,1.0,5.0
University,02/25/2019,2.0,Armatage,44.985517,"404 5th ave se,Minneapolis,MN",-93.24784,Marcy Holmes,10:44,4.0,3.0
Powderhorn,02/25/2019,2.0,Armatage,44.956418,"2524 Clinton Ave S,Minneapolis,MN",-93.271787,Whittier,10:44,3.0,10.0
Near North,02/25/2019,2.0,Armatage,45.000827,"2118 6th st n,Minneapolis,MN",-93.286119,Hawthorne,10:46,1.0,5.0
University,02/25/2019,2.0,Armatage,44.985904999999995,"604 8th ave se,Minneapolis,MN",-93.242129,Marcy Holmes,10:47,4.0,3.0
Near North,02/25/2019,2.0,Armatage,44.997825,"1810 Bryant Ave N,Minneapolis,MN",-93.290743,Near - North,10:49,1.0,5.0
Camden,02/25/2019,2.0,Armatage,45.049649,"1810 52nd av no,Minneapolis,MN",-93.303143,Shingle Creek,10:49,1.0,4.0
University,02/25/2019,2.0,Armatage,44.984088,"408 8th ave se,Minneapolis,MN",-93.24368299999999,Marcy Holmes,10:49,4.0,3.0
Powderhorn,02/25/2019,2.0,Armatage,44.946231,"3108 15th ave s,Minneapolis,MN",-93.25408,Powderhorn Park,10:53,6.0,9.0
Near North,02/25/2019,2.0,Armatage,44.991984,"1210 fremont ave n ,Minneapolis,MN",-93.29565,Near - North,10:54,1.0,5.0
Powderhorn,02/25/2019,2.0,Armatage,44.961944,"2020 CLINTON AVE S,Minneapolis,MN",-93.271799,Whittier,10:54,3.0,10.0
Near North,02/25/2019,2.0,Armatage,44.991984,"1208 N fremont ave ,Minneapolis,MN",-93.29565,Near - North,10:57,1.0,5.0
Powderhorn,02/25/2019,2.0,Armatage,44.94629000000001,"3106 15th ave s,Minneapolis,MN",-93.254021,Powderhorn Park,10:59,6.0,9.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.960131,"2228 Girard Ave South,Minneapolis,MN",-93.29728100000001,East Isles,11:00,3.0,7.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.960663000000004,"2204 Emerson ave s,Minneapolis,MN",-93.294619,East Isles,11:02,3.0,7.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.960003,"2224 EMERSON AVE S,Minneapolis,MN",-93.29478,East Isles,11:02,3.0,7.0
Nokomis,02/25/2019,2.0,Armatage,44.923588,"4348 10th av s,Minneapolis,MN",-93.260269,Northrop,11:03,6.0,11.0
Northeast,02/25/2019,2.0,Armatage,44.9959,"806 main st ne,Minneapolis,MN",-93.265664,St. Anthony West,11:04,2.0,3.0
Near North,02/25/2019,2.0,Armatage,45.003801,"2402 6th st n ,Minneapolis,MN",-93.28619499999999,Hawthorne,11:05,1.0,5.0
Northeast,02/25/2019,2.0,Armatage,45.000439,"1222 5th st ne,Minneapolis,MN",-93.26055600000001,Sheridan,11:05,2.0,3.0
University,02/25/2019,2.0,Armatage,44.985913000000004,"528 7th ave se,Minneapolis,MN",-93.243821,Marcy Holmes,11:06,4.0,3.0
Powderhorn,02/25/2019,2.0,Armatage,44.939347,"3502 12th av s,Minneapolis,MN",-93.257837,Powderhorn Park,11:06,6.0,9.0
Northeast,02/25/2019,2.0,Armatage,44.998073,"96 11th ave ne,Minneapolis,MN",-93.268788,St. Anthony West,11:07,2.0,3.0
University,02/25/2019,2.0,Armatage,44.985287,"502 7th Ave se,Minneapolis,MN",-93.244315,Marcy Holmes,11:08,4.0,3.0
Near North,02/25/2019,2.0,Armatage,45.00407,"2408 6th st n ,Minneapolis,MN",-93.286199,Hawthorne,11:08,1.0,5.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.966254,"1766 girard,Minneapolis,MN",-93.29727199999999,Lowry Hill,11:09,3.0,7.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.965199,"1802 EMERSON AVE S,Minneapolis,MN",-93.294688,Lowry Hill,11:09,3.0,7.0
Calhoun Isle,02/25/2019,2.0,Armatage,44.949883,"The mall humboldt. Av s,Minneapolis,MN",-93.300832,East Isles,11:10,3.0,7.0
Powderhorn,02/25/2019,2.0,Armatage,44.946031,"3112 Longfellow Ave S,Minneapolis,MN",-93.24639599999999,Corcoran,11:10,6.0,9.0
University,02/25/2019,2.0,Armatage,44.986411,"502 5th ave se,Minneapolis,MN",-93.247127,Marcy Holmes,11:10,4.0,3.0
Powderhorn,02/25/2019,2.0,Armatage,44.932552,"1404 39th st,Minneapolis,MN",-93.254677,Bancroft,11:11,6.0,8.0
Northeast,02/25/2019,2.0,Armatage,45.000095,"1210 6th st ne,Minneapolis,MN",-93.259194,Sheridan,11:11,2.0,3.0
