Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Date,Time,Emergency
3522 19TH AVE S,44.938533,-93.244904,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3500 19TH AVE S,44.939332,-93.244798,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3500 19TH AVE S,44.939515,-93.244834,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3500 19TH AVE S,44.939661,-93.24500400000001,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3022 LONGFELLOW AVE S,44.947491,-93.246053,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3024 COLUMBUS AVE S,44.9476,-93.263981,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3014 COLUMBUS AVE S,44.9479,-93.263965,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3044 OAKLAND AVE S,44.946839000000004,-93.26650699999999,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3106 OAKLAND AVE S,44.946256,-93.266468,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3512 OAKLAND AVE S,44.93909,-93.266373,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3536 OAKLAND AVE S,44.93829,-93.266368,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3612 OAKLAND AVE S,44.937357,-93.266324,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3620 OAKLAND AVE S,44.937008,-93.26633299999999,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3646 OAKLAND AVE S,44.936223999999996,-93.266324,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3704 OAKLAND AVE S,44.935663,-93.266346,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3706 OAKLAND AVE S,44.93569,-93.26632099999999,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3708 OAKLAND AVE S,44.935614,-93.266313,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3732 OAKLAND AVE S,44.934893,-93.2663,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3744 OAKLAND AVE S,44.934426,-93.266301,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3852 OAKLAND AVE S,44.932503999999994,-93.2663,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
4232 OAKLAND AVE S,44.92592,-93.26631,8,Nokomis,Regina,5,2,01/29/2019,00:00,Quincy
4814 OAKLAND AVE S,44.915473,-93.266482,8,Nokomis,Field,5,2,01/29/2019,00:00,Quincy
3010 15TH AVE S,44.947852000000005,-93.253865,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3012 15TH AVE S,44.947792,-93.253897,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3012 15TH AVE S,44.94789,-93.253999,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3030 15TH AVE S,44.947434,-93.2539,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3034 15TH AVE S,44.947387,-93.253941,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3038 15TH AVE S,44.947325,-93.253899,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3054 15TH AVE S,44.946742,-93.253628,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3100 15TH AVE S,44.946464,-93.253668,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3106 15TH AVE S,44.946293,-93.253612,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3110 15TH AVE S,44.946151,-93.253698,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3118 15TH AVE S,44.945985,-93.253792,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3120 15TH AVE S,44.945822,-93.253744,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3122 15TH AVE S,44.945836,-93.25368900000001,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3126 15TH AVE S,44.945663,-93.253723,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3128 15TH AVE S,44.94554,-93.25369,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3142 15TH AVE S,44.945244,-93.253749,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3146 15TH AVE S,44.945183,-93.25376700000001,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3210 15TH AVE S,44.944157000000004,-93.253878,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3302 15TH AVE S,44.942746,-93.25379699999999,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3304 15TH AVE S,44.942644,-93.253876,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3322 15TH AVE S,44.942386,-93.254028,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3604 15TH AVE S,44.939294,-93.25380600000001,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3606 15TH AVE S,44.939239,-93.253762,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3516 15TH AVE S,44.938801,-93.253747,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3616 15TH AVE S,44.937086,-93.253694,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3538 DUPONT AVE S,44.938577,-93.293141,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3506 EMERSON AVE S,44.939287,-93.294655,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3452 EMERSON AVE S,44.939758000000005,-93.294676,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3442 EMERSON AVE S,44.940114,-93.29459200000001,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3434 EMERSON AVE S,44.940154,-93.294595,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3232 EMERSON AVE S,44.943753,-93.29448000000001,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3220 EMERSON AVE S,44.944086,-93.29467700000001,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3216 EMERSON AVE S,44.944127,-93.294586,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3208 EMERSON AVE S,44.944544,-93.29464200000001,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3140 EMERSON AVE S,44.945217,-93.294607,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3116 EMERSON AVE S,44.945787,-93.294593,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3016 FREMONT AVE S,44.947608,-93.295621,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3040 FREMONT AVE S,44.947318,-93.295701,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3036 FREMONT AVE S,44.946987,-93.29571899999999,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3032 FREMONT AVE S,44.947168,-93.295862,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3128 FREMONT AVE S,44.94554,-93.295699,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3306 FREMONT AVE S,44.94269,-93.29580899999999,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3310 FREMONT AVE S,44.942328,-93.295927,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3318 FREMONT AVE S,44.942299,-93.295928,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3316 HUMBOLDT AVE S,44.942627,-93.300921,10,Calhoun Isle,ECCO,5,2,01/29/2019,00:00,Quincy
3310 HUMBOLDT AVE S,44.942828999999996,-93.30093000000001,10,Calhoun Isle,ECCO,5,2,01/29/2019,00:00,Quincy
3306 HUMBOLDT AVE S,44.942839,-93.300928,10,Calhoun Isle,ECCO,5,2,01/29/2019,00:00,Quincy
3236 HUMBOLDT AVE S,44.943655,-93.30090600000001,10,Calhoun Isle,ECCO,5,2,01/29/2019,00:00,Quincy
3138 HUMBOLDT AVE S,44.945396,-93.300894,10,Calhoun Isle,ECCO,5,2,01/29/2019,00:00,Quincy
3124 HUMBOLDT AVE S,44.945695,-93.300911,10,Calhoun Isle,ECCO,5,2,01/29/2019,00:00,Quincy
3104 HUMBOLDT AVE S,44.94644,-93.300877,10,Calhoun Isle,ECCO,5,2,01/29/2019,00:00,Quincy
3040 HUMBOLDT AVE S,44.946974,-93.300882,10,Calhoun Isle,ECCO,5,2,01/29/2019,00:00,Quincy
3036 HUMBOLDT AVE S,44.947187,-93.30087900000001,10,Calhoun Isle,ECCO,5,2,01/29/2019,00:00,Quincy
3018 HUMBOLDT AVE S,44.947724,-93.300863,10,Calhoun Isle,ECCO,5,2,01/29/2019,00:00,Quincy
3916 5TH AVE S,44.931831,-93.268874,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
3806 5TH AVE S,44.933939,-93.268902,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
3736 5TH AVE S,44.935016,-93.268834,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3716 5TH AVE S,44.935589,-93.268878,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3708 5TH AVE S,44.935686,-93.268883,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3630 5TH AVE S,44.936858,-93.268886,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3504 5TH AVE S,44.939438,-93.268928,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3502 5TH AVE S,44.939438,-93.268928,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3428 5TH AVE S,44.940358,-93.268957,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3306 5TH AVE S,44.942937,-93.26899999999999,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3204 5TH AVE S,44.944720000000004,-93.269038,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3122 5TH AVE S,44.945904999999996,-93.269038,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3116 5TH AVE S,44.946128,-93.269046,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3110 5TH AVE S,44.946359,-93.26902700000001,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3012 CLINTON AVE S,44.947568,-93.271553,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3024 CLINTON AVE S,44.947378,-93.271558,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3140 CLINTON AVE S,44.9453,-93.27154499999999,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3214 CLINTON AVE S,44.944383,-93.271528,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3022 LONGFELLOW AVE S,44.94758,-93.24607900000001,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3022 LONGFELLOW AVE S,44.947361,-93.24614,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3100 LONGFELLOW AVE S,44.946342,-93.24613599999999,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3108 LONGFELLOW AVE S,44.946166999999996,-93.246144,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3204 LONGFELLOW AVE S,44.944626,-93.2461,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3204 LONGFELLOW AVE S,44.94449,-93.246143,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3216 LONGFELLOW AVE S,44.944453,-93.24614100000001,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3300 LONGFELLOW AVE S,44.942768,-93.246217,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3500 LONGFELLOW AVE S,44.93918,-93.24596700000001,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3532 LONGFELLOW AVE S,44.938352,-93.246012,9,Powderhorn,Corcoran,6,2,01/29/2019,00:00,Quincy
3650 LONGFELLOW AVE S,44.93606,-93.24619,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
4050 LONGFELLOW AVE S,44.934213,-93.246104,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
4108 LONGFELLOW AVE S,44.928278000000006,-93.245936,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
4200 LONGFELLOW AVE S,44.926835,-93.24632,12,Nokomis,Ericsson,6,2,01/29/2019,00:00,Quincy
4234 LONGFELLOW AVE S,44.926660999999996,-93.246177,12,Nokomis,Ericsson,6,2,01/29/2019,00:00,Quincy
4234 LONGFELLOW AVE S,44.926009,-93.24568199999999,12,Powderhorn,Standish,6,2,01/29/2019,00:00,Quincy
4400 LONGFELLOW AVE S,44.923376,-93.246527,12,Nokomis,Ericsson,6,2,01/29/2019,00:00,Quincy
3232 CLINTON AVE S,44.9438,-93.271516,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3246 CLINTON AVE S,44.943382,-93.271564,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3334 CLINTON AVE S,44.941931,-93.271497,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3528 CLINTON AVE S,44.938596000000004,-93.271475,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3648 CLINTON AVE S,44.936308000000004,-93.27145,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
3840 CLINTON AVE S,44.933046999999995,-93.271426,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
3852 CLINTON AVE S,44.932649,-93.271437,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
4004 CLINTON AVE S,44.930383,-93.271443,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
4948 CLINTON AVE S,44.912795,-93.27164,8,Nokomis,Field,5,2,01/29/2019,00:00,Quincy
4708 1ST AVE S,44.91753,-93.276717,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
4704 1ST AVE S,44.917694,-93.27669300000001,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
4416 1ST AVE S,44.922681,-93.27664,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
4230 1ST AVE S,44.92592,-93.27669499999999,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
4228 1ST AVE S,44.925998,-93.276666,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
3902 VAN NEST AVE S,44.932161,-93.27888,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
3900 VAN NEST AVE S,44.932142,-93.278862,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
3910 VAN NEST AVE S,44.931686,-93.278809,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
4034 BLAISDELL AVE S,44.929421999999995,-93.27931,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
4122 BLAISDELL AVE S,44.927876,-93.279248,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
4608 WENTWORTH AVE S,44.919123,-93.28059300000001,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
4610 WENTWORTH AVE S,44.919084999999995,-93.280569,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
4102 WENTWORTH AVE S,44.92853,-93.28055,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
4042 PILLSBURY AVE,44.928976,-93.28177,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
3006 HUMBOLDT AVE S,44.947878,-93.300793,10,Calhoun Isle,ECCO,5,2,01/29/2019,00:00,Quincy
3320 FREMONT AVE S,44.9423,-93.295803,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3324 FREMONT AVE S,44.9422,-93.295856,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3410 FREMONT AVE S,44.941140999999995,-93.295742,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3402 FREMONT AVE S,44.941115,-93.295556,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3428 FREMONT AVE S,44.940514,-93.295757,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3430 FREMONT AVE S,44.9405,-93.29579,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3500 FREMONT AVE S,44.939518,-93.295917,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3450 FREMONT AVE S,44.939758000000005,-93.295804,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3512 FREMONT AVE S,44.938897,-93.295742,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3522 FREMONT AVE S,44.938728999999995,-93.295692,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
4450 LONGFELLOW AVE S,44.922274,-93.245925,12,Nokomis,Ericsson,6,2,01/29/2019,00:00,Quincy
4544 LONGFELLOW AVE S,44.92026,-93.246211,12,Nokomis,Ericsson,6,2,01/29/2019,00:00,Quincy
3928 15TH AVE S,44.931391,-93.25357,8,Powderhorn,Bancroft,6,2,01/29/2019,00:00,Quincy
3944 15TH AVE S,44.931072,-93.253606,8,Powderhorn,Bancroft,6,2,01/29/2019,00:00,Quincy
4452 15TH AVE S,44.921890000000005,-93.253585,11,Nokomis,Northrop,6,2,01/29/2019,00:00,Quincy
4808 15TH AVE S,44.9158,-93.253738,11,Nokomis,Northrop,6,2,01/29/2019,00:00,Quincy
4828 10TH AVE S,44.91502,-93.260187,11,Nokomis,Northrop,6,2,01/29/2019,00:00,Quincy
4746 ELLIOT AVE S,44.916396999999996,-93.261514,11,Nokomis,Northrop,6,2,01/29/2019,00:00,Quincy
1724 JAMES AVE N,44.997058,-93.300652,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1722 JAMES AVE N,44.99692,-93.300639,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1614 JAMES AVE N,44.995673,-93.300675,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1606 JAMES AVE N,44.995582,-93.300646,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1324 JAMES AVE N,44.992353,-93.300682,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1224 JAMES AVE N,44.990837,-93.30069,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1120 JAMES AVE N,44.989561,-93.300668,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1026 IRVING AVE N,44.988434999999996,-93.300169,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1202 IRVING AVE N,44.99034,-93.29943100000001,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1228 IRVING AVE N,44.991040000000005,-93.299417,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1320 IRVING AVE N,44.992301,-93.299472,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1322 IRVING AVE N,44.992379,-93.299461,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1332 IRVING AVE N,44.992893,-93.29947299999999,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1422 IRVING AVE N,44.993906,-93.29950799999999,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1706 IRVING AVE N,44.996695,-93.29946899999999,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1714 IRVING AVE N,44.996857,-93.299442,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1904 IRVING AVE N,44.998959,-93.299361,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1906 IRVING AVE N,44.999021,-93.299413,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1908 IRVING AVE N,44.999190000000006,-93.29938299999999,5,Near North,Willard - Hay,1,2,01/29/2019,00:00,Quincy
1610 GIRARD AVE N,44.995512,-93.297149,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1602 GIRARD AVE N,44.995456,-93.297154,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1406 GIRARD AVE N,44.993349,-93.297167,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1402 GIRARD AVE N,44.993232,-93.29715999999999,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1132 HUMBOLDT AVE N,44.989868,-93.298146,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1120 HUMBOLDT AVE N,44.989676,-93.298198,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
3524 FREMONT AVE S,44.938728999999995,-93.295692,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3526 FREMONT AVE S,44.938679,-93.29570600000001,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3528 FREMONT AVE S,44.938659,-93.295728,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
3532 FREMONT AVE S,44.938403,-93.29583000000001,10,Calhoun Isle,South Uptown,5,2,01/29/2019,00:00,Quincy
1118 HUMBOLDT AVE N,44.989527,-93.298148,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1106 HUMBOLDT AVE N,44.989298,-93.298161,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1110 HUMBOLDT AVE N,44.989369,-93.298087,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1126 BRYANT AVE N,44.990658,-93.291,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
820 12TH AVE N,44.990840000000006,-93.29095600000001,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
812 12TH AVE N,44.990877000000005,-93.290301,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
806 12TH AVE N,44.990873,-93.29024799999999,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1828 BRYANT AVE N,44.998384,-93.291026,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1826 BRYANT AVE N,44.998228000000005,-93.291011,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1712 LYN CUR AVE N,44.976793,-93.292626,7,Calhoun Isle,Bryn - Mawr,3,2,01/29/2019,00:00,Quincy
1208 FREMONT AVE N,44.989932,-93.294558,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1214 FREMONT AVE N,44.989898,-93.294862,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1108 FREMONT AVE N,44.989265,-93.29520500000001,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1106 FREMONT AVE N,44.989145,-93.29519300000001,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
1024 FREMONT AVE N,44.988546,-93.295611,5,Near North,Near - North,1,2,01/29/2019,00:00,Quincy
724 BRYANT AVE N,44.985786,-93.29215500000001,5,Near North,Sumner - Glenwood,1,2,01/29/2019,00:00,Quincy
722 BRYANT AVE N,44.985713,-93.292085,5,Near North,Sumner - Glenwood,1,2,01/29/2019,00:00,Quincy
702 BRYANT AVE N,44.985236,-93.29154100000001,5,Near North,Sumner - Glenwood,1,2,01/29/2019,00:00,Quincy
700 BRYANT AVE N,44.985203999999996,-93.291528,5,Near North,Sumner - Glenwood,1,2,01/29/2019,00:00,Quincy
630 BRYANT AVE N,44.98482,-93.291366,5,Near North,Sumner - Glenwood,1,2,01/29/2019,00:00,Quincy
1042 ALDRICH AVE N,44.989002,-93.291046,5,Near North,Sumner - Glenwood,1,2,01/29/2019,00:00,Quincy
1042 ALDRICH AVE N,44.988896000000004,-93.29102900000001,5,Near North,Sumner - Glenwood,1,2,01/29/2019,00:00,Quincy
1040 ALDRICH AVE N,44.988791,-93.291026,5,Near North,Sumner - Glenwood,1,2,01/29/2019,00:00,Quincy
1032 ALDRICH AVE N,44.988452,-93.29099000000001,5,Near North,Sumner - Glenwood,1,2,01/29/2019,00:00,Quincy
1030 ALDRICH AVE N,44.988459999999996,-93.29100799999999,5,Near North,Sumner - Glenwood,1,2,01/29/2019,00:00,Quincy
1028 ALDRICH AVE N,44.988262,-93.290993,5,Near North,Sumner - Glenwood,1,2,01/29/2019,00:00,Quincy
724 ALDRICH AVE N,44.985644,-93.289824,5,Near North,Sumner - Glenwood,1,2,01/29/2019,00:00,Quincy
1704 TAYLOR ST NE,45.00513,-93.243596,1,Northeast,Northeast Park,2,2,01/29/2019,00:00,Quincy
2410 TAYLOR ST NE,45.012667,-93.243832,1,Northeast,Windom Park,2,2,01/29/2019,00:00,Quincy
2414 TAYLOR ST NE,45.013000000000005,-93.243841,1,Northeast,Windom Park,2,2,01/29/2019,00:00,Quincy
2838 POLK ST NE,45.019872,-93.24555600000001,1,Northeast,Audubon Park,2,2,01/29/2019,00:00,Quincy
2556 POLK ST NE,45.014789,-93.245591,1,Northeast,Audubon Park,2,2,01/29/2019,00:00,Quincy
2556 POLK ST NE,45.014674,-93.245589,1,Northeast,Audubon Park,2,2,01/29/2019,00:00,Quincy
2518 POLK ST NE,45.013784,-93.245574,1,Northeast,Audubon Park,2,2,01/29/2019,00:00,Quincy
2514 POLK ST NE,45.013695,-93.245575,1,Northeast,Audubon Park,2,2,01/29/2019,00:00,Quincy
2414 POLK ST NE,45.012815,-93.24555,1,Northeast,Windom Park,2,2,01/29/2019,00:00,Quincy
1836 POLK ST NE,45.007046,-93.245623,1,Northeast,Windom Park,2,2,01/29/2019,00:00,Quincy
1826 POLK ST NE,45.006809000000004,-93.24560100000001,1,Northeast,Windom Park,2,2,01/29/2019,00:00,Quincy
1814 POLK ST NE,45.006421,-93.245635,1,Northeast,Windom Park,2,2,01/29/2019,00:00,Quincy
1810 POLK ST NE,45.006293,-93.24566300000001,1,Northeast,Windom Park,2,2,01/29/2019,00:00,Quincy
1802 POLK ST NE,45.006085999999996,-93.245594,1,Northeast,Windom Park,2,2,01/29/2019,00:00,Quincy
3210 BENJAMIN ST NE,45.026156,-93.22947099999999,1,Northeast,Waite Park,2,2,01/29/2019,00:00,Quincy
3210 BENJAMIN ST NE,45.026369,-93.22946999999999,1,Northeast,Waite Park,2,2,01/29/2019,00:00,Quincy
3326 BENJAMIN ST NE,45.028756,-93.22952099999999,1,Northeast,Waite Park,2,2,01/29/2019,00:00,Quincy
3106 CLEVELAND ST NE,45.024429,-93.230705,1,Northeast,Waite Park,2,2,01/29/2019,00:00,Quincy
2918 CLEVELAND ST NE,45.021042,-93.230719,1,Northeast,Waite Park,2,2,01/29/2019,00:00,Quincy
2650 CLEVELAND ST NE,45.01639,-93.230678,1,Northeast,Audubon Park,2,2,01/29/2019,00:00,Quincy
2550 CLEVELAND ST NE,45.014648,-93.230719,1,Northeast,Audubon Park,2,2,01/29/2019,00:00,Quincy
2522 CLEVELAND ST NE,45.013942,-93.230778,1,Northeast,Audubon Park,2,2,01/29/2019,00:00,Quincy
2510 CLEVELAND ST NE,45.013662,-93.23079399999999,1,Northeast,Audubon Park,2,2,01/29/2019,00:00,Quincy
2510 CLEVELAND ST NE,45.013591999999996,-93.23071999999999,1,Northeast,Audubon Park,2,2,01/29/2019,00:00,Quincy
1630 36TH AVE NE,45.032529,-93.235886,1,Northeast,Waite Park,2,2,01/29/2019,00:00,Quincy
2516 LINCOLN ST NE,45.013858,-93.238509,1,Northeast,Audubon Park,2,2,01/29/2019,00:00,Quincy
